DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	NRPS_Prop
Kappamyces_GCA_027604465.1	0.6666666666666666
Aspergillus_GCA_003574815.1	0.41509433962264153
Pestalotiopsis_GCF_000516985.1	0.3695652173913043
Geranomyces_GCA_027603065.1	0.5625
Chytriomyces_GCA_027604085.1	0.6363636363636364
Basidiobolus_GCA_002104905.1	0.6764705882352942
Rozella_GCA_000442015.1	0.0
Geranomyces_GCA_027601485.1	0.5714285714285714
Entophlyctis_GCA_027604545.1	0.2857142857142857
Cystobasidiopsis_GCA_001599975.1	0.5
Chytridium_GCA_025449115.1	0.5
Thoreauomyces_GCA_027596035.1	0.8
Elaphomyces_GCA_002240705.1	0.22857142857142856
Cladosporium_GCA_000261425.2	0.5714285714285714
Umbelopsis_GCF_025399195.1	0.36363636363636365
Endocalyx_GCA_001600455.1	0.32558139534883723
Gorgonomyces_GCA_025526955.1	0.25
Clohesyomyces_GCA_002105025.1	0.2878787878787879
Pseudomassariella_GCF_002105095.1	0.24615384615384617
Globomyces_GCA_027595885.1	0.875
Allomyces_GCA_000151295.1	0.2
Uncinocarpus_GCA_000003515.2	0.4782608695652174
Synchytrium_GCA_006535955.1	0.5
Neoconidiobolus_GCA_025603075.1	0.5
Powellomyces_GCA_006536005.1	0.6363636363636364
Gyalolechia_GCA_000442125.1	0.36585365853658536
Microdochium_GCA_001566295.1	0.37777777777777777
Entophlyctis_GCA_027603655.1	0.25
Monosiga_GCA_000002865.1	0.0
Lepidopterella_GCA_001692735.1	0.325
Candida_GCA_001661425.1	0.3333333333333333
Coniella_GCA_003019895.1	0.3181818181818182
Cladonia_GCA_002927785.1	0.19117647058823528
Nowakowskiella_GCA_027600645.1	0.375
Trichoderma_GCF_001481775.2	0.5217391304347826
Anaeromyces_GCA_002104895.1	0.8648648648648649
Geranomyces_GCA_027602705.1	0.6
Zygoascus_GCA_003707925.2	0.25
Ophioceras_GCA_003049485.1	0.2727272727272727
Protomyces_GCF_002105105.1	0.3333333333333333
Neurospora_GCA_000182925.2	0.3
Kockiozyma_GCA_003705835.2	0.6
Pseudozyma_GCF_000417875.1	0.6363636363636364
Diaporthe_GCA_001447215.1	0.3473684210526316
Paraphaeosphaeria_GCF_001642045.1	0.21621621621621623
Conidiobolus_GCA_001566745.1	0.7777777777777778
Hesseltinella_GCA_002104935.1	0.3
Helminthosporium_GCA_000498615.1	0.3617021276595745
Synchytrium_GCF_006535985.1	0.16666666666666666
Arthrobotrys_GCA_004000055.1	0.16666666666666666
Leptoxyphium_GCA_001660795.1	0.4583333333333333
Arthonia_GCA_002989075.1	0.3225806451612903
Mucor_GCA_000401635.1	0.38461538461538464
Allomyces_GCA_027604645.1	0.3333333333333333
Knufia_GCA_002319055.1	0.5
Paramicrosporidium_GCA_002794465.1	0.0
Cyphellophora_GCA_000365145.2	0.42857142857142855
Cordyceps_GCF_001636725.1	0.5434782608695652
Aeminium_GCA_004216415.1	0.4166666666666667
Entophlyctis_GCA_027604725.1	0.25
Thielaviopsis_GCA_000968615.1	0.2727272727272727
Hortaea_GCA_002127715.1	0.5862068965517241
Chytriomyces_GCA_006535975.1	0.5454545454545454
Spizellomyces_GCA_006535965.1	0.6666666666666666
Boothiomyces_GCA_027604185.1	0.5
Neolecta_GCA_001929475.1	0.2857142857142857
Saccharomycopsis_GCA_004014935.1	0.3333333333333333
Proliferodiscus_GCA_003988795.1	0.31746031746031744
Morchella_GCA_003790465.1	0.5833333333333334
Coprinopsis_GCF_000182895.1	0.16666666666666666
Endocarpon_GCF_000464535.1	0.2857142857142857
Dimargaris_GCA_003614675.1	0.875
Cyanodermella_GCA_900618795.1	0.32786885245901637
Linnemannia_GCA_001651415.1	0.5
Knoxdaviesia_GCA_001510565.1	0.36363636363636365
Ogataea_GCA_003706095.1	0.25
Coniochaeta_GCA_002798055.1	0.21875
Clonostachys_GCA_000963775.2	0.47692307692307695
Powellomyces_GCA_025526995.1	0.6363636363636364
Trigonopsis_GCA_003706805.2	0.4
Catenaria_GCA_002102555.1	0.14285714285714285
Hymenoscyphus_GCA_900536445.1	0.3150684931506849
Elsinoe_GCA_003013795.1	0.52
Ramicandelaber_GCA_025201865.1	0.25
Ramalina_GCA_001956345.1	0.32
Zopfochytrium_GCA_025765615.1	0.5882352941176471
Phycomyces_GCA_001638985.2	0.2
Wickerhamomyces_GCF_000313485.1	0.3333333333333333
Rhizophlyctis_GCA_027596075.1	0.42857142857142855
Ramularia_GCA_004155245.1	0.525
Rhizophlyctis_GCA_027596135.1	0.4
Blastocladiella_GCA_025349905.2	0.16666666666666666
Chytriomyces_GCA_027604745.1	0.6363636363636364
Drosophila_GCA_000001215.4	0.3333333333333333
Wallemia_GCF_000400465.1	0.625
Chytriomyces_GCA_025435555.1	0.5454545454545454
Hysterium_GCA_000467715.1	0.22033898305084745
Periconia_GCA_003073855.1	0.29508196721311475
Pseudopyrenochaeta_GCA_003313425.1	0.26785714285714285
Syncephalis_GCA_025786725.1	0.16666666666666666
Venturia_GCA_000738655.1	0.2702702702702703
Terfezia_GCA_003788615.2	0.25
Globomyces_GCA_025399215.1	0.8125
Malassezia_GCA_002818225.1	0.6
Chytriomyces_GCA_027604105.1	0.7777777777777778
Phlyctochytrium_GCA_027597005.1	0.3333333333333333
Neurospora_GCA_000604185.2	0.16666666666666666
Piptocephalis_GCA_003614145.1	0.0
Fonsecaea_GCF_000836435.1	0.3448275862068966
Trichophyton_GCA_003118255.1	0.5121951219512195
Piromyces_GCA_002157105.1	0.9107142857142857
Geranomyces_GCA_025399175.1	0.5384615384615384
Chlorencoelia_GCA_003988815.1	0.3333333333333333
Parastagonospora_GCA_000146915.2	0.3333333333333333
Boothiomyces_GCA_027604345.1	0.6666666666666666
Siphonaria_GCA_027596065.1	0.42857142857142855
Quaeritorhiza_GCA_027596845.1	0.6666666666666666
Puccinia_GCA_000149925.1	0.4
Ascosphaera_GCA_001636715.1	0.5
Phaeotremella_GCA_001599695.1	0.3333333333333333
Beverwykella_GCA_001599595.1	0.36065573770491804
Podochytrium_GCA_027596195.1	0.5
Fimicolochytrium_GCF_025526975.1	0.6
Pseudophaeomoniella_GCA_003868215.1	0.4117647058823529
Umbelopsis_GCA_000697415.1	0.42857142857142855
Umbilicaria_GCA_000611775.1	0.1935483870967742
Calocera_GCA_001630345.1	0.26666666666666666
Graphilbum_GCA_001513895.1	0.2727272727272727
Amorphotheca_GCF_003019875.1	0.35
Borealophlyctis_GCA_027604605.1	0.375
Caulochytrium_GCA_003615045.1	0.6666666666666666
Dinochytrium_GCA_027604005.1	0.5714285714285714
Saccharomyces_GCF_000146045.2	0.3333333333333333
Lobosporangium_GCF_002105155.1	0.25
Entophlyctis_GCA_025526915.1	0.25
Paramyrothecium_GCA_003012165.1	0.43037974683544306
Saksenaea_GCA_000697055.1	0.2222222222222222
Cladochytrium_GCA_025526935.1	0.4166666666666667
Pseudogymnoascus_GCF_001662655.1	0.36363636363636365
Phyllosticta_GCA_001604925.1	0.5
Sporopachydermia_GCA_003705295.1	0.3333333333333333
Priceomyces_GCA_003705335.1	0.3333333333333333
Zygosaccharomyces_GCA_000442885.1	0.25
Gigaspora_GCA_003550325.1	0.5652173913043478
Plenodomus_GCA_900465125.1	0.3333333333333333
Laccaria_GCF_000143565.1	0.21052631578947367
Serpula_GCA_000218685.1	0.4864864864864865
Stereum_GCF_000264905.1	0.375
Punctularia_GCF_000264995.1	0.42857142857142855
Auricularia_GCA_000265015.1	0.2222222222222222
Coniophora_GCF_000271625.1	0.4186046511627907
Fibroporia_GCF_000313525.1	0.24444444444444444
Serendipita_GCA_000313545.1	0.3333333333333333
Volvariella_GCA_000349905.1	0.36363636363636365
Papiliotrema_GCA_000442785.1	0.5
Rhizoctonia_GCA_000524645.1	0.5
Jaapia_GCA_000697665.1	0.36363636363636365
Botryobasidium_GCA_000697705.1	0.4
Tilletiaria_GCF_000711695.1	0.625
Phlebopus_GCA_000766925.2	0.4117647058823529
Plicaturopsis_GCA_000827205.1	0.3333333333333333
Sphaerobolus_GCA_000827215.1	0.2558139534883721
Collybiopsis_GCA_000827265.1	0.41379310344827586
Piloderma_GCA_000827315.1	0.2894736842105263
Pisolithus_GCA_000827335.1	0.3181818181818182
Hebeloma_GCA_000827355.1	0.28
Scleroderma_GCA_000827425.1	0.47058823529411764
Tulasnella_GCA_000827465.1	0.11764705882352941
Paxillus_GCA_000827475.1	0.45161290322580644
Fistulina_GCA_000934395.1	0.43478260869565216
Tremella_GCA_000987905.1	0.25
Tilletia_GCA_001006505.1	0.5454545454545454
Schizopora_GCA_001020605.1	0.29411764705882354
Golubevia_GCA_001599655.1	0.5555555555555556
Naganishia_GCA_001599735.1	0.5
Symbiotaphrina_GCA_001599915.1	0.4117647058823529
Cystobasidium_GCA_001599955.1	0.5
Solicoccozyma_GCA_001600015.1	0.4
Bullera_GCA_001600095.1	0.6666666666666666
Mrakia_GCA_001600395.1	0.6666666666666666
Dioszegia_GCA_001600615.1	0.42857142857142855
Leucosporidium_GCA_001600635.1	0.4
Exidia_GCA_001632375.1	0.19607843137254902
Neolentinus_GCA_001632425.1	0.4444444444444444
Grifola_GCA_001683735.1	0.34615384615384615
Cryptococcus_GCA_001720245.1	0.3333333333333333
Trametes_GCA_001895945.1	0.3125
Phanerodontia_GCA_001910725.1	0.475
Kockovaella_GCF_002102565.1	0.42857142857142855
Naematelia_GCA_002105065.1	0.2857142857142857
Stromatinia_GCA_002162485.1	0.33962264150943394
Armillaria_GCA_002307695.1	0.3559322033898305
Cutaneotrichosporon_GCA_002335625.1	0.3333333333333333
Amanita_GCA_002554575.1	0.2
Ganoderma_GCA_002760635.1	0.2702702702702703
Porodaedalea_GCA_002794775.1	0.3076923076923077
Rhodotorula_GCA_002806785.1	0.4
Glaciozyma_GCA_002917775.1	0.5
Panaeolus_GCA_002938355.1	0.23333333333333334
Gymnopilus_GCA_002938385.1	0.18181818181818182
Heterobasidion_GCA_002994785.1	0.3
Takashimella_GCA_003116875.1	0.4
Testicularia_GCA_003144125.1	0.6
Meira_GCF_003144205.1	0.6666666666666666
Violaceomyces_GCA_003144235.1	0.5714285714285714
Acaromyces_GCF_003144295.1	0.7058823529411765
Pleurotus_GCA_003313735.1	0.3170731707317073
Sarcodon_GCA_003313825.1	0.34615384615384615
Hygrophorus_GCA_003314125.1	0.5263157894736842
Albatrellus_GCA_003314395.1	0.23076923076923078
Coprinus_GCA_003316025.1	0.23809523809523808
Thelephora_GCA_003316405.1	0.2727272727272727
Hericium_GCA_003675405.1	0.5161290322580645
Saitozyma_GCA_003942215.1	0.5
Quambalaria_GCA_004016185.1	0.5
Candolleomyces_GCA_004126415.1	0.2
Steccherinum_GCA_004332605.1	0.4
Ceraceosorus_GCA_900000165.1	0.5882352941176471
Thecaphora_GCA_900291925.1	0.625
