DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Terpene_Prop
Kappamyces_GCA_027604465.1	0.3333333333333333
Aspergillus_GCA_003574815.1	0.16981132075471697
Pestalotiopsis_GCF_000516985.1	0.09782608695652174
Geranomyces_GCA_027603065.1	0.25
Chytriomyces_GCA_027604085.1	0.36363636363636365
Basidiobolus_GCA_002104905.1	0.17647058823529413
Rozella_GCA_000442015.1	0.0
Geranomyces_GCA_027601485.1	0.21428571428571427
Entophlyctis_GCA_027604545.1	0.7142857142857143
Cystobasidiopsis_GCA_001599975.1	0.25
Chytridium_GCA_025449115.1	0.5
Thoreauomyces_GCA_027596035.1	0.13333333333333333
Elaphomyces_GCA_002240705.1	0.2571428571428571
Cladosporium_GCA_000261425.2	0.19047619047619047
Umbelopsis_GCF_025399195.1	0.5454545454545454
Endocalyx_GCA_001600455.1	0.16279069767441862
Gorgonomyces_GCA_025526955.1	0.75
Clohesyomyces_GCA_002105025.1	0.045454545454545456
Pseudomassariella_GCF_002105095.1	0.1076923076923077
Globomyces_GCA_027595885.1	0.125
Allomyces_GCA_000151295.1	0.4
Uncinocarpus_GCA_000003515.2	0.08695652173913043
Synchytrium_GCA_006535955.1	0.5
Neoconidiobolus_GCA_025603075.1	0.3333333333333333
Powellomyces_GCA_006536005.1	0.36363636363636365
Gyalolechia_GCA_000442125.1	0.17073170731707318
Microdochium_GCA_001566295.1	0.24444444444444444
Entophlyctis_GCA_027603655.1	0.75
Monosiga_GCA_000002865.1	0.75
Lepidopterella_GCA_001692735.1	0.125
Candida_GCA_001661425.1	0.6666666666666666
Coniella_GCA_003019895.1	0.06818181818181818
Cladonia_GCA_002927785.1	0.11764705882352941
Nowakowskiella_GCA_027600645.1	0.5
Trichoderma_GCF_001481775.2	0.15217391304347827
Anaeromyces_GCA_002104895.1	0.02702702702702703
Geranomyces_GCA_027602705.1	0.26666666666666666
Zygoascus_GCA_003707925.2	0.75
Ophioceras_GCA_003049485.1	0.18181818181818182
Protomyces_GCF_002105105.1	0.6666666666666666
Neurospora_GCA_000182925.2	0.15
Kockiozyma_GCA_003705835.2	0.4
Pseudozyma_GCF_000417875.1	0.18181818181818182
Diaporthe_GCA_001447215.1	0.08421052631578947
Paraphaeosphaeria_GCF_001642045.1	0.06756756756756757
Conidiobolus_GCA_001566745.1	0.2222222222222222
Hesseltinella_GCA_002104935.1	0.6
Helminthosporium_GCA_000498615.1	0.06382978723404255
Synchytrium_GCF_006535985.1	0.6666666666666666
Arthrobotrys_GCA_004000055.1	0.16666666666666666
Leptoxyphium_GCA_001660795.1	0.16666666666666666
Arthonia_GCA_002989075.1	0.16129032258064516
Mucor_GCA_000401635.1	0.5384615384615384
Allomyces_GCA_027604645.1	0.3333333333333333
Knufia_GCA_002319055.1	0.2857142857142857
Paramicrosporidium_GCA_002794465.1	0.0
Cyphellophora_GCA_000365145.2	0.19047619047619047
Cordyceps_GCF_001636725.1	0.06521739130434782
Aeminium_GCA_004216415.1	0.25
Entophlyctis_GCA_027604725.1	0.75
Thielaviopsis_GCA_000968615.1	0.18181818181818182
Hortaea_GCA_002127715.1	0.10344827586206896
Chytriomyces_GCA_006535975.1	0.45454545454545453
Spizellomyces_GCA_006535965.1	0.3333333333333333
Boothiomyces_GCA_027604185.1	0.4
Neolecta_GCA_001929475.1	0.5714285714285714
Saccharomycopsis_GCA_004014935.1	0.6666666666666666
Proliferodiscus_GCA_003988795.1	0.09523809523809523
Morchella_GCA_003790465.1	0.3333333333333333
Coprinopsis_GCF_000182895.1	0.5
Endocarpon_GCF_000464535.1	0.17142857142857143
Dimargaris_GCA_003614675.1	0.09375
Cyanodermella_GCA_900618795.1	0.09836065573770492
Linnemannia_GCA_001651415.1	0.3333333333333333
Knoxdaviesia_GCA_001510565.1	0.18181818181818182
Ogataea_GCA_003706095.1	0.75
Coniochaeta_GCA_002798055.1	0.21875
Clonostachys_GCA_000963775.2	0.09230769230769231
Powellomyces_GCA_025526995.1	0.36363636363636365
Trigonopsis_GCA_003706805.2	0.4
Catenaria_GCA_002102555.1	0.42857142857142855
Hymenoscyphus_GCA_900536445.1	0.0958904109589041
Elsinoe_GCA_003013795.1	0.24
Ramicandelaber_GCA_025201865.1	0.5
Ramalina_GCA_001956345.1	0.04
Zopfochytrium_GCA_025765615.1	0.23529411764705882
Phycomyces_GCA_001638985.2	0.7
Wickerhamomyces_GCF_000313485.1	0.6666666666666666
Rhizophlyctis_GCA_027596075.1	0.42857142857142855
Ramularia_GCA_004155245.1	0.225
Rhizophlyctis_GCA_027596135.1	0.4
Blastocladiella_GCA_025349905.2	0.5
Chytriomyces_GCA_027604745.1	0.36363636363636365
Drosophila_GCA_000001215.4	0.3333333333333333
Wallemia_GCF_000400465.1	0.375
Chytriomyces_GCA_025435555.1	0.45454545454545453
Hysterium_GCA_000467715.1	0.1016949152542373
Periconia_GCA_003073855.1	0.10655737704918032
Pseudopyrenochaeta_GCA_003313425.1	0.10714285714285714
Syncephalis_GCA_025786725.1	0.5
Venturia_GCA_000738655.1	0.1891891891891892
Terfezia_GCA_003788615.2	0.25
Globomyces_GCA_025399215.1	0.1875
Malassezia_GCA_002818225.1	0.2
Chytriomyces_GCA_027604105.1	0.2222222222222222
Phlyctochytrium_GCA_027597005.1	0.5
Neurospora_GCA_000604185.2	0.16666666666666666
Piptocephalis_GCA_003614145.1	0.6666666666666666
Fonsecaea_GCF_000836435.1	0.13793103448275862
Trichophyton_GCA_003118255.1	0.17073170731707318
Piromyces_GCA_002157105.1	0.017857142857142856
Geranomyces_GCA_025399175.1	0.23076923076923078
Chlorencoelia_GCA_003988815.1	0.10256410256410256
Parastagonospora_GCA_000146915.2	0.09259259259259259
Boothiomyces_GCA_027604345.1	0.3333333333333333
Siphonaria_GCA_027596065.1	0.5714285714285714
Quaeritorhiza_GCA_027596845.1	0.26666666666666666
Puccinia_GCA_000149925.1	0.6
Ascosphaera_GCA_001636715.1	0.21428571428571427
Phaeotremella_GCA_001599695.1	0.5
Beverwykella_GCA_001599595.1	0.09836065573770492
Podochytrium_GCA_027596195.1	0.5
Fimicolochytrium_GCF_025526975.1	0.3
Pseudophaeomoniella_GCA_003868215.1	0.17647058823529413
Umbelopsis_GCA_000697415.1	0.42857142857142855
Umbilicaria_GCA_000611775.1	0.16129032258064516
Calocera_GCA_001630345.1	0.3333333333333333
Graphilbum_GCA_001513895.1	0.13636363636363635
Amorphotheca_GCF_003019875.1	0.15
Borealophlyctis_GCA_027604605.1	0.625
Caulochytrium_GCA_003615045.1	0.3333333333333333
Dinochytrium_GCA_027604005.1	0.42857142857142855
Saccharomyces_GCF_000146045.2	0.3333333333333333
Lobosporangium_GCF_002105155.1	0.75
Entophlyctis_GCA_025526915.1	0.75
Paramyrothecium_GCA_003012165.1	0.12658227848101267
Saksenaea_GCA_000697055.1	0.6666666666666666
Cladochytrium_GCA_025526935.1	0.4166666666666667
Pseudogymnoascus_GCF_001662655.1	0.12121212121212122
Phyllosticta_GCA_001604925.1	0.19230769230769232
Sporopachydermia_GCA_003705295.1	0.6666666666666666
Priceomyces_GCA_003705335.1	0.6666666666666666
Zygosaccharomyces_GCA_000442885.1	0.5
Gigaspora_GCA_003550325.1	0.30434782608695654
Plenodomus_GCA_900465125.1	0.18181818181818182
Laccaria_GCF_000143565.1	0.42105263157894735
Serpula_GCA_000218685.1	0.32432432432432434
Stereum_GCF_000264905.1	0.30357142857142855
Punctularia_GCF_000264995.1	0.4
Auricularia_GCA_000265015.1	0.5111111111111111
Coniophora_GCF_000271625.1	0.46511627906976744
Fibroporia_GCF_000313525.1	0.26666666666666666
Serendipita_GCA_000313545.1	0.6666666666666666
Volvariella_GCA_000349905.1	0.5
Papiliotrema_GCA_000442785.1	0.375
Rhizoctonia_GCA_000524645.1	0.5
Jaapia_GCA_000697665.1	0.5454545454545454
Botryobasidium_GCA_000697705.1	0.24
Tilletiaria_GCF_000711695.1	0.25
Phlebopus_GCA_000766925.2	0.47058823529411764
Plicaturopsis_GCA_000827205.1	0.5333333333333333
Sphaerobolus_GCA_000827215.1	0.47674418604651164
Collybiopsis_GCA_000827265.1	0.3793103448275862
Piloderma_GCA_000827315.1	0.2631578947368421
Pisolithus_GCA_000827335.1	0.5454545454545454
Hebeloma_GCA_000827355.1	0.48
Scleroderma_GCA_000827425.1	0.4117647058823529
Tulasnella_GCA_000827465.1	0.8823529411764706
Paxillus_GCA_000827475.1	0.5161290322580645
Fistulina_GCA_000934395.1	0.4782608695652174
Tremella_GCA_000987905.1	0.75
Tilletia_GCA_001006505.1	0.2727272727272727
Schizopora_GCA_001020605.1	0.35294117647058826
Golubevia_GCA_001599655.1	0.3333333333333333
Naganishia_GCA_001599735.1	0.3333333333333333
Symbiotaphrina_GCA_001599915.1	0.29411764705882354
Cystobasidium_GCA_001599955.1	0.5
Solicoccozyma_GCA_001600015.1	0.4
Bullera_GCA_001600095.1	0.5
Mrakia_GCA_001600395.1	0.3333333333333333
Dioszegia_GCA_001600615.1	0.42857142857142855
Leucosporidium_GCA_001600635.1	0.4
Exidia_GCA_001632375.1	0.43137254901960786
Neolentinus_GCA_001632425.1	0.3611111111111111
Grifola_GCA_001683735.1	0.4230769230769231
Cryptococcus_GCA_001720245.1	0.6666666666666666
Trametes_GCA_001895945.1	0.46875
Phanerodontia_GCA_001910725.1	0.4
Kockovaella_GCF_002102565.1	0.42857142857142855
Naematelia_GCA_002105065.1	0.42857142857142855
Stromatinia_GCA_002162485.1	0.05660377358490566
Armillaria_GCA_002307695.1	0.4745762711864407
Cutaneotrichosporon_GCA_002335625.1	0.6666666666666666
Amanita_GCA_002554575.1	0.5333333333333333
Ganoderma_GCA_002760635.1	0.5135135135135135
Porodaedalea_GCA_002794775.1	0.5769230769230769
Rhodotorula_GCA_002806785.1	0.6
Glaciozyma_GCA_002917775.1	0.5
Panaeolus_GCA_002938355.1	0.36666666666666664
Gymnopilus_GCA_002938385.1	0.43636363636363634
Heterobasidion_GCA_002994785.1	0.4666666666666667
Takashimella_GCA_003116875.1	0.6
Testicularia_GCA_003144125.1	0.3
Meira_GCF_003144205.1	0.3333333333333333
Violaceomyces_GCA_003144235.1	0.21428571428571427
Acaromyces_GCF_003144295.1	0.11764705882352941
Pleurotus_GCA_003313735.1	0.4634146341463415
Sarcodon_GCA_003313825.1	0.46153846153846156
Hygrophorus_GCA_003314125.1	0.42105263157894735
Albatrellus_GCA_003314395.1	0.3076923076923077
Coprinus_GCA_003316025.1	0.42857142857142855
Thelephora_GCA_003316405.1	0.5909090909090909
Hericium_GCA_003675405.1	0.3548387096774194
Saitozyma_GCA_003942215.1	0.5
Quambalaria_GCA_004016185.1	0.375
Candolleomyces_GCA_004126415.1	0.65
Steccherinum_GCA_004332605.1	0.37777777777777777
Ceraceosorus_GCA_900000165.1	0.11764705882352941
Thecaphora_GCA_900291925.1	0.25
