DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	BGC_Genome_Prop
Piromyces_GCA_002104945.1	0.01109290709786177
Mucor_GCA_000950595.1	0.013320426615044827
Ophiognomonia_GCA_003671545.1	0.1037489518416088
Terramyces_GCA_027603945.1	0.01885950835952549
Coemansia_GCA_002705745.1	0.007053097519199892
Hanseniaspora_GCA_900119595.1	0.01311955482362941
Fonticula_GCA_000388065.2	0.004483713050710061
Kappamyces_GCA_027604465.1	0.009892950418880372
Aspergillus_GCA_003574815.1	0.11622516559477533
Pestalotiopsis_GCF_000516985.1	0.11801589988470727
Geranomyces_GCA_027603065.1	0.036085290108005166
Chytriomyces_GCA_027604085.1	0.013330092441464677
Basidiobolus_GCA_002104905.1	0.017706276052067146
Rozella_GCA_000442015.1	0.000856253336030752
Geranomyces_GCA_027601485.1	0.03190142976713835
Entophlyctis_GCA_027604545.1	0.007629828640068875
Cystobasidiopsis_GCA_001599975.1	0.01927506877174586
Chytridium_GCA_025449115.1	0.0073784698257992505
Thoreauomyces_GCA_027596035.1	0.01574672795041362
Elaphomyces_GCA_002240705.1	0.010857041862342215
Cladosporium_GCA_000261425.2	0.0476680447754088
Umbelopsis_GCF_025399195.1	0.018798296036768584
Endocalyx_GCA_001600455.1	0.15116351205429326
Gorgonomyces_GCA_025526955.1	0.01126634256855619
Clohesyomyces_GCA_002105025.1	0.08460346316146088
Pseudomassariella_GCF_002105095.1	0.09995264971382835
Globomyces_GCA_027595885.1	0.020950377700553368
Allomyces_GCA_000151295.1	0.006260054167468568
Uncinocarpus_GCA_000003515.2	0.06833640638211878
Synchytrium_GCA_006535955.1	0.006378120779521896
Neoconidiobolus_GCA_025603075.1	0.008279895827394008
Powellomyces_GCA_006536005.1	0.021508947773595972
Gyalolechia_GCA_000442125.1	0.0898073538113666
Microdochium_GCA_001566295.1	0.07252526248935924
Entophlyctis_GCA_027603655.1	0.006749885512215126
Monosiga_GCA_000002865.1	0.004137930106586514
Lepidopterella_GCA_001692735.1	0.036460666861927976
Candida_GCA_001661425.1	0.009758673670474607
Coniella_GCA_003019895.1	0.07457556184332456
Cladonia_GCA_002927785.1	0.08079075158233266
Nowakowskiella_GCA_027600645.1	0.013072800259352218
Trichoderma_GCF_001481775.2	0.08277367576785975
Anaeromyces_GCA_002104895.1	0.030546877632224287
Geranomyces_GCA_027602705.1	0.029820135657556538
Zygoascus_GCA_003707925.2	0.011879376165450732
Ophioceras_GCA_003049485.1	0.04005587486654774
Protomyces_GCF_002105105.1	0.020574702846458435
Neurospora_GCA_000182925.2	0.030565392198643584
Kockiozyma_GCA_003705835.2	0.01981431395745524
Pseudozyma_GCF_000417875.1	0.025911524449139883
Diaporthe_GCA_001447215.1	0.08231810254894216
Paraphaeosphaeria_GCF_001642045.1	0.14561501567642665
Conidiobolus_GCA_001566745.1	0.013160680194635592
Hesseltinella_GCA_002104935.1	0.014817246101778165
Helminthosporium_GCA_000498615.1	0.05145587336733668
Synchytrium_GCF_006535985.1	0.008154363994368032
Arthrobotrys_GCA_004000055.1	0.01753139753142209
Leptoxyphium_GCA_001660795.1	0.05744775742521297
Arthonia_GCA_002989075.1	0.06051534180652945
Mucor_GCA_000401635.1	0.014649000299285628
Allomyces_GCA_027604645.1	0.0053543380861140865
Knufia_GCA_002319055.1	0.02858917753351655
Paramicrosporidium_GCA_002794465.1	0.0
Cyphellophora_GCA_000365145.2	0.051936695395345976
Cordyceps_GCF_001636725.1	0.09382508470565283
Aeminium_GCA_004216415.1	0.029821275522373174
Entophlyctis_GCA_027604725.1	0.008905463587118263
Thielaviopsis_GCA_000968615.1	0.019255186691016578
Hortaea_GCA_002127715.1	0.036748127170862115
Chytriomyces_GCA_006535975.1	0.010752072819800102
Spizellomyces_GCA_006535965.1	0.02619218604660088
Boothiomyces_GCA_027604185.1	0.017488846389237655
Neolecta_GCA_001929475.1	0.01490259570472716
Saccharomycopsis_GCA_004014935.1	0.007527449281975909
Proliferodiscus_GCA_003988795.1	0.138852295287691
Morchella_GCA_003790465.1	0.014330943582028416
Coprinopsis_GCF_000182895.1	0.024898932255572114
Endocarpon_GCF_000464535.1	0.054087357169486094
Dimargaris_GCA_003614675.1	0.0198932888785219
Cyanodermella_GCA_900618795.1	0.15285274384155484
Linnemannia_GCA_001651415.1	0.004376353569366607
Knoxdaviesia_GCA_001510565.1	0.017835391410515385
Ogataea_GCA_003706095.1	0.012907190657459384
Coniochaeta_GCA_002798055.1	0.04820572363665203
Clonostachys_GCA_000963775.2	0.07703312070190346
Powellomyces_GCA_025526995.1	0.019914535871361442
Trigonopsis_GCA_003706805.2	0.026442372044661894
Catenaria_GCA_002102555.1	0.004909993650321809
Hymenoscyphus_GCA_900536445.1	0.07000190486443318
Elsinoe_GCA_003013795.1	0.06731834914286534
Ramicandelaber_GCA_025201865.1	0.00504799483335921
Ramalina_GCA_001956345.1	0.07197347628441189
Zopfochytrium_GCA_025765615.1	0.011559027864505855
Phycomyces_GCA_001638985.2	0.007216121251913112
Wickerhamomyces_GCF_000313485.1	0.0071557153562428364
Rhizophlyctis_GCA_027596075.1	0.010125743247398946
Ramularia_GCA_004155245.1	0.08939004064106937
Rhizophlyctis_GCA_027596135.1	0.005118224643137612
Blastocladiella_GCA_025349905.2	0.005357985545063165
Chytriomyces_GCA_027604745.1	0.010570241052752713
Drosophila_GCA_000001215.4	0.0012788681492209419
Wallemia_GCF_000400465.1	0.03913847661509919
Chytriomyces_GCA_025435555.1	0.015686543252159138
Hysterium_GCA_000467715.1	0.07435819832300544
Periconia_GCA_003073855.1	0.1241138535689415
Pseudopyrenochaeta_GCA_003313425.1	0.053418979927605664
Syncephalis_GCA_025786725.1	0.008105850437993802
Venturia_GCA_000738655.1	0.059788854676638026
Terfezia_GCA_003788615.2	0.007354456804513932
Globomyces_GCA_025399215.1	0.017864742140381844
Malassezia_GCA_002818225.1	0.03965937474568319
Chytriomyces_GCA_027604105.1	0.011671795364531687
Phlyctochytrium_GCA_027597005.1	0.0031908329138395698
Neurospora_GCA_000604185.2	0.016818424438956335
Piptocephalis_GCA_003614145.1	0.0018631039177286657
Fonsecaea_GCF_000836435.1	0.057947052605024384
Trichophyton_GCA_003118255.1	0.09416348412884627
Piromyces_GCA_002157105.1	0.036585018688320585
Geranomyces_GCA_025399175.1	0.026432210813782043
Chlorencoelia_GCA_003988815.1	0.05853065986485576
Parastagonospora_GCA_000146915.2	0.09625942748278078
Boothiomyces_GCA_027604345.1	0.014284734180043645
Siphonaria_GCA_027596065.1	0.0057119377330827415
Quaeritorhiza_GCA_027596845.1	0.0040808506450649845
Puccinia_GCA_000149925.1	0.0027087141088885033
Ascosphaera_GCA_001636715.1	0.0374395201512315
Phaeotremella_GCA_001599695.1	0.013941125496120105
Beverwykella_GCA_001599595.1	0.09970530201272282
Podochytrium_GCA_027596195.1	0.004358438066349916
Fimicolochytrium_GCF_025526975.1	0.01945664532261882
Pseudophaeomoniella_GCA_003868215.1	0.06936737837227909
Umbelopsis_GCA_000697415.1	0.029026754230335735
Umbilicaria_GCA_000611775.1	0.052427378570942706
Calocera_GCA_001630345.1	0.029553482282880336
Graphilbum_GCA_001513895.1	0.03965573137888844
Amorphotheca_GCF_003019875.1	0.04885937723943512
Borealophlyctis_GCA_027604605.1	0.0031336779747324385
Caulochytrium_GCA_003615045.1	0.007040423289106557
Dinochytrium_GCA_027604005.1	0.006891470676261935
Saccharomyces_GCF_000146045.2	0.011117696194941148
Lobosporangium_GCF_002105155.1	0.003901919591243638
Entophlyctis_GCA_025526915.1	0.005206564886962889
Paramyrothecium_GCA_003012165.1	0.08420791901933446
Saksenaea_GCA_000697055.1	0.005968228284684069
Cladochytrium_GCA_025526935.1	0.012212937381781839
Pseudogymnoascus_GCF_001662655.1	0.0740230147435963
Phyllosticta_GCA_001604925.1	0.03702872844203312
Sporopachydermia_GCA_003705295.1	0.007840165018234264
Priceomyces_GCA_003705335.1	0.010883730357801583
Zygosaccharomyces_GCA_000442885.1	0.016609548832822483
Gigaspora_GCA_003550325.1	0.002067467035057222
Plenodomus_GCA_900465125.1	0.054719168130825106
Laccaria_GCF_000143565.1	0.017648099212432017
Serpula_GCA_000218685.1	0.05404325218662344
Stereum_GCF_000264905.1	0.07755040969411886
Punctularia_GCF_000264995.1	0.058936444871685936
Auricularia_GCA_000265015.1	0.031596399780332136
Coniophora_GCF_000271625.1	0.06194194605074805
Fibroporia_GCF_000313525.1	0.05723470578891713
Serendipita_GCA_000313545.1	0.008788855794803065
Volvariella_GCA_000349905.1	0.03082987361634262
Papiliotrema_GCA_000442785.1	0.014861598771237267
Rhizoctonia_GCA_000524645.1	0.010850155392032835
Jaapia_GCA_000697665.1	0.023170626819836535
Botryobasidium_GCA_000697705.1	0.031425850725203534
Tilletiaria_GCF_000711695.1	0.01609510473957189
Phlebopus_GCA_000766925.2	0.07055572658307124
Plicaturopsis_GCA_000827205.1	0.04509721033104488
Sphaerobolus_GCA_000827215.1	0.0358519676168012
Collybiopsis_GCA_000827265.1	0.049429575357017565
Piloderma_GCA_000827315.1	0.04601154077772622
Pisolithus_GCA_000827335.1	0.016104166154826738
Hebeloma_GCA_000827355.1	0.03619767450531247
Scleroderma_GCA_000827425.1	0.015816684226978534
Tulasnella_GCA_000827465.1	0.010885831701154185
Paxillus_GCA_000827475.1	0.03119307622796062
Fistulina_GCA_000934395.1	0.033110863469180914
Tremella_GCA_000987905.1	0.003544694341527966
Tilletia_GCA_001006505.1	0.024779517260102062
Schizopora_GCA_001020605.1	0.03646527025621394
Golubevia_GCA_001599655.1	0.016120426256412707
Naganishia_GCA_001599735.1	0.014874194299914576
Symbiotaphrina_GCA_001599915.1	0.04172705677631647
Cystobasidium_GCA_001599955.1	0.009007634148518958
Solicoccozyma_GCA_001600015.1	0.011710075217814987
Bullera_GCA_001600095.1	0.016176792255033382
Mrakia_GCA_001600395.1	0.005727263739940717
Dioszegia_GCA_001600615.1	0.016585719559875534
Leucosporidium_GCA_001600635.1	0.009012083141392192
Exidia_GCA_001632375.1	0.03643032128244907
Neolentinus_GCA_001632425.1	0.059850723589416475
Grifola_GCA_001683735.1	0.036645567675690445
Cryptococcus_GCA_001720245.1	0.008382403427380633
Trametes_GCA_001895945.1	0.03202250192687516
Phanerodontia_GCA_001910725.1	0.05503773734140668
Kockovaella_GCF_002102565.1	0.019344701244088918
Naematelia_GCA_002105065.1	0.015755188676694443
Stromatinia_GCA_002162485.1	0.06746757095560321
Armillaria_GCA_002307695.1	0.041977673586595224
Cutaneotrichosporon_GCA_002335625.1	0.006600125150231931
Amanita_GCA_002554575.1	0.01568210106770795
Ganoderma_GCA_002760635.1	0.0452010236480889
Porodaedalea_GCA_002794775.1	0.023587600462909513
Rhodotorula_GCA_002806785.1	0.011724434791042926
Glaciozyma_GCA_002917775.1	0.008967883678910746
Panaeolus_GCA_002938355.1	0.020666915134415244
Gymnopilus_GCA_002938385.1	0.034131985906832064
Heterobasidion_GCA_002994785.1	0.04301563668810932
Takashimella_GCA_003116875.1	0.009011864471861718
Testicularia_GCA_003144125.1	0.025969686924356444
Meira_GCF_003144205.1	0.029775813320826818
Violaceomyces_GCA_003144235.1	0.014908597820243426
Acaromyces_GCF_003144295.1	0.05273908002754977
Pleurotus_GCA_003313735.1	0.03970389786367326
Sarcodon_GCA_003313825.1	0.025145341593080767
Hygrophorus_GCA_003314125.1	0.017270842475208128
Albatrellus_GCA_003314395.1	0.0027603604129608082
Coprinus_GCA_003316025.1	0.026253775630498036
Thelephora_GCA_003316405.1	0.011603490249554517
Hericium_GCA_003675405.1	0.027836637336012847
Saitozyma_GCA_003942215.1	0.00974852462751623
Quambalaria_GCA_004016185.1	0.025158809565360336
Candolleomyces_GCA_004126415.1	0.011895370778905172
Steccherinum_GCA_004332605.1	0.054623111664275505
Ceraceosorus_GCA_900000165.1	0.037350996675219496
Thecaphora_GCA_900291925.1	0.02285155666668852
