DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	PKS_Prop
Geranomyces_GCA_027603065.1	0.1875
Chytriomyces_GCA_027604085.1	0.09090909090909091
Basidiobolus_GCA_002104905.1	0.058823529411764705
Rozella_GCA_000442015.1	0.0
Geranomyces_GCA_027601485.1	0.21428571428571427
Entophlyctis_GCA_027604545.1	0.0
Cystobasidiopsis_GCA_001599975.1	0.125
Chytridium_GCA_025449115.1	0.0
Thoreauomyces_GCA_027596035.1	0.13333333333333333
Elaphomyces_GCA_002240705.1	0.5428571428571428
Cladosporium_GCA_000261425.2	0.23809523809523808
Umbelopsis_GCF_025399195.1	0.0
Endocalyx_GCA_001600455.1	0.5348837209302325
Gorgonomyces_GCA_025526955.1	0.0
Clohesyomyces_GCA_002105025.1	0.3787878787878788
Pseudomassariella_GCF_002105095.1	0.5230769230769231
Globomyces_GCA_027595885.1	0.0
Allomyces_GCA_000151295.1	0.0
Uncinocarpus_GCA_000003515.2	0.34782608695652173
Synchytrium_GCA_006535955.1	0.0
Neoconidiobolus_GCA_025603075.1	0.0
Powellomyces_GCA_006536005.1	0.0
Gyalolechia_GCA_000442125.1	0.43902439024390244
Microdochium_GCA_001566295.1	0.3333333333333333
Entophlyctis_GCA_027603655.1	0.0
Monosiga_GCA_000002865.1	0.25
Lepidopterella_GCA_001692735.1	0.475
Candida_GCA_001661425.1	0.0
Coniella_GCA_003019895.1	0.4090909090909091
Cladonia_GCA_002927785.1	0.5294117647058824
Nowakowskiella_GCA_027600645.1	0.125
Trichoderma_GCF_001481775.2	0.34782608695652173
Anaeromyces_GCA_002104895.1	0.10810810810810811
Geranomyces_GCA_027602705.1	0.13333333333333333
Zygoascus_GCA_003707925.2	0.0
Ophioceras_GCA_003049485.1	0.3939393939393939
Protomyces_GCF_002105105.1	0.0
Neurospora_GCA_000182925.2	0.4
Kockiozyma_GCA_003705835.2	0.0
Pseudozyma_GCF_000417875.1	0.18181818181818182
Diaporthe_GCA_001447215.1	0.5157894736842106
Paraphaeosphaeria_GCF_001642045.1	0.28378378378378377
Conidiobolus_GCA_001566745.1	0.0
Hesseltinella_GCA_002104935.1	0.0
Helminthosporium_GCA_000498615.1	0.3617021276595745
Synchytrium_GCF_006535985.1	0.0
Arthrobotrys_GCA_004000055.1	0.3333333333333333
Leptoxyphium_GCA_001660795.1	0.2916666666666667
Arthonia_GCA_002989075.1	0.3870967741935484
Mucor_GCA_000401635.1	0.0
Allomyces_GCA_027604645.1	0.0
Knufia_GCA_002319055.1	0.14285714285714285
Paramicrosporidium_GCA_002794465.1	0.0
Cyphellophora_GCA_000365145.2	0.14285714285714285
Cordyceps_GCF_001636725.1	0.21739130434782608
Aeminium_GCA_004216415.1	0.25
Entophlyctis_GCA_027604725.1	0.0
Thielaviopsis_GCA_000968615.1	0.45454545454545453
Hortaea_GCA_002127715.1	0.06896551724137931
Chytriomyces_GCA_006535975.1	0.09090909090909091
Spizellomyces_GCA_006535965.1	0.08333333333333333
Boothiomyces_GCA_027604185.1	0.0
Neolecta_GCA_001929475.1	0.14285714285714285
Saccharomycopsis_GCA_004014935.1	0.0
Proliferodiscus_GCA_003988795.1	0.42857142857142855
Morchella_GCA_003790465.1	0.08333333333333333
Coprinopsis_GCF_000182895.1	0.1111111111111111
Endocarpon_GCF_000464535.1	0.5142857142857142
Dimargaris_GCA_003614675.1	0.0
Cyanodermella_GCA_900618795.1	0.22950819672131148
Linnemannia_GCA_001651415.1	0.0
Knoxdaviesia_GCA_001510565.1	0.36363636363636365
Ogataea_GCA_003706095.1	0.0
Coniochaeta_GCA_002798055.1	0.375
Clonostachys_GCA_000963775.2	0.47692307692307695
Powellomyces_GCA_025526995.1	0.0
Trigonopsis_GCA_003706805.2	0.0
Catenaria_GCA_002102555.1	0.0
Hymenoscyphus_GCA_900536445.1	0.3561643835616438
Elsinoe_GCA_003013795.1	0.2
Ramicandelaber_GCA_025201865.1	0.0
Ramalina_GCA_001956345.1	0.5
Zopfochytrium_GCA_025765615.1	0.11764705882352941
Phycomyces_GCA_001638985.2	0.0
Wickerhamomyces_GCF_000313485.1	0.0
Rhizophlyctis_GCA_027596075.1	0.07142857142857142
Ramularia_GCA_004155245.1	0.4
Rhizophlyctis_GCA_027596135.1	0.0
Blastocladiella_GCA_025349905.2	0.0
Chytriomyces_GCA_027604745.1	0.09090909090909091
Drosophila_GCA_000001215.4	0.3333333333333333
Wallemia_GCF_000400465.1	0.0
Chytriomyces_GCA_025435555.1	0.0
Hysterium_GCA_000467715.1	0.4576271186440678
Periconia_GCA_003073855.1	0.4016393442622951
Pseudopyrenochaeta_GCA_003313425.1	0.48214285714285715
Syncephalis_GCA_025786725.1	0.0
Venturia_GCA_000738655.1	0.24324324324324326
Terfezia_GCA_003788615.2	0.375
Globomyces_GCA_025399215.1	0.0
Malassezia_GCA_002818225.1	0.2
Chytriomyces_GCA_027604105.1	0.1111111111111111
Phlyctochytrium_GCA_027597005.1	0.16666666666666666
Neurospora_GCA_000604185.2	0.3333333333333333
Piptocephalis_GCA_003614145.1	0.0
Fonsecaea_GCF_000836435.1	0.20689655172413793
Trichophyton_GCA_003118255.1	0.2682926829268293
Piromyces_GCA_002157105.1	0.05357142857142857
Geranomyces_GCA_025399175.1	0.23076923076923078
Chlorencoelia_GCA_003988815.1	0.38461538461538464
Parastagonospora_GCA_000146915.2	0.4074074074074074
Boothiomyces_GCA_027604345.1	0.0
Siphonaria_GCA_027596065.1	0.14285714285714285
Quaeritorhiza_GCA_027596845.1	0.0
Puccinia_GCA_000149925.1	0.0
Ascosphaera_GCA_001636715.1	0.07142857142857142
Phaeotremella_GCA_001599695.1	0.16666666666666666
Beverwykella_GCA_001599595.1	0.3770491803278688
Podochytrium_GCA_027596195.1	0.3333333333333333
Fimicolochytrium_GCF_025526975.1	0.2
Pseudophaeomoniella_GCA_003868215.1	0.35294117647058826
Umbelopsis_GCA_000697415.1	0.07142857142857142
Umbilicaria_GCA_000611775.1	0.5806451612903226
Calocera_GCA_001630345.1	0.13333333333333333
Graphilbum_GCA_001513895.1	0.45454545454545453
Amorphotheca_GCF_003019875.1	0.3
Borealophlyctis_GCA_027604605.1	0.0
Caulochytrium_GCA_003615045.1	0.0
Dinochytrium_GCA_027604005.1	0.0
Saccharomyces_GCF_000146045.2	0.0
Lobosporangium_GCF_002105155.1	0.0
Entophlyctis_GCA_025526915.1	0.0
Paramyrothecium_GCA_003012165.1	0.46835443037974683
Saksenaea_GCA_000697055.1	0.0
Cladochytrium_GCA_025526935.1	0.16666666666666666
Pseudogymnoascus_GCF_001662655.1	0.3939393939393939
Phyllosticta_GCA_001604925.1	0.19230769230769232
Sporopachydermia_GCA_003705295.1	0.0
Priceomyces_GCA_003705335.1	0.0
Zygosaccharomyces_GCA_000442885.1	0.0
Gigaspora_GCA_003550325.1	0.21739130434782608
Plenodomus_GCA_900465125.1	0.42424242424242425
Laccaria_GCF_000143565.1	0.05263157894736842
Serpula_GCA_000218685.1	0.21621621621621623
Stereum_GCF_000264905.1	0.08928571428571429
Punctularia_GCF_000264995.1	0.11428571428571428
Auricularia_GCA_000265015.1	0.022222222222222223
Coniophora_GCF_000271625.1	0.09302325581395349
Fibroporia_GCF_000313525.1	0.2222222222222222
Serendipita_GCA_000313545.1	0.0
Volvariella_GCA_000349905.1	0.045454545454545456
Papiliotrema_GCA_000442785.1	0.0
Rhizoctonia_GCA_000524645.1	0.0
Jaapia_GCA_000697665.1	0.13636363636363635
Botryobasidium_GCA_000697705.1	0.2
Tilletiaria_GCF_000711695.1	0.125
Phlebopus_GCA_000766925.2	0.14705882352941177
Plicaturopsis_GCA_000827205.1	0.03333333333333333
Sphaerobolus_GCA_000827215.1	0.12790697674418605
Collybiopsis_GCA_000827265.1	0.1206896551724138
Piloderma_GCA_000827315.1	0.13157894736842105
Pisolithus_GCA_000827335.1	0.045454545454545456
Hebeloma_GCA_000827355.1	0.08
Scleroderma_GCA_000827425.1	0.17647058823529413
Tulasnella_GCA_000827465.1	0.0
Paxillus_GCA_000827475.1	0.1935483870967742
Fistulina_GCA_000934395.1	0.08695652173913043
Tremella_GCA_000987905.1	0.0
Tilletia_GCA_001006505.1	0.18181818181818182
Schizopora_GCA_001020605.1	0.029411764705882353
Golubevia_GCA_001599655.1	0.0
Naganishia_GCA_001599735.1	0.16666666666666666
Symbiotaphrina_GCA_001599915.1	0.23529411764705882
Cystobasidium_GCA_001599955.1	0.0
Solicoccozyma_GCA_001600015.1	0.2
Bullera_GCA_001600095.1	0.0
Mrakia_GCA_001600395.1	0.0
Dioszegia_GCA_001600615.1	0.0
Leucosporidium_GCA_001600635.1	0.0
Exidia_GCA_001632375.1	0.0784313725490196
Neolentinus_GCA_001632425.1	0.05555555555555555
Grifola_GCA_001683735.1	0.07692307692307693
Cryptococcus_GCA_001720245.1	0.0
Trametes_GCA_001895945.1	0.0625
Phanerodontia_GCA_001910725.1	0.1
Kockovaella_GCF_002102565.1	0.0
Naematelia_GCA_002105065.1	0.0
Stromatinia_GCA_002162485.1	0.3584905660377358
Armillaria_GCA_002307695.1	0.11864406779661017
Cutaneotrichosporon_GCA_002335625.1	0.0
Amanita_GCA_002554575.1	0.13333333333333333
Ganoderma_GCA_002760635.1	0.08108108108108109
Porodaedalea_GCA_002794775.1	0.11538461538461539
Rhodotorula_GCA_002806785.1	0.0
Glaciozyma_GCA_002917775.1	0.0
Panaeolus_GCA_002938355.1	0.1
Gymnopilus_GCA_002938385.1	0.09090909090909091
Heterobasidion_GCA_002994785.1	0.03333333333333333
Takashimella_GCA_003116875.1	0.0
Testicularia_GCA_003144125.1	0.1
Meira_GCF_003144205.1	0.0
Violaceomyces_GCA_003144235.1	0.35714285714285715
Acaromyces_GCF_003144295.1	0.17647058823529413
Pleurotus_GCA_003313735.1	0.024390243902439025
Sarcodon_GCA_003313825.1	0.19230769230769232
Hygrophorus_GCA_003314125.1	0.05263157894736842
Albatrellus_GCA_003314395.1	0.07692307692307693
Coprinus_GCA_003316025.1	0.09523809523809523
Thelephora_GCA_003316405.1	0.18181818181818182
Hericium_GCA_003675405.1	0.03225806451612903
Saitozyma_GCA_003942215.1	0.0
Quambalaria_GCA_004016185.1	0.0625
Candolleomyces_GCA_004126415.1	0.1
Steccherinum_GCA_004332605.1	0.022222222222222223
Ceraceosorus_GCA_900000165.1	0.17647058823529413
Thecaphora_GCA_900291925.1	0.125
