Assembly_ID	Assembly_Name	BGC_Count	BGC_Sum	Genome_Size	BGC_Genome_Prop	Terpene_Prop	Metallophore_Prop	NRPS_Prop	PKS_Prop
GCA_000836295	Verruconis_gallopava_GCA_000836295	19	1292979	31348514	0.04124530432287795	0.15789473684210525	0.05263157894736842	0.2631578947368421	0.2631578947368421
GCA_000708205	Mixia_osmundae_IAM_14324_GCA_000708205	9	414063	13518494	0.030629373360671685	0.5555555555555556	0.0	0.4444444444444444	0.0
GCA_900290415	Podospora_comata_GCA_900290415	35	2496526	34157309	0.07308907150736026	0.17142857142857143	0.02857142857142857	0.34285714285714286	0.5428571428571428
GCA_000235945	Homolaphlyctis_polyrhiza_JEL_142_GCA_000235945	4	120061	21725198	0.005526347792089168	0.5	0.0	0.5	0.0
GCA_000349385	Eutypa_lata_UCREL1_GCA_000349385	66	3267375	53595975	0.0609630667228276	0.10606060606060606	0.0	0.36363636363636365	0.5151515151515151
GCA_025558095	Hyaloraphidium_curvatum_GCA_025558095	6	243785	31925225	0.007636124725824172	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_027600685	Geranomyces_variabilis_GCA_027600685	15	724331	23609958	0.03067904652774054	0.26666666666666666	0.06666666666666667	0.5333333333333333	0.2
GCA_000721755	Aureobasidium_subglaciale_EXF-2481_GCA_000721755	31	1936074	25790867	0.07506820146837251	0.12903225806451613	0.03225806451612903	0.45161290322580644	0.3225806451612903
GCA_900073065	Phialocephala_subalpina_GCA_900073065	79	5505573	66853248	0.08235311169922514	0.13924050632911392	0.012658227848101266	0.3291139240506329	0.3037974683544304
GCA_004335205	Ascochyta_viciae-villosae_GCA_004335205	39	2115583	44570443	0.04746605278300689	0.10256410256410256	0.02564102564102564	0.4358974358974359	0.358974358974359
GCA_027604685	Lobulomyces_angularis_GCA_027604685	7	209071	24917643	0.008390480592405951	0.42857142857142855	0.0	0.5714285714285714	0.0
GCA_027600665	Irineochytrium_annulatum_GCA_027600665	13	453462	36834433	0.01231081797838452	0.15384615384615385	0.0	0.7692307692307693	0.38461538461538464
GCA_002778095	Fragosphaeria_purpurea_GCA_002778095	24	1597277	34748420	0.0459668957610159	0.16666666666666666	0.0	0.4166666666666667	0.3333333333333333
GCA_001661345	Ascoidea_rubescens_DSM_1968_GCA_001661345	2	71698	17458255	0.004106825109382353	0.5	0.0	0.5	0.0
GCA_027603645	Gaertneriomyces_sp._JEL0708_GCA_027603645	6	336398	20551572	0.016368480231098624	0.5	0.0	0.5	0.16666666666666666
GCA_002916505	Tolypocladium_paradoxum_GCA_002916505	37	1758394	27322323	0.06435741206924463	0.08108108108108109	0.02702702702702703	0.40540540540540543	0.32432432432432434
GCA_027602005	Geranomyces_michiganensis_GCA_027602005	14	718009	23459521	0.03060629413533209	0.2857142857142857	0.07142857142857142	0.5714285714285714	0.21428571428571427
GCA_000151315	Capsaspora_owczarzaki_ATCC_30864_GCA_000151315	7	271015	27434513	0.009878615304744065	0.5714285714285714	0.0	0.2857142857142857	0.0
GCA_002591845	Epichloe_elymi_GCA_002591845	32	1647281	24477428	0.06729796120736214	0.125	0.0	0.53125	0.3125
GCA_000151645	Tuber_melanosporum_GCA_000151645	8	451448	123533734	0.0036544511801124705	0.375	0.125	0.5	0.25
GCA_000182565	Spizellomyces_punctatus_DAOM_BR117_GCA_000182565	13	765324	23906001	0.03201388638777351	0.23076923076923078	0.07692307692307693	0.7692307692307693	0.07692307692307693
GCA_003795315	Valsa_malicola_GCA_003795315	60	3848048	38171725	0.10080885786534405	0.16666666666666666	0.0	0.26666666666666666	0.5166666666666667
GCA_027604505	Gonapodya_sp._JEL0774_GCA_027604505	5	189514	35583160	0.005325946318427031	0.6	0.0	0.2	0.0
GCA_003833135	Oehlia_diaphana_GCA_003833135	9	305816	128979656	0.002371040592634237	0.5555555555555556	0.1111111111111111	0.3333333333333333	0.0
GCA_002865625	Hyaloscypha_hepaticicola_GCA_002865625	45	3280553	56764259	0.05779258036293577	0.13333333333333333	0.022222222222222223	0.24444444444444444	0.26666666666666666
GCA_000149305	Rhizopus_delemar_RA_99-880_GCA_000149305	15	669928	45324238	0.014780789033893961	0.4666666666666667	0.06666666666666667	0.4666666666666667	0.0
GCA_025399235	Backusella_circina_FSU_941_GCA_025399235	13	488719	47082259	0.01038010941658513	0.46153846153846156	0.07692307692307693	0.46153846153846156	0.0
GCA_003706495	Cephaloascus_albidus_GCA_003706495	3	87212	16056720	0.005431495348987838	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_002261195	Bifiguratus_adelaidae_GCA_002261195	10	322691	19180058	0.01682429740306312	0.4	0.1	0.4	0.1
GCA_027604305	Chytridiales_sp._JEL_0842_GCA_027604305	8	167986	26939298	0.0062357229947120375	0.125	0.0	0.75	0.125
GCA_000812075	Scedosporium_aurantiacum_GCA_000812075	31	1721282	39422603	0.04366231220196191	0.12903225806451613	0.0	0.45161290322580644	0.41935483870967744
GCA_027604065	Clydaea_vesicula_GCA_027604065	7	109388	24632018	0.00444088665411011	0.42857142857142855	0.0	0.42857142857142855	0.0
GCA_027596945	Physocladia_obscura_GCA_027596945	14	217739	44073083	0.004940407731403768	0.21428571428571427	0.0	0.7142857142857143	0.14285714285714285
GCA_027604365	Rhizoclosmatium_sp._JEL0117_GCA_027604365	6	193570	30544921	0.00633722378918577	0.16666666666666666	0.0	0.5	0.16666666666666666
GCA_003264845	Cryphonectria_radicalis_GCA_003264845	59	3706221	40208438	0.09217520461749845	0.15254237288135594	0.01694915254237288	0.2542372881355932	0.4915254237288136
GCA_002104985	Rhizoclosmatium_globosum_GCA_002104985	10	542899	57017234	0.009521664975891325	0.3	0.0	0.6	0.1
GCA_027604705	Allomyces_arbusculus_GCA_027604705	6	181548	26480077	0.006856022359753712	0.5	0.3333333333333333	0.16666666666666666	0.0
GCA_003788565	Ascobolus_immersus_RN42_GCA_003788565	14	864709	58885632	0.014684549874577214	0.35714285714285715	0.07142857142857142	0.21428571428571427	0.21428571428571427
GCA_000149865	Batrachochytrium_dendrobatidis_JEL423_GCA_000149865	5	268079	23577733	0.011370007455763453	0.4	0.0	0.6	0.0
GCA_002083745	Rhizopus_microsporus_var._microsporus_GCA_002083745	13	439570	24892044	0.01765905604216351	0.46153846153846156	0.07692307692307693	0.3076923076923077	0.0
GCA_002081935	Ustulina_deusta_GCA_002081935	105	5408965	46510157	0.11629642531630241	0.14285714285714285	0.0	0.29523809523809524	0.42857142857142855
GCA_027604665	Polyrhizophydium_stewartii_GCA_027604665	13	113093	23299484	0.004853884317781458	0.23076923076923078	0.0	0.6923076923076923	0.0
GCA_025558075	Gaertneriomyces_semiglobifer_GCA_025558075	6	342256	20918219	0.016361622373300518	0.5	0.0	0.5	0.16666666666666666
GCA_001563115	Colletotrichum_nymphaeae_SA-01_GCA_001563115	70	3904645	49675139	0.07860360491391881	0.18571428571428572	0.0	0.2857142857142857	0.35714285714285715
GCA_027604625	Blyttiomyces_sp._JEL0837_GCA_027604625	6	55247	46231986	0.0011949951706595515	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_025602905	Phlyctochytrium_arcticum_GCA_025602905	8	402159	31548172	0.012747458077761209	0.5	0.0	0.5	0.0
GCA_000385595	Neofusicoccum_parvum_UCRNP2_GCA_000385595	55	2820706	42408988	0.06651198561965213	0.16363636363636364	0.0	0.4	0.36363636363636365
GCA_001557505	Reticulascus_tulasneorum_GCA_001557505	46	3957835	42868360	0.0923253187199137	0.21739130434782608	0.0	0.3695652173913043	0.5217391304347826
GCA_002214945	Rhizophlyctis_rosea_GCA_002214945	10	306334	46568862	0.006578086447549438	0.5	0.0	0.4	0.0
GCA_001270325	Talaromyces_purpureogenus_GCA_001270325	46	2749749	38748549	0.07096392177162557	0.1956521739130435	0.043478260869565216	0.41304347826086957	0.41304347826086957
GCA_000225545	Orbilia_oligospora_ATCC_24927_GCA_000225545	21	1103214	39966211	0.027603667508035726	0.2857142857142857	0.09523809523809523	0.23809523809523808	0.23809523809523808
GCA_000732205	Verticillium_tricorpus_MUCL_9792_GCA_000732205	31	2088665	35973570	0.05806109874555125	0.0967741935483871	0.0	0.3870967741935484	0.41935483870967744
GCA_027604245	Boothiomyces_sp._JEL0838_GCA_027604245	6	170454	12849375	0.013265547935210856	0.5	0.0	0.5	0.0
GCA_002374405	Metschnikowia_cubensis_GCA_002374405	3	126603	20362124	0.006217573372993898	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_000338955	Baudoinia_panamericana_UAMH_10762_GCA_000338955	21	1293462	21865565	0.05915520591395649	0.2857142857142857	0.047619047619047616	0.38095238095238093	0.09523809523809523
GCA_002006685	Batrachochytrium_salamandrivorans_GCA_002006685	4	175193	73346731	0.002388559075659418	0.5	0.0	0.5	0.0
GCA_003184365	Evernia_prunastri_GCA_003184365	84	5089503	40286858	0.1263315942881423	0.17857142857142858	0.011904761904761904	0.27380952380952384	0.5119047619047619
GCA_000002945	Schizosaccharomyces_pombe_GCA_000002945	4	233594	12590849	0.018552680601602006	0.25	0.0	0.75	0.0
GCA_025201845	Martensiomyces_pterosporus_GCA_025201845	6	147067	19261180	0.007635409668566516	0.5	0.3333333333333333	0.16666666666666666	0.0
GCA_027604165	Chytriomyces_hyalinus_GCA_027604165	11	369243	29776287	0.012400572307756168	0.45454545454545453	0.0	0.5454545454545454	0.09090909090909091
GCA_000002525	Yarrowia_lipolytica_CLIB122_GCA_000002525	3	186198	20501810	0.009082027391727853	0.3333333333333333	0.0	0.3333333333333333	0.0
GCA_003614755	Syncephalis_pseudoplumigaleata_GCA_003614755	5	91725	16196266	0.00566334240250191	0.6	0.2	0.2	0.0
GCA_000226115	Thermothielavioides_terrestris_NRRL_8126_GCA_000226115	29	2091629	36912256	0.05666489200768438	0.10344827586206896	0.0	0.2413793103448276	0.4827586206896552
GCA_002104995	Linderina_pennispora_GCA_002104995	6	190944	26202545	0.007287231068585131	0.5	0.3333333333333333	0.16666666666666666	0.0
GCA_003990805	Paecilomyces_variotii_GCA_003990805	35	2187407	30833540	0.07094245422355007	0.2	0.02857142857142857	0.42857142857142855	0.2571428571428571
GCA_000203795	Batrachochytrium_dendrobatidis_JAM81_GCA_000203795	4	192889	24130314	0.007993638209598102	0.5	0.0	0.5	0.0
GCA_002104975	Neocallimastix_californiae_GCA_002104975	33	2038726	193030081	0.01056170100244635	0.06060606060606061	0.0	0.6363636363636364	0.2727272727272727
GCA_900120095	Microbotryum_silenes-dioicae_GCA_900120095	5	227782	33586740	0.006781902619902974	0.6	0.0	0.4	0.0
GCA_003144135	Pseudomicrostroma_glucosiphilum_GCA_003144135	7	316999	17163232	0.01846965653089115	0.2857142857142857	0.0	0.5714285714285714	0.0
GCA_002104945	Piromyces_finnis_GCA_002104945	10	626259	56455805	0.01109290709786177	0.1	0.0	0.3	0.7
GCA_000950595	Mucor_ambiguus_GCA_000950595	11	423431	31788096	0.013320426615044827	0.6363636363636364	0.09090909090909091	0.2727272727272727	0.0
GCA_003671545	Ophiognomonia_clavigignenti-juglandacearum_GCA_003671545	97	5311010	51190975	0.1037489518416088	0.15463917525773196	0.010309278350515464	0.3402061855670103	0.41237113402061853
GCA_027603945	Terramyces_sp._JEL0728_GCA_027603945	10	293934	15585454	0.01885950835952549	0.3	0.0	0.7	0.0
GCA_002705745	Coemansia_reversa_NRRL_1564_GCA_002705745	4	145583	20641002	0.007053097519199892	0.25	0.25	0.25	0.0
GCA_003614705	Blyttiomyces_helicus_GCA_003614705	3	27637	46364102	0.0005960861702875212	0.6666666666666666	0.0	0.0	0.0
GCA_900119595	Hanseniaspora_guilliermondii_GCA_900119595	3	118542	9035520	0.01311955482362941	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_000388065	Fonticula_alba_GCA_000388065	3	113902	25403499	0.004483713050710061	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
GCA_027604465	Kappamyces_sp._JEL0829_GCA_027604465	3	115705	11695702	0.009892950418880372	0.3333333333333333	0.0	0.6666666666666666	0.0
GCA_003574815	Aspergillus_spinulosporus_GCA_003574815	53	3623676	31178067	0.11622516559477533	0.16981132075471697	0.0	0.41509433962264153	0.4339622641509434
GCA_000516985	Pestalotiopsis_fici_W106-1_GCA_000516985	92	6120631	51862766	0.11801589988470727	0.09782608695652174	0.010869565217391304	0.3695652173913043	0.34782608695652173
GCA_027603065	Geranomyces_variabilis_GCA_027603065	16	870820	24132271	0.036085290108005166	0.25	0.0625	0.5625	0.1875
GCA_027604085	Chytriomyces_hyalinus_GCA_027604085	11	378624	28403704	0.013330092441464677	0.36363636363636365	0.0	0.6363636363636364	0.09090909090909091
GCA_002104905	Basidiobolus_meristosporus_CBS_931.73_GCA_002104905	34	1584518	89489060	0.017706276052067146	0.17647058823529413	0.058823529411764705	0.6764705882352942	0.058823529411764705
GCA_000697455	Basidiobolus_heterosporus_B8920_GCA_000697455	25	209260	30099773	0.0069522118987408975	0.12	0.0	0.88	0.0
GCA_000442015	Rozella_allomycis_CSF55_GCA_000442015	1	9832	11482583	0.000856253336030752	0.0	0.0	0.0	0.0
GCA_027601485	Geranomyces_variabilis_GCA_027601485	14	757557	23746804	0.03190142976713835	0.21428571428571427	0.07142857142857142	0.5714285714285714	0.21428571428571427
GCA_027604545	Entophlyctis_sp._JEL0112_GCA_027604545	7	205570	26942938	0.007629828640068875	0.7142857142857143	0.0	0.2857142857142857	0.0
GCA_001599975	Cystobasidiopsis_lactophilus_GCA_001599975	8	426531	22128637	0.01927506877174586	0.25	0.0	0.5	0.125
GCA_025449115	Chytridium_lagenaria_GCA_025449115	6	312706	42380874	0.0073784698257992505	0.5	0.16666666666666666	0.5	0.0
GCA_027596035	Thoreauomyces_humboldtii_GCA_027596035	15	414522	26324326	0.01574672795041362	0.13333333333333333	0.06666666666666667	0.8	0.13333333333333333
GCA_002240705	Elaphomyces_granulatus_GCA_002240705	35	584744	53858501	0.010857041862342215	0.2571428571428571	0.0	0.22857142857142856	0.5428571428571428
GCA_000261425	Cladosporium_sphaerospermum_UM_843_GCA_000261425	21	1273538	26716808	0.0476680447754088	0.19047619047619047	0.047619047619047616	0.5714285714285714	0.23809523809523808
GCA_025399195	Umbelopsis_ramanniana_AG_GCA_025399195	11	433491	23060122	0.018798296036768584	0.5454545454545454	0.09090909090909091	0.36363636363636365	0.0
GCA_001600455	Endocalyx_cinctus_GCA_001600455	86	6754477	44683250	0.15116351205429326	0.16279069767441862	0.011627906976744186	0.32558139534883723	0.5348837209302325
GCA_025526955	Gorgonomyces_haynaldii_GCA_025526955	4	157542	13983420	0.01126634256855619	0.75	0.0	0.25	0.0
GCA_002105025	Clohesyomyces_aquaticus_GCA_002105025	66	4202908	49677730	0.08460346316146088	0.045454545454545456	0.015151515151515152	0.2878787878787879	0.3787878787878788
GCA_017911155	Olpidium_bornovanus_GCA_017911155	1	3481	28242639	0.00012325335461746333	0.0	1.0	0.0	0.0
GCA_002105095	Pseudomassariella_vexata_GCA_002105095	65	4469028	44711451	0.09995264971382835	0.1076923076923077	0.0	0.24615384615384617	0.5230769230769231
GCA_027595885	Globomyces_sp._JEL0801_GCA_027595885	16	337391	16104292	0.020950377700553368	0.125	0.0625	0.875	0.0
GCA_000151295	Allomyces_macrogynus_ATCC_38327_GCA_000151295	10	329435	52624944	0.006260054167468568	0.4	0.4	0.2	0.0
GCA_000003515	Uncinocarpus_reesii_1704_GCA_000003515	23	1514770	22166369	0.06833640638211878	0.08695652173913043	0.043478260869565216	0.4782608695652174	0.34782608695652173
GCA_006535955	Synchytrium_endobioticum_GCA_006535955	4	136332	21374948	0.006378120779521896	0.5	0.0	0.5	0.0
GCA_025603075	Neoconidiobolus_thromboides_FSU_785_GCA_025603075	6	203739	24606469	0.008279895827394008	0.3333333333333333	0.16666666666666666	0.5	0.0
GCA_006536005	Powellomyces_hirtus_GCA_006536005	11	563266	26187520	0.021508947773595972	0.36363636363636365	0.18181818181818182	0.6363636363636364	0.0
GCA_000442125	Gyalolechia_flavorubescens_KoLRI002931_GCA_000442125	41	3087933	34383966	0.0898073538113666	0.17073170731707318	0.024390243902439025	0.36585365853658536	0.43902439024390244
GCA_001566295	Microdochium_bolleyi_GCA_001566295	45	2814412	38805954	0.07252526248935924	0.24444444444444444	0.022222222222222223	0.37777777777777777	0.3333333333333333
GCA_027603655	Entophlyctis_luteolus_GCA_027603655	8	174823	25900143	0.006749885512215126	0.75	0.0	0.25	0.0
GCA_000002865	Monosiga_brevicollis_MX1_GCA_000002865	4	159926	38648792	0.004137930106586514	0.75	0.0	0.0	0.25
GCA_027596175	Rhizoclosmatium_hyalinum_GCA_027596175	1	3507	23393124	0.00014991584706685606	0.0	0.0	0.0	1.0
GCA_001692735	Lepidopterella_palustris_CBS_459.81_GCA_001692735	40	1663867	45634574	0.036460666861927976	0.125	0.025	0.325	0.475
GCA_001661425	_Candida__arabinofermentans_NRRL_YB-2248_GCA_001661425	3	127836	13099731	0.009758673670474607	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_003019895	Coniella_lustricola_GCA_003019895	44	2712082	36366900	0.07457556184332456	0.06818181818181818	0.0	0.3181818181818182	0.4090909090909091
GCA_002927785	Cladonia_uncialis_GCA_002927785	68	2654059	32851025	0.08079075158233266	0.11764705882352941	0.0	0.19117647058823528	0.5294117647058824
GCA_027600645	Nowakowskiella_sp._JEL0407_GCA_027600645	8	295659	22616348	0.013072800259352218	0.5	0.0	0.375	0.125
GCA_001481775	Trichoderma_gamsii_GCA_001481775	46	3137760	37907704	0.08277367576785975	0.15217391304347827	0.021739130434782608	0.5217391304347826	0.34782608695652173
GCA_002104895	Anaeromyces_robustus_GCA_002104895	37	2189531	71677735	0.030546877632224287	0.02702702702702703	0.0	0.8648648648648649	0.10810810810810811
GCA_027602705	Geranomyces_variabilis_GCA_027602705	15	697394	23386681	0.029820135657556538	0.26666666666666666	0.06666666666666667	0.6	0.13333333333333333
GCA_003707925	Zygoascus_ofunaensis_GCA_003707925	4	154971	13045382	0.011879376165450732	0.75	0.0	0.25	0.0
GCA_003049485	Ophioceras_dolichostomum_GCA_003049485	33	1716453	42851467	0.04005587486654774	0.18181818181818182	0.0	0.2727272727272727	0.3939393939393939
GCA_002105105	Protomyces_lactucae-debilis_GCA_002105105	6	266007	12928838	0.020574702846458435	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_000182925	Neurospora_crassa_OR74A_GCA_000182925	20	1255064	41061603	0.030565392198643584	0.15	0.0	0.3	0.4
GCA_003705835	Kockiozyma_suomiensis_GCA_003705835	5	278149	14037781	0.01981431395745524	0.4	0.2	0.6	0.0
GCA_000417875	Pseudozyma_flocculosa_PF-1_GCA_000417875	11	595011	22963180	0.025911524449139883	0.18181818181818182	0.0	0.6363636363636364	0.18181818181818182
GCA_001447215	Diaporthe_aspalathi_GCA_001447215	95	4507020	54751262	0.08231810254894216	0.08421052631578947	0.010526315789473684	0.3473684210526316	0.5157894736842106
GCA_001642045	Paraphaeosphaeria_sporulosa_GCA_001642045	74	5545732	38084891	0.14561501567642665	0.06756756756756757	0.013513513513513514	0.21621621621621623	0.28378378378378377
GCA_001566745	Conidiobolus_coronatus_NRRL_28638_GCA_001566745	9	417335	31710747	0.013160680194635592	0.2222222222222222	0.0	0.7777777777777778	0.0
GCA_002104935	Hesseltinella_vesiculosa_GCA_002104935	10	403269	27216191	0.014817246101778165	0.6	0.1	0.3	0.0
GCA_000498615	Helminthosporium_solani_B-AC-16A_GCA_000498615	47	1699501	33028319	0.05145587336733668	0.06382978723404255	0.02127659574468085	0.3617021276595745	0.3617021276595745
GCA_006535985	Synchytrium_microbalum_GCA_006535985	6	213949	26237362	0.008154363994368032	0.6666666666666666	0.0	0.16666666666666666	0.0
GCA_004000055	Arthrobotrys_flagrans_GCA_004000055	12	642452	36645795	0.01753139753142209	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333
GCA_001660795	Leptoxyphium_fumago_GCA_001660795	24	1430559	24901912	0.05744775742521297	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.2916666666666667
GCA_002989075	Arthonia_radiata_GCA_002989075	31	2021288	33401249	0.06051534180652945	0.16129032258064516	0.03225806451612903	0.3225806451612903	0.3870967741935484
GCA_000401635	Mucor_circinelloides_1006PhL_GCA_000401635	13	500038	34134616	0.014649000299285628	0.5384615384615384	0.07692307692307693	0.38461538461538464	0.0
GCA_027604645	Allomyces_javanicus_GCA_027604645	6	160241	29927322	0.0053543380861140865	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0
GCA_002319055	Knufia_petricola_GCA_002319055	14	792444	27718321	0.02858917753351655	0.2857142857142857	0.0	0.5	0.14285714285714285
GCA_002794465	Paramicrosporidium_saccamoebae_GCA_002794465	0	0	7164192	0.0	0.0	0.0	0.0	0.0
GCA_000365145	Cyphellophora_europaea_CBS_101466_GCA_000365145	21	1491602	28719617	0.051936695395345976	0.19047619047619047	0.047619047619047616	0.42857142857142855	0.14285714285714285
GCA_001636725	Cordyceps_fumosorosea_ARSEF_2679_GCA_001636725	46	3133737	33399778	0.09382508470565283	0.06521739130434782	0.021739130434782608	0.5434782608695652	0.21739130434782608
GCA_004216415	Aeminium_ludgeri_GCA_004216415	12	673408	22581462	0.029821275522373174	0.25	0.08333333333333333	0.4166666666666667	0.25
GCA_027604725	Entophlyctis_luteolus_GCA_027604725	8	246603	27691203	0.008905463587118263	0.75	0.0	0.25	0.0
GCA_000968615	Thielaviopsis_punctulata_GCA_000968615	11	527486	27394489	0.019255186691016578	0.18181818181818182	0.0	0.2727272727272727	0.45454545454545453
GCA_002127715	Hortaea_werneckii_EXF-2000_GCA_002127715	29	1828911	49768822	0.036748127170862115	0.10344827586206896	0.06896551724137931	0.5862068965517241	0.06896551724137931
GCA_006535975	Chytriomyces_confervae_GCA_006535975	11	385722	35874199	0.010752072819800102	0.45454545454545453	0.0	0.5454545454545454	0.09090909090909091
GCA_026954515	Cladochytrium_tenue_GCA_026954515	5	53001	48939418	0.0010829920372162987	0.4	0.0	0.4	0.2
GCA_006535965	Spizellomyces_sp._'palustris'_GCA_006535965	12	600589	22930083	0.02619218604660088	0.3333333333333333	0.08333333333333333	0.6666666666666666	0.08333333333333333
GCA_027604185	Boothiomyces_macroporosus_GCA_027604185	10	274584	15700521	0.017488846389237655	0.4	0.0	0.5	0.0
GCA_001929475	Neolecta_irregularis_DAH-3_GCA_001929475	7	193498	12984181	0.01490259570472716	0.5714285714285714	0.0	0.2857142857142857	0.14285714285714285
GCA_004014935	Saccharomycopsis_malanga_GCA_004014935	3	127608	16952356	0.007527449281975909	0.6666666666666666	0.0	0.3333333333333333	0.0
GCA_003988795	Proliferodiscus_dingleyae_GCA_003988795	63	4722183	34008678	0.138852295287691	0.09523809523809523	0.015873015873015872	0.31746031746031744	0.42857142857142855
GCA_003790465	Morchella_conica_CCBAS932_GCA_003790465	12	676359	47195706	0.014330943582028416	0.3333333333333333	0.08333333333333333	0.5833333333333334	0.08333333333333333
GCA_000182895	Coprinopsis_cinerea_okayama7#130_GCA_000182895	18	901156	36192556	0.024898932255572114	0.5	0.05555555555555555	0.16666666666666666	0.1111111111111111
GCA_000464535	Endocarpon_pusillum_Z07020_GCA_000464535	35	1989075	36775230	0.054087357169486094	0.17142857142857143	0.02857142857142857	0.2857142857142857	0.5142857142857142
GCA_003614675	Dimargaris_cristalligena_GCA_003614675	32	609786	30652850	0.0198932888785219	0.09375	0.03125	0.875	0.0
GCA_900618795	Cyanodermella_asteris_GCA_900618795	61	4326105	28302436	0.15285274384155484	0.09836065573770492	0.0	0.32786885245901637	0.22950819672131148
GCA_001651415	Linnemannia_elongata_AG-77_GCA_001651415	6	217495	49697767	0.004376353569366607	0.3333333333333333	0.0	0.5	0.0
GCA_001510565	Knoxdaviesia_proteae_GCA_001510565	11	626701	35138057	0.017835391410515385	0.18181818181818182	0.0	0.36363636363636365	0.36363636363636365
