Assembly_ID	Assembly_Name	BGC_Count	Genome_Size	BGC_Genome_Prop	Metallophore_Genome_Prop	NRPS_Genome_Prop	PKS_Genome_Prop
GCA_026937265	Coelomomyces_lativittatus_GCA_026937265	3	21496889	0.0006321379805236004	0.0003032997007148337	0.0003032997007148337	0.0
GCA_001600815	Alloascoidea_hylecoeti_GCA_001600815	6	24806191	0.011103397534913764	0.0	0.009826417929298375	0.0
GCA_000836295	Verruconis_gallopava_GCA_000836295	19	31780469	0.040684704810366394	0.002468119649209708	0.010367845735693831	0.009787646620318913
GCA_000708205	Mixia_osmundae_IAM_14324_GCA_000708205	9	13597446	0.03045152744125625	0.0	0.01872483994420717	0.0
GCA_900290415	Podospora_comata_GCA_900290415	35	34385490	0.07260405479171593	0.004672814027079445	0.030774783200704717	0.041237306782599285
GCA_000235945	Homolaphlyctis_polyrhiza_JEL_142_GCA_000235945	4	21949699	0.00546982443813922	0.0	0.0025954797831168434	0.0
GCA_000349385	Eutypa_lata_UCREL1_GCA_000349385	66	53691731	0.060854342729237024	0.0	0.02386488526510721	0.03368667700432307
GCA_025558095	Hyaloraphidium_curvatum_GCA_025558095	6	31926619	0.00763579131257212	0.0	0.0036627429919842123	0.0
GCA_027600685	Geranomyces_variabilis_GCA_027600685	15	23613044	0.030675037068494854	0.0007093113450345496	0.021905604376970627	0.005733229481129159
GCA_000721755	Aureobasidium_subglaciale_EXF-2481_GCA_000721755	31	25796716	0.07505118093326298	0.0014291353984747517	0.035574915814865736	0.027299715204059306
GCA_900073065	Phialocephala_subalpina_GCA_900073065	79	69693031	0.07899746819735821	0.0012060746791167686	0.0245141583812017	0.024514646234858117
GCA_004335205	Ascochyta_viciae-villosae_GCA_004335205	39	44570443	0.04746605278300689	0.001118072799949509	0.022131236164738142	0.017816134338175638
GCA_027604685	Lobulomyces_angularis_GCA_027604685	7	24944094	0.008381583231686026	0.0	0.004814005271147551	0.0
GCA_027600665	Irineochytrium_annulatum_GCA_027600665	13	36839710	0.01230905455010368	0.0	0.010960835468031643	0.005687694067081419
GCA_002778095	Fragosphaeria_purpurea_GCA_002778095	24	34748420	0.0459668957610159	0.0	0.021843726995356912	0.016980138953080457
GCA_001661345	Ascoidea_rubescens_DSM_1968_GCA_001661345	2	17503998	0.004096092789772942	0.0	0.0023013028223609257	0.0
GCA_027603645	Gaertneriomyces_sp._JEL0708_GCA_027603645	6	20557201	0.016363998192166336	0.0	0.011753059183494874	0.005121319775002443
GCA_002916505	Tolypocladium_paradoxum_GCA_002916505	37	27391905	0.06419392882678294	0.0008877805322411858	0.02880179381463246	0.022947838056535316
GCA_027602005	Geranomyces_michiganensis_GCA_027602005	14	23465858	0.030598028846846342	0.0005298762142002223	0.02282861338375098	0.007518881261448015
GCA_000151315	Capsaspora_owczarzaki_ATCC_30864_GCA_000151315	7	27967784	0.009690256475092914	0.0	0.0046440218502831684	0.0
GCA_002591845	Epichloe_elymi_GCA_002591845	32	24537119	0.0671342466896786	0.0	0.03821834177027873	0.02250745085435662
GCA_000151645	Tuber_melanosporum_GCA_000151645	8	124945702	0.003613153496068236	0.00071824799543725	0.0023238494430164553	0.001108425482294701
GCA_000182565	Spizellomyces_punctatus_DAOM_BR117_GCA_000182565	13	24131112	0.031715239645814915	0.0032703424525152426	0.026200864676273517	0.0028852793853843123
GCA_003795315	Valsa_malicola_GCA_003795315	60	38219830	0.10068197582249842	0.0	0.03148868009093709	0.05038865949953205
GCA_027604505	Gonapodya_sp._JEL0774_GCA_027604505	5	35595249	0.005324137499361221	0.0	0.001834711143613576	0.0
GCA_003833135	Oehlia_diaphana_GCA_003833135	9	165685719	0.0018457595612087726	0.00010373857266479315	0.000976964103949116	0.0
GCA_002865625	Hyaloscypha_hepaticicola_GCA_002865625	45	57408471	0.05714405806069979	0.0014657244572843615	0.012664907936670182	0.016277423587888275
GCA_000149305	Rhizopus_delemar_RA_99-880_GCA_000149305	15	46148878	0.014516669289337869	0.0003722950750828655	0.009819892045912796	0.0
GCA_025399235	Backusella_circina_FSU_941_GCA_025399235	13	48648288	0.010045965029642976	0.00035546985743876536	0.006960758824647642	0.0
GCA_003706495	Cephaloascus_albidus_GCA_003706495	3	16058220	0.0054309879924425	0.0	0.002438439627804327	0.0
GCA_002261195	Bifiguratus_adelaidae_GCA_002261195	10	19431292	0.016606770151979602	0.0008742599308373319	0.008761537832893459	0.0009775984015885305
GCA_027604305	Chytridiales_sp._JEL_0842_GCA_027604305	8	26948520	0.0062335890802166505	0.0	0.004607674187673386	0.0003324115758490633
GCA_000812075	Scedosporium_aurantiacum_GCA_000812075	31	39702988	0.043353966205263945	0.0	0.01997988161495553	0.01981586373297647
GCA_027604065	Clydaea_vesicula_GCA_027604065	7	24650228	0.004437606013218214	0.0	0.0015292353482491115	0.0
GCA_027596945	Physocladia_obscura_GCA_027596945	14	44088251	0.004938708047184725	0.0	0.003666260201612443	0.0012031096447894928
GCA_027604365	Rhizoclosmatium_sp._JEL0117_GCA_027604365	6	30544921	0.00633722378918577	0.0	0.002896258923046486	0.002275926658968933
GCA_003264845	Cryphonectria_radicalis_GCA_003264845	59	43340139	0.08551474650323572	0.001270115908026968	0.02196543485935751	0.048141100793423854
GCA_002104985	Rhizoclosmatium_globosum_GCA_002104985	10	57017234	0.009521664975891325	0.0	0.006627119091746892	0.001218947239706507
GCA_027604705	Allomyces_arbusculus_GCA_027604705	6	26482826	0.006855310683232975	0.0012874758909793087	0.003730908476308382	0.0
GCA_003788565	Ascobolus_immersus_RN42_GCA_003788565	14	59529874	0.01452563128220295	0.0015632151346397945	0.0040587520813499455	0.003301199663214473
GCA_000149865	Batrachochytrium_dendrobatidis_JEL423_GCA_000149865	5	23897668	0.011217789116494547	0.0	0.008271016234722149	0.0
GCA_002083745	Rhizopus_microsporus_var._microsporus_GCA_002083745	13	24950816	0.017617459885881086	0.0006898772368807497	0.007291144305661186	0.0
GCA_002081935	Ustulina_deusta_GCA_002081935	105	46521940	0.11626696995009236	0.0	0.0377093904510431	0.05357162663465883
GCA_027604665	Polyrhizophydium_stewartii_GCA_027604665	13	23302980	0.004853156119946891	0.0	0.002542164135230773	0.0
GCA_025558075	Gaertneriomyces_semiglobifer_GCA_025558075	6	20918219	0.016361622373300518	0.0	0.011830070236859076	0.0050387176843305825
GCA_001563115	Colletotrichum_nymphaeae_SA-01_GCA_001563115	70	49683249	0.07859077412590308	0.0	0.027268566916789198	0.033130844562923006
GCA_027604625	Blyttiomyces_sp._JEL0837_GCA_027604625	6	46463402	0.0011890433679393516	0.0	0.0002830184496606598	0.0
GCA_025602905	Phlyctochytrium_arcticum_GCA_025602905	8	31548172	0.012747458077761209	0.0	0.008734642374841877	0.0
GCA_000385595	Neofusicoccum_parvum_UCRNP2_GCA_000385595	55	42475305	0.0664081399768642	0.0	0.027318979816625212	0.025496979951056268
GCA_001557505	Reticulascus_tulasneorum_GCA_001557505	46	42868360	0.0923253187199137	0.0	0.0470207164444826	0.05905087108534127
GCA_002214945	Rhizophlyctis_rosea_GCA_002214945	10	46846657	0.006539079191926118	0.0	0.002525623119703077	0.0
GCA_001270325	Talaromyces_purpureogenus_GCA_001270325	46	38818708	0.07083566511281107	0.0030860893154919015	0.03215547513843068	0.03224821392819153
GCA_000225545	Orbilia_oligospora_ATCC_24927_GCA_000225545	21	40072829	0.027530225031030378	0.0023576573543135676	0.009862692748745041	0.006483021201223403
GCA_000732205	Verticillium_tricorpus_MUCL_9792_GCA_000732205	31	36055369	0.057929375233963076	0.0	0.02235178899431039	0.025175945363365995
GCA_027604245	Boothiomyces_sp._JEL0838_GCA_027604245	6	12849375	0.013265547935210856	0.0	0.0070342720949462525	0.0
GCA_002374405	Metschnikowia_cubensis_GCA_002374405	3	20365800	0.006216451109212503	0.0	0.0031508705771440357	0.0
GCA_000338955	Baudoinia_panamericana_UAMH_10762_GCA_000338955	21	21875620	0.05912801557167294	0.00378220137303537	0.024093991393158227	0.006073153583761283
GCA_002006685	Batrachochytrium_salamandrivorans_GCA_002006685	4	73346731	0.002388559075659418	0.0	0.0015543296673985376	0.0
GCA_003184365	Evernia_prunastri_GCA_003184365	84	40319140	0.12623044539144437	0.00040263755625740034	0.03932856702796736	0.06958174207088742
GCA_000002945	Schizosaccharomyces_pombe_GCA_000002945	4	12591251	0.018552088271451342	0.0	0.016059643318999835	0.0
GCA_025201845	Martensiomyces_pterosporus_GCA_025201845	6	19815802	0.007421703143783935	0.0016014491868661183	0.0034333205388305758	0.0
GCA_027604165	Chytriomyces_hyalinus_GCA_027604165	11	29776287	0.012400572307756168	0.0	0.008151822287312049	0.0017272133359004767
GCA_000002525	Yarrowia_lipolytica_CLIB122_GCA_000002525	3	20502981	0.009081508684029897	0.0	0.003133300469819486	0.0
GCA_003614755	Syncephalis_pseudoplumigaleata_GCA_003614755	5	16263107	0.005640066193993558	0.000428392926394692	0.001848355298898298	0.0
GCA_000226115	Thermothielavioides_terrestris_NRRL_8126_GCA_000226115	29	36912256	0.05666489200768438	0.0	0.013696101370775062	0.027577859234613023
GCA_002104995	Linderina_pennispora_GCA_002104995	6	26202545	0.007287231068585131	0.0012746853406796935	0.003725515975642824	0.0
GCA_003990805	Paecilomyces_variotii_GCA_003990805	35	30833540	0.07094245422355007	0.002575247603745791	0.033448867694076	0.019353891898238086
GCA_000203795	Batrachochytrium_dendrobatidis_JAM81_GCA_000203795	4	24315081	0.007932895637896497	0.0	0.005358032736966823	0.0
GCA_002104975	Neocallimastix_californiae_GCA_002104975	33	193030081	0.01056170100244635	0.0	0.0071301892061061715	0.0030965640013382164
GCA_900120095	Microbotryum_silenes-dioicae_GCA_900120095	5	33586740	0.006781902619902974	0.0	0.003862506453439661	0.0
GCA_003144135	Pseudomicrostroma_glucosiphilum_GCA_003144135	7	17184282	0.018447032002850045	0.0	0.012864081257511952	0.0
GCA_002104945	Piromyces_finnis_GCA_002104945	10	56455805	0.01109290709786177	0.0	0.0031972974258360144	0.00848800225238131
GCA_000950595	Mucor_ambiguus_GCA_000950595	11	40737472	0.0103941403138614	0.00035871150767529216	0.005014302311149793	0.0
GCA_003671545	Ophiognomonia_clavigignenti-juglandacearum_GCA_003671545	97	51191022	0.10374885658661005	0.0015319287823556248	0.037691648351931714	0.047704712752169705
GCA_027603945	Terramyces_sp._JEL0728_GCA_027603945	10	15585454	0.01885950835952549	0.0	0.012924166341256404	0.0
GCA_002705745	Coemansia_reversa_NRRL_1564_GCA_002705745	4	21837878	0.006666536006840957	0.0007082647865328307	0.003645912849224636	0.0
GCA_003614705	Blyttiomyces_helicus_GCA_003614705	3	46468220	0.0005947505628577982	0.0	0.0	0.0
GCA_900119595	Hanseniaspora_guilliermondii_GCA_900119595	3	9037850	0.013116172541035755	0.0	0.007092173470460342	0.0
GCA_000388065	Fonticula_alba_GCA_000388065	3	31295307	0.0036395872390707017	0.0005567927485101839	0.0005567927485101839	0.002088140563695381
GCA_027604465	Kappamyces_sp._JEL0829_GCA_027604465	3	11695702	0.009892950418880372	0.0	0.007248987705056097	0.0
GCA_003574815	Aspergillus_spinulosporus_GCA_003574815	53	31240091	0.11599441243625058	0.0	0.058318940236121594	0.061655486214812885
GCA_000516985	Pestalotiopsis_fici_W106-1_GCA_000516985	92	51910726	0.11790686572173928	0.0015815806544489477	0.04354260042519922	0.0425760179119822
GCA_027603065	Geranomyces_variabilis_GCA_027603065	16	24136728	0.036078626730184804	0.0006880800081933226	0.025528025173917526	0.009000722881742711
GCA_027604085	Chytriomyces_hyalinus_GCA_027604085	11	28403704	0.013330092441464677	0.0	0.010308831552391899	0.0024849928023471866
GCA_002104905	Basidiobolus_meristosporus_CBS_931.73_GCA_002104905	34	89489060	0.017706276052067146	0.0003664470271561686	0.014274605186376972	0.0008434438801793202
GCA_000697455	Basidiobolus_heterosporus_B8920_GCA_000697455	25	30099773	0.0069522118987408975	0.0	0.005103859088904092	0.0
GCA_000442015	Rozella_allomycis_CSF55_GCA_000442015	1	11606568	0.0008471065693148914	0.0	0.0	0.0
GCA_027601485	Geranomyces_variabilis_GCA_027601485	14	23750802	0.03189605976252928	0.0008169408342505655	0.023045537578057364	0.0072533971694934765
GCA_027604545	Entophlyctis_sp._JEL0112_GCA_027604545	7	26962913	0.00762417621567818	0.0	0.002828626120627248	0.0
GCA_001599975	Cystobasidiopsis_lactophilus_GCA_001599975	8	22180604	0.019229909158470167	0.0	0.011760906060087452	0.0027585813262794826
GCA_025449115	Chytridium_lagenaria_GCA_025449115	6	42380874	0.0073784698257992505	0.0020876162204677517	0.005125708356085341	0.0
GCA_027596035	Thoreauomyces_humboldtii_GCA_027596035	15	26328562	0.015744194460753307	0.0021549220956313528	0.012848024134398225	0.002550955878258752
GCA_002240705	Elaphomyces_granulatus_GCA_002240705	35	54151623	0.010798272842163937	0.0	0.00366014883801359	0.005605169026974501
GCA_000261425	Cladosporium_sphaerospermum_UM_843_GCA_000261425	21	26888685	0.047363342610469795	0.0030846060340994734	0.02936551192443959	0.013410176064764788
GCA_025399195	Umbelopsis_ramanniana_AG_GCA_025399195	11	23077072	0.018784488777432422	0.0007528251417684184	0.01051398548308035	0.0
GCA_001600455	Endocalyx_cinctus_GCA_001600455	86	44773950	0.150857295369294	0.0025576925868725005	0.06082641803995403	0.08578242482514944
GCA_025526955	Gorgonomyces_haynaldii_GCA_025526955	4	13983420	0.01126634256855619	0.0	0.004584643813888162	0.0
GCA_002105025	Clohesyomyces_aquaticus_GCA_002105025	66	49677730	0.08460346316146088	0.0013097619396055336	0.023268816832009032	0.03315521864626262
GCA_017911155	Olpidium_bornovanus_GCA_017911155	1	28242639	0.00012325335461746333	0.00012325335461746333	0.00012325335461746333	0.0
GCA_002105095	Pseudomassariella_vexata_GCA_002105095	65	44711451	0.09995264971382835	0.0	0.026088350387018306	0.05431673420752997
GCA_027595885	Globomyces_sp._JEL0801_GCA_027595885	16	16104292	0.020950377700553368	0.0006223185719682678	0.01747571392769083	0.0
GCA_000151295	Allomyces_macrogynus_ATCC_38327_GCA_000151295	10	57060573	0.005773426074778464	0.0011928201281820286	0.0035166488776760094	0.0
GCA_000003515	Uncinocarpus_reesii_1704_GCA_000003515	23	22348036	0.06778090029924777	0.005548630761110283	0.03717306523043009	0.027143638036022495
GCA_006535955	Synchytrium_endobioticum_GCA_006535955	4	21483073	0.006346019491717968	0.0	0.0036605563831580332	0.0
GCA_025603075	Neoconidiobolus_thromboides_FSU_785_GCA_025603075	6	24635576	0.00827011310797036	0.0006357472624143231	0.005790041198955527	0.0
GCA_006536005	Powellomyces_hirtus_GCA_006536005	11	26238698	0.021466995046781664	0.005073765474186257	0.016648158380419636	0.0
GCA_000442125	Gyalolechia_flavorubescens_KoLRI002931_GCA_000442125	41	34467317	0.08959017610799239	0.002540609702809186	0.039787953324014164	0.04456891727313733
GCA_001566295	Microdochium_bolleyi_GCA_001566295	45	38835037	0.07247094936461629	0.002075883177348331	0.03346086679407567	0.029356068335920475
GCA_027603655	Entophlyctis_luteolus_GCA_027603655	8	25900143	0.006749885512215126	0.0	0.002941450941023762	0.0
GCA_000002865	Monosiga_brevicollis_MX1_GCA_000002865	4	41633360	0.003841294577233257	0.0	0.0	0.0014995907128322096
GCA_027596175	Rhizoclosmatium_hyalinum_GCA_027596175	1	23448094	0.00014956439529797177	0.0	0.0	0.00014956439529797177
GCA_001692735	Lepidopterella_palustris_CBS_459.81_GCA_001692735	40	45668136	0.03643387152915547	0.001871195268403335	0.013507514298372065	0.014408952447719784
GCA_001661425	_Candida__arabinofermentans_NRRL_YB-2248_GCA_001661425	3	13233932	0.009659714134846696	0.0	0.00484889902713721	0.0
GCA_003019895	Coniella_lustricola_GCA_003019895	44	36564510	0.07417252412243457	0.0	0.022709780604197895	0.030493174939305902
GCA_002927785	Cladonia_uncialis_GCA_002927785	68	32851544	0.08078947522223004	0.0	0.016632368938275778	0.047443006027357494
GCA_027600645	Nowakowskiella_sp._JEL0407_GCA_027600645	8	22616348	0.013072800259352218	0.0	0.006424600470420777	0.0017842845361240461
GCA_001481775	Trichoderma_gamsii_GCA_001481775	46	37908251	0.08277248137879006	0.0020841109235031708	0.047579166867920124	0.03358305821073096
GCA_002104895	Anaeromyces_robustus_GCA_002104895	37	71677735	0.030546877632224287	0.0	0.026594925188414505	0.003497083159784555
GCA_027602705	Geranomyces_variabilis_GCA_027602705	15	23392803	0.029812331596175114	0.0007100901931247829	0.02188083232265924	0.004850594432826199
GCA_003707925	Zygoascus_ofunaensis_GCA_003707925	4	13047508	0.01187744050434765	0.0	0.00491841047347892	0.0
GCA_003049485	Ophioceras_dolichostomum_GCA_003049485	33	42875799	0.0400331431724456	0.0	0.013114554436641519	0.01962291128382237
GCA_002105105	Protomyces_lactucae-debilis_GCA_002105105	6	12928838	0.020574702846458435	0.0	0.01089107930658579	0.0
GCA_000182925	Neurospora_crassa_OR74A_GCA_000182925	20	41102378	0.030535070257978747	0.0	0.010414628564799827	0.012500104008580721
GCA_003705835	Kockiozyma_suomiensis_GCA_003705835	5	14039038	0.019812539862061773	0.0062554855966626775	0.015345567125040904	0.0
GCA_000417875	Pseudozyma_flocculosa_PF-1_GCA_000417875	11	23305380	0.0255310576356189	0.0	0.018703235047014894	0.0037798997484700956
GCA_001447215	Diaporthe_aspalathi_GCA_001447215	95	55024312	0.08190961115515628	0.00026342900934408776	0.02769263157711086	0.04538097632188477
GCA_001642045	Paraphaeosphaeria_sporulosa_GCA_001642045	74	38464024	0.1441797145301282	0.002207049371641407	0.026831592035196316	0.04003132901539371
GCA_001566745	Conidiobolus_coronatus_NRRL_28638_GCA_001566745	9	39903661	0.010458564190388446	0.0	0.008884773755470707	0.0
GCA_002104935	Hesseltinella_vesiculosa_GCA_002104935	10	27216191	0.014817246101778165	0.0006255834991751785	0.007860762000090313	0.0
GCA_000498615	Helminthosporium_solani_B-AC-16A_GCA_000498615	47	33028319	0.05145587336733668	0.0015368932339547769	0.018905866810841932	0.01889393765392662
GCA_006535985	Synchytrium_microbalum_GCA_006535985	6	26244175	0.008152247117693736	0.0	0.0024620701546152622	0.0
GCA_004000055	Arthrobotrys_flagrans_GCA_004000055	12	36645795	0.01753139753142209	0.002573774153351019	0.004332065930074651	0.007146686270553006
GCA_001660795	Leptoxyphium_fumago_GCA_001660795	24	24908746	0.05743199597442601	0.005571737734207896	0.029980152352912508	0.01883880465118557
GCA_002989075	Arthonia_radiata_GCA_002989075	31	33501807	0.06033370080604906	0.0025472357356724072	0.022688209027053378	0.024836391660903543
GCA_000401635	Mucor_circinelloides_1006PhL_GCA_000401635	13	36348485	0.013756776933068874	0.00047256439986425843	0.008186475997555332	0.0
GCA_027604645	Allomyces_javanicus_GCA_027604645	6	29927322	0.0053543380861140865	0.0009252749043165305	0.0036477035933920182	0.0
GCA_002319055	Knufia_petricola_GCA_002319055	14	27718321	0.02858917753351655	0.0	0.016349547290400453	0.004441574942436088
GCA_000365145	Cyphellophora_europaea_CBS_101466_GCA_000365145	21	28781303	0.051825381220579204	0.0031895706737113325	0.02103101447491797	0.008418555615775978
GCA_001636725	Cordyceps_fumosorosea_ARSEF_2679_GCA_001636725	46	33485962	0.09358360377999593	0.0024022006594882953	0.049284682339423305	0.024068205058585444
GCA_004216415	Aeminium_ludgeri_GCA_004216415	12	22585551	0.029815876530973277	0.0036711966867666855	0.014082941788756891	0.008025130757270434
GCA_027604725	Entophlyctis_luteolus_GCA_027604725	8	27694625	0.008904363211272946	0.0	0.0028389624340463175	0.0
GCA_000968615	Thielaviopsis_punctulata_GCA_000968615	11	27613887	0.019102200280605188	0.0	0.006361400696685693	0.008544432734152929
GCA_002127715	Hortaea_werneckii_EXF-2000_GCA_002127715	29	49768822	0.036748127170862115	0.004885950485225469	0.02282453058663916	0.002677077629042536
GCA_006535975	Chytriomyces_confervae_GCA_006535975	11	35973405	0.010722421188653117	0.0	0.008083054689985561	0.000943502568077723
GCA_026954515	Cladochytrium_tenue_GCA_026954515	5	48954433	0.0010826598686170055	0.0	0.0006627591826055875	0.00019189273420856494
GCA_006535965	Spizellomyces_sp._'palustris'_GCA_006535965	12	22937368	0.026183867303345352	0.003543301044827811	0.020478461173051764	0.0020902136635729085
GCA_027604185	Boothiomyces_macroporosus_GCA_027604185	10	15700521	0.017488846389237655	0.0	0.008077948496104046	0.0
GCA_001929475	Neolecta_irregularis_DAH-3_GCA_001929475	7	12988071	0.014898132293856416	0.0	0.004679832748065513	0.0021919344296778176
GCA_004014935	Saccharomycopsis_malanga_GCA_004014935	3	16952356	0.007527449281975909	0.0	0.003775581400013072	0.0
GCA_003988795	Proliferodiscus_dingleyae_GCA_003988795	63	34008991	0.13885101736773078	0.0024768450201889257	0.05367651160247595	0.06309787314772143
GCA_003790465	Morchella_conica_CCBAS932_GCA_003790465	12	48213273	0.014028481327123343	0.001955602557826763	0.01009240754096906	0.0015163251829013974
GCA_000182895	Coprinopsis_cinerea_okayama7#130_GCA_000182895	18	36192590	0.024898908865046684	0.0005608606623621023	0.006052067564106354	0.003661550610221595
GCA_000464535	Endocarpon_pusillum_Z07020_GCA_000464535	35	37130611	0.053569681360751104	0.002502382737520802	0.016804598232978175	0.03279779048074377
GCA_003614675	Dimargaris_cristalligena_GCA_003614675	32	30654840	0.01989199747902778	0.0003265715952195477	0.017716321468322783	0.0
GCA_900618795	Cyanodermella_asteris_GCA_900618795	61	28667544	0.15090602110874932	0.0	0.05003979413095171	0.03343429070868436
GCA_001651415	Linnemannia_elongata_AG-77_GCA_001651415	6	49851634	0.004362845960074247	0.0	0.0016777985652386038	0.0
GCA_001510565	Knoxdaviesia_proteae_GCA_001510565	11	35489142	0.017658950447435443	0.0	0.00715954192411865	0.006152332451429792
GCA_003706095	Ogataea_trehaloabstinens_GCA_003706095	4	11245956	0.012906772887960792	0.0	0.00570525084750465	0.0
GCA_001179705	Baeospora_myosura_GCA_001179705	38	45974919	0.010477843364987766	0.0008071357341597491	0.004570948781878224	0.0009770109654788082
GCA_002798055	Coniochaeta_hoffmannii_GCA_002798055	32	30792256	0.04820487982432986	0.0025306362742632434	0.0145067967738382	0.02029010151123711
GCA_000963775	Clonostachys_rosea_GCA_000963775	65	55336001	0.07595980779312188	0.001479308199376388	0.042928436407972455	0.04154082258311366
GCA_025526995	Powellomyces_hirtus_GCA_025526995	11	29428253	0.019914535871361442	0.004461630800849782	0.015729000290978876	0.0
GCA_000812885	Lanzia_echinophila_GCA_000812885	76	39276539	0.02788590919378105	0.0	0.006861704387955365	0.008418257015975874
GCA_003706805	Trigonopsis_vinaria_GCA_003706805	5	11207577	0.026439434678878406	0.006973764266799148	0.012707563820440405	0.0
GCA_002102555	Catenaria_anguillulae_PL171_GCA_002102555	7	41337528	0.004909993650321809	0.0010747860878376665	0.002624467529843584	0.0
GCA_900536445	Hymenoscyphus_occultus_GCA_900536445	73	57165036	0.07000084807083827	0.0023925638741835132	0.02316814774681503	0.027803113777449557
GCA_003013795	Elsinoe_australis_GCA_003013795	25	23211138	0.06731794020612002	0.003601762222946587	0.04040551566235141	0.016256678151670118
GCA_025201865	Ramicandelaber_brevisporus_GCA_025201865	4	25531049	0.004352817622182308	0.00039054407831029585	0.0023312398953916854	0.0
GCA_001956345	Ramalina_peruviana_GCA_001956345	50	26865645	0.07182068399995607	0.002189189948724477	0.023879865903089242	0.03750585552664006
GCA_025765615	Zopfochytrium_polystomum_GCA_025765615	17	81192468	0.011559027864505855	0.0	0.00808897692332742	0.00139373765556677
GCA_001638985	Phycomyces_blakesleeanus_NRRL_1555_-__GCA_001638985	10	53939167	0.007139783971821441	0.0003229378755515449	0.0031084276848398493	0.0
GCA_027604405	Kappamyces_sp._JEL0680_GCA_027604405	3	13243986	0.0021767615882408815	0.0	0.0015317140927210283	0.0
GCA_000313485	Wickerhamomyces_ciferrii_GCA_000313485	3	15885345	0.007155714905782657	0.0	0.004040705442657997	0.0
GCA_027596075	Rhizophlyctis_rosea_GCA_027596075	14	48149512	0.010120933312885912	0.0	0.00546917277167835	0.001122254364696365
GCA_004155245	Ramularia_coccinea_GCA_004155245	40	32739296	0.08939004064106937	0.004622274101434558	0.056400113185084984	0.043589361237333875
GCA_027596135	Rhizophlyctis_rosea_GCA_027596135	10	38859322	0.0051181026781681885	0.0	0.002414349895245213	0.0
GCA_025349905	Blastocladiella_britannica_GCA_025349905	6	19075314	0.0053426643461806185	0.0009711504617958059	0.001238302027426652	0.0
GCA_027604745	Chytriomyces_hyalinus_GCA_027604745	11	29545400	0.010570241052752713	0.0	0.007385447480826118	0.0022136102405112133
GCA_000001215	Drosophila_melanogaster_GCA_000001215	3	143623427	0.0012686022315844057	0.0	0.0004384799981133997	0.0005694823031899942
