vic2-2|Cryphonectria	Patatin	13	212	67.4907455444336	1.9732587968261865e-18
vic2-1|Cryphonectria	Patatin	13	209	67.43019104003906	2.0594390267298614e-18
het-Q2|Podospora	Peptidase_S8	29	281	83.21839141845703	2.1712104854747273e-23
un-24|Neurospora	Ribonuc_red_lgC	216	739	735.5013427734375	3.684281782186378e-221
un-24|Neurospora	Ribonuc_red_lgN	142	212	81.18708801269531	4.885037487149102e-23
het-Va|Podospora	Rubis-subs-bind	264	388	99.9966812133789	1.7449440973160568e-28
vic1c-1|Cryphonectria	RVT_2	1131	1374	128.9965057373047	2.4992546638158255e-37
vic1b-2|Cryphonectria	SERF-like_N	76	103	25.925939559936523	1.558034611643393e-05
het-Va|Podospora	SET	25	234	31.118961334228516	2.7804618001737354e-07
vic2-1|Cryphonectria	TPR_10	835	864	15.740386962890625	0.012513255428441299
vic2-1|Cryphonectria	TPR_10	1090	1115	16.234817504882812	0.008744070497667941
het-R|Podospora	WD40	812	848	47.445823669433594	1.751240565998911e-12
het-R|Podospora	WD40	852	890	48.71161651611328	6.959594590650113e-13
het-R|Podospora	WD40	894	932	47.55609130859375	1.6159727824258655e-12
het-R|Podospora	WD40	936	974	48.37935256958008	8.867104329017548e-13
het-R|Podospora	WD40	978	1016	47.755592346191406	1.3972372178766292e-12
het-R|Podospora	WD40	1020	1058	50.90060806274414	1.411005552394761e-13
het-R|Podospora	WD40	1062	1100	46.370826721191406	3.834421999763636e-12
het-R|Podospora	WD40	1104	1142	49.14871597290039	5.060508530810922e-13
het-R|Podospora	WD40	1146	1184	43.92145919799805	2.2866126351989976e-11
het-R|Podospora	WD40	1188	1226	47.79568862915039	1.3569857489052053e-12
het-R|Podospora	WD40	1230	1268	48.952842712402344	5.837265802364907e-13
het-E|Podospora	WD40	833	869	48.25114440917969	9.735846597513043e-13
het-E|Podospora	WD40	876	911	47.04222869873047	2.35032410809972e-12
het-E|Podospora	WD40	915	953	50.3737678527832	2.0717209890697242e-13
het-E|Podospora	WD40	957	995	51.10397720336914	1.2165785323561747e-13
het-E|Podospora	WD40	999	1037	54.790184020996094	8.280423635307716e-15
het-E|Podospora	WD40	1041	1079	48.3073616027832	9.344903746882648e-13
het-E|Podospora	WD40	1083	1121	53.472251892089844	2.1643236650230362e-14
het-E|Podospora	WD40	1125	1163	50.96959686279297	1.3417951652573434e-13
het-E|Podospora	WD40	1167	1205	50.67140579223633	1.6676169763347228e-13
het-E|Podospora	WD40	1209	1247	50.56412124633789	1.8032817992754039e-13
het-d|Podospora	WD40	816	851	52.976715087890625	3.106088316531372e-14
het-d|Podospora	WD40	856	893	50.09580993652344	2.537086911248737e-13
het-d|Podospora	WD40	898	935	52.68925476074219	3.830243913099913e-14
het-d|Podospora	WD40	940	977	51.76318359375	7.523661249381304e-14
het-d|Podospora	WD40	982	1019	51.46446990966797	9.354159751467022e-14
het-d|Podospora	WD40	1024	1056	23.799848556518555	5.368870470877566e-05
het-Va|Podospora	zf-MYND	419	457	38.69805145263672	8.713837380975131e-10
