GCA	KO	KO_Count	KO_Category
GCA_002950945	K00464	1	Social
GCA_002950945	K07032	1	Social
GCA_002950945	K04749	1	Social
GCA_002950945	K01560	1	Social
GCA_002950945	K05712	2	Social
GCA_002950945	K18476	6	Social
GCA_002950945	K09983	3	Social
GCA_002950945	K22027	4	Social
GCA_002950945	K01113	4	Social
GCA_002950945	K11354	3	Social
GCA_002950945	K23264	1	Social
GCA_002950945	K03465	1	Social
GCA_002950945	K02574	1	Social
GCA_002950945	K11530	1	Social
GCA_002950945	K03809	2	Social
GCA_002950945	K11900	2	Social
GCA_002950945	K00851	1	Social
GCA_002950945	K00612	4	Social
GCA_002950945	K13877	1	Social
GCA_002950945	K18235	1	Social
GCA_002950945	K05349	6	Social
GCA_002950945	K01087	2	Social
GCA_002950945	K21744	2	Social
GCA_002950945	K06113	4	Social
GCA_002950945	K23139	3	Social
GCA_002950945	K09781	1	Social
GCA_002950945	K15510	1	Social
GCA_002950945	K01179	4	Social
GCA_002950945	K08967	3	Social
GCA_002950945	K01849	1	Social
GCA_002950945	K03586	1	Social
GCA_002950945	K00113	1	Social
GCA_002950945	K01807	1	Social
GCA_002950945	K05841	3	Social
GCA_002950945	K01752	1	Social
GCA_002950945	K07045	1	Social
GCA_002950945	K24411	3	Social
GCA_002950945	K01173	1	Social
GCA_002950945	K01322	3	Social
GCA_002950945	K00252	1	Social
GCA_002950945	K00282	1	Social
GCA_002950945	K20331	3	Social
GCA_002950945	K08139	1	Social
GCA_002950945	K08303	1	Social
GCA_002950945	K08994	1	Social
GCA_002950945	K07044	1	Social
GCA_002950945	K01256	2	Social
GCA_002950945	K05786	1	Social
GCA_002950945	K14445	1	Social
GCA_002950945	K08281	3	Social
GCA_002950945	K01011	2	Social
GCA_002950945	K09166	1	Social
GCA_002950945	K06346	1	Social
GCA_002950945	K07148	1	Social
GCA_002950945	K20628	2	Social
GCA_002950945	K06988	4	Social
GCA_002950945	K00079	1	Social
GCA_002950945	K19802	1	Social
GCA_002950945	K01187	2	Social
GCA_002950945	K05571	1	Social
GCA_002950945	K05569	1	Social
GCA_002950945	K05566	1	Social
GCA_002950945	K23509	3	Social
GCA_002950945	K10820	2	Social
GCA_002950945	K23508	2	Social
GCA_002950945	K07755	1	Social
GCA_002950945	K18475	2	Social
GCA_002950945	K06199	1	Social
GCA_002950945	K00990	1	Social
GCA_002950945	K05375	2	Social
GCA_002950945	K06160	2	Social
GCA_002950945	K03781	3	Social
GCA_002950945	K21395	3	Social
GCA_002950945	K11690	1	Social
GCA_002950945	K05350	3	Social
GCA_002950945	K02032	3	Social
GCA_002950945	K17836	1	Social
GCA_002950945	K07002	1	Social
GCA_002950945	K07722	1	Social
GCA_002950945	K11414	1	Social
GCA_002950945	K02361	2	Social
GCA_002950945	K02363	1	Social
GCA_002950945	K01252	1	Social
GCA_002950945	K00216	1	Social
GCA_002950945	K01848	2	Social
GCA_002950945	K21420	1	Social
GCA_002950945	K24180	1	Social
GCA_002950945	K03892	3	Social
GCA_002950945	K10780	1	Social
GCA_002950945	K09181	1	Social
GCA_002950945	K01641	2	Social
GCA_002950945	K07226	1	Social
GCA_002950945	K00754	3	Social
GCA_002950945	K22044	1	Social
GCA_002950945	K03426	1	Social
GCA_002950945	K00700	1	Social
GCA_002950945	K06950	1	Social
GCA_002950945	K03976	1	Social
GCA_002950945	K07504	1	Social
GCA_002950945	K10811	1	Social
GCA_002950945	K03303	1	Social
GCA_002950945	K09822	1	Social
GCA_002950945	K04765	1	Social
GCA_002950945	K09913	1	Social
GCA_002950945	K01840	1	Social
GCA_002950945	K00849	1	Social
GCA_002950945	K11901	1	Social
GCA_002950945	K11910	1	Social
GCA_002950945	K11890	1	Social
GCA_002950945	K11891	3	Social
GCA_002950945	K11892	1	Social
GCA_002950945	K11893	1	Social
GCA_002950945	K11906	1	Social
GCA_002950945	K11907	1	Social
GCA_002950945	K11903	2	Social
GCA_002950945	K11905	1	Social
GCA_002950945	K11896	1	Social
GCA_002950945	K11895	1	Social
GCA_002950945	K10238	1	Social
GCA_002950945	K10237	1	Social
GCA_002950945	K10236	1	Social
GCA_002950945	K03649	1	Social
GCA_002950945	K02200	2	Social
GCA_002950945	K09019	1	Social
GCA_002950945	K05555	1	Social
GCA_002950945	K01259	2	Social
GCA_002950945	K00273	1	Social
GCA_002950945	K01556	1	Social
GCA_002950945	K19244	1	Social
GCA_002950945	K20484	1	Social
GCA_002950945	K01611	1	Social
GCA_002950945	K09456	1	Social
GCA_002950945	K08970	1	Social
GCA_002950945	K09773	1	Photosynthesis
GCA_002950945	K16840	1	Social
GCA_002950945	K03518	1	Social
GCA_002950945	K07095	2	Social
GCA_002950945	K15537	1	Social
GCA_002950945	K19355	1	Social
GCA_002950945	K07404	2	Social
GCA_002950945	K00274	2	Social
GCA_002950945	K01760	1	Social
GCA_002950945	K18911	1	Social
GCA_002950945	K03578	1	Social
GCA_002950945	K07743	1	Social
GCA_002950945	K00675	2	Social
GCA_002950945	K23269	1	Social
GCA_002950945	K17247	1	Social
GCA_002950945	K00383	1	Social
GCA_002950945	K23778	1	Social
GCA_002950945	K19710	1	Social
GCA_002950945	K13745	1	Social
GCA_002950945	K03282	1	Social
GCA_002950945	K19200	1	Social
GCA_002950945	K18148	1	Social
GCA_002950945	K01174	1	Social
GCA_002950945	K06282	1	Social
GCA_002950945	K03605	1	Social
GCA_002950945	K04652	1	Social
GCA_002950945	K13282	2	Social
GCA_002950945	K01305	1	Social
GCA_002950945	K03802	1	Social
GCA_002950945	K07341	1	Social
GCA_002950945	K13483	1	Social
GCA_002950945	K11178	1	Social
GCA_002950945	K11177	1	Social
GCA_002950945	K23265	1	Social
GCA_002950945	K00034	1	Social
GCA_002950945	K01932	1	Social
GCA_002950945	K22116	1	Social
GCA_002950945	K13288	1	Social
GCA_002950945	K20483	2	Social
GCA_002950945	K17675	1	Social
GCA_002950945	K01083	1	Social
GCA_002950945	K03828	1	Social
GCA_002950945	K10680	1	Social
GCA_002950945	K14170	1	Social
GCA_002950945	K02116	1	Social
GCA_002950945	K01151	1	Social
GCA_002950945	K22373	1	Social
GCA_002950945	K07020	1	Social
GCA_002950945	K02199	2	Social
GCA_002950945	K04127	1	Social
GCA_002950945	K11259	1	Social
GCA_002950945	K03600	1	Social
GCA_002950945	K09958	1	Social
GCA_002950945	K00112	1	Social
GCA_002950945	K03735	1	Social
GCA_002950945	K02502	1	Social
GCA_002950945	K02010	2	Social
GCA_002950945	K01443	1	Social
GCA_002950945	K02804	1	Social
GCA_002950945	K23993	1	Social
GCA_002950945	K01183	1	Social
GCA_002950945	K01119	1	Social
GCA_002950945	K02106	1	Social
GCA_002950945	K16044	1	Social
GCA_002950945	K00283	1	Social
GCA_002950945	K00854	1	Social
GCA_024198215	K09001	1	Social
GCA_024198215	K07397	2	Social
GCA_024198215	K11891	2	Social
GCA_024198215	K11893	2	Social
GCA_024198215	K11900	2	Social
GCA_024198215	K11901	2	Social
GCA_024198215	K01400	3	Social
GCA_024198215	K05994	2	Social
GCA_024198215	K13587	5	Social
GCA_024198215	K03735	1	Social
GCA_024198215	K00647	2	Social
GCA_024198215	K18476	4	Social
GCA_024198215	K17836	1	Social
GCA_024198215	K11173	1	Social
GCA_024198215	K01061	4	Social
GCA_024198215	K11530	1	Social
GCA_024198215	K04068	1	Social
GCA_024198215	K19641	1	Social
GCA_024198215	K07116	1	Social
GCA_024198215	K03933	1	Social
GCA_024198215	K05801	1	Social
GCA_024198215	K00281	1	Social
GCA_024198215	K05375	1	Social
GCA_024198215	K05555	2	Social
GCA_024198215	K15537	2	Social
GCA_024198215	K09697	1	Social
GCA_024198215	K09696	1	Social
GCA_024198215	K01322	3	Social
GCA_024198215	K13745	1	Social
GCA_024198215	K03316	2	Social
GCA_024198215	K03410	1	Social
GCA_024198215	K01183	4	Social
GCA_024198215	K01443	1	Social
GCA_024198215	K23107	6	Social
GCA_024198215	K03576	3	Social
GCA_024198215	K09930	3	Social
GCA_024198215	K02636	1	Social
GCA_024198215	K00318	1	Social
GCA_024198215	K19244	1	Social
GCA_024198215	K18911	1	Social
GCA_024198215	K03495	1	Social
GCA_024198215	K01113	3	Social
GCA_024198215	K03892	1	Social
GCA_024198215	K03325	1	Social
GCA_024198215	K22491	3	Social
GCA_024198215	K18546	1	Social
GCA_024198215	K03719	2	Social
GCA_024198215	K05825	2	Social
GCA_024198215	K08994	3	Social
GCA_024198215	K07045	2	Social
GCA_024198215	K08224	1	Social
GCA_024198215	K13777	1	Social
GCA_024198215	K13778	1	Social
GCA_024198215	K06113	1	Social
GCA_024198215	K06907	7	Social
GCA_024198215	K06903	4	Social
GCA_024198215	K00131	1	Social
GCA_024198215	K15510	1	Social
GCA_024198215	K17675	1	Social
GCA_024198215	K00055	2	Social
GCA_024198215	K10811	1	Social
GCA_024198215	K20628	1	Social
GCA_024198215	K05712	2	Social
GCA_024198215	K08999	1	Social
GCA_024198215	K03749	1	Social
GCA_024198215	K23778	1	Social
GCA_024198215	K20276	4	Social
GCA_024198215	K00956	2	Social
GCA_024198215	K20483	3	Social
GCA_024198215	K24411	1	Social
GCA_024198215	K19707	1	Social
GCA_024198215	K05569	1	Social
GCA_024198215	K05571	1	Social
GCA_024198215	K05566	1	Social
GCA_024198215	K08646	2	Social
GCA_024198215	K11904	4	Social
GCA_024198215	K00754	1	Social
GCA_024198215	K01463	1	Social
GCA_024198215	K22136	1	Social
GCA_024198215	K10187	1	Social
GCA_024198215	K03781	2	Social
GCA_024198215	K01752	1	Social
GCA_024198215	K23779	2	Social
GCA_024198215	K19142	1	Social
GCA_024198215	K09000	1	Social
GCA_024198215	K19076	1	Social
GCA_024198215	K07061	1	Social
GCA_024198215	K19620	1	Social
GCA_024198215	K10255	2	Social
GCA_024198215	K02564	1	Social
GCA_024198215	K08641	1	Social
GCA_024198215	K03828	1	Social
GCA_024198215	K14170	1	Social
