sample	phylum	genus	gc	prop_thermal_aa	thermal_temp_prediction
GCA_000377585.1_ASM37758v1	Pseudomondota	Variovorax	0.6752268114608784	0.3831342437900618	23.996786431287887
GCA_001513965.1_ASM151396v1	Actinomycetota	Streptomyces	0.7097813811042678	0.3896031749882345	30.058174963975716
GCA_017431825.1_ASM1743182v1	Bacillota	UBA636	0.46410056631549046	0.41516081935352467	54.005687734252604
GCA_905182855.1_FRAM18_bin237	Pseudomondota	HTCC2207	0.4902417928386693	0.3900791274939724	30.504142461852155
GCA_024436375.1_ASM2443637v1	Actinomycetota	Nocardioides	0.7056733905231556	0.39947523177368627	39.30829217194406
GCA_009827325.1_ASM982732v1	Pseudomondota	Qipengyuania	0.6059998063820318	0.39255582923076765	32.82481198922926
GCA_001914055.1_ASM191405v1	Pseudomondota	Haemophilus_D	0.3955058745436442	0.3920791731737704	32.37818526382284
GCA_910575265.1_MGBC000135	Bacillota	Lawsonibacter	0.5738826574848201	0.40057235810406616	40.336299543509995
GCA_003576285.1_ASM357628v1	Pseudomondota	Henriciella	0.613702798549384	0.385866020919381	26.55646160146
GCA_023411375.1_ASM2341137v1	Bacillota	Limiplasma	0.5701595171213687	0.4002677139443444	40.05084796585072
GCA_013394385.1_ASM1339438v1	Actinomycetota	Rothia	0.6086433828791991	0.3930384555562891	33.27703285624284
GCA_900230285.1_IMG_taxon_2728369258_annotated_assembly	Actinomycetota	Blastococcus	0.7328824253125421	0.40349488892766305	43.0747109252203
GCA_000372645.1_Caulobacter.strain_OR37_v1.0	Pseudomondota	Caulobacter	0.6779996677518901	0.38114289419008934	22.130891856113692
GCA_002754075.1_ASM275407v1	Bacteroidota	Porphyromonas	0.48243175265222316	0.40577303760024297	45.20933623142764
GCA_000718095.1_ASM71809v1	Actinomycetota	Streptomyces	0.7038786923030266	0.39242250808907697	32.69989007946515
GCA_003815675.1_ASM381567v1	Bacteroidota	Chryseobacterium	0.3599052229204304	0.3801741015599233	21.22313316164815
GCA_902515705.1_AG_325_E20	Pseudomondota	MED727	0.293834554751024	0.3818965017114347	22.837022103614288
GCA_003957515.1_ASM395751v1	Pseudomondota	Amphritea	0.4850304961725824	0.3929168801705914	33.16311671984414
GCA_006704145.1_ASM670414v1	Pseudomondota	Pseudoalteromonas	0.4178407826428675	0.382082314254353	23.011128456328777
GCA_900163865.1_ASM90016386v1	Bacteroidota	Sphingobacterium	0.4201570573577869	0.3887957530036323	29.301620564403436
GCA_020634435.1_ASM2063443v1	Chloroflexota	GCA-2699125	0.5392790047194561	0.40160397766301004	41.3029270702404
GCA_018687895.1_ASM1868789v1	Pseudomondota	Polynucleobacter	0.45937600066557865	0.3772283267569091	18.4629421712238
GCA_000718015.1_ASM71801v1	Actinomycetota	Streptomyces	0.7297201453063025	0.38597479607215357	26.6583839196079
GCA_902579465.1_AG_911_L18	Pseudomondota	Pelagibacter	0.296912514972318	0.38457191455076484	25.34388393406664
GCA_019431045.1_ASM1943104v1	Bacillota	Clostridium	0.26463675235243883	0.4098911022183976	49.06796277863856
GCA_024219955.1_ASM2421995v1	Bacillota	Niallia	0.35651733011004655	0.4107142114218911	49.83921610231192
GCA_000661915.1_ASM66191v1	Pseudomondota	Stutzerimonas	0.6225305401275915	0.4068447048484777	46.21348844302361
GCA_002005545.1_ASM200554v1	Bacillota	Streptococcus	0.4004384153327082	0.39785774894907366	37.79271076528204
GCA_019456655.1_ASM1945665v1	Actinomycetota	Mycobacterium	0.6788030280221582	0.38877351902450563	29.280787325961796
GCA_002355495.1_ASM235549v1	Actinomycetota	Streptomyces	0.7230212791173638	0.38936405739338725	29.834121777603855
GCA_009660185.1_ASM966018v1	Pseudomondota	Serratia_J	0.5485570766116308	0.3912851022827527	31.634140838939288
GCA_000183505.2_ASM18350v1	Bacillota	Veillonella	0.38949223430138113	0.3940596938147904	34.23393310445857
GCA_902399895.1_UHGG_MGYG_HGUT_03694	Bacillota	Agathobacter	0.4275852335182188	0.39820667165845236	38.11965134396985
GCA_011926545.1_ASM1192654v1	Pseudomondota	Sphingopyxis	0.6540302508137086	0.3804290605475684	21.46202973307163
GCA_902578775.1_AG_426_P08	Pseudomondota	Pelagibacter	0.2887461271371071	0.383637030358674	24.467897446077586
GCA_900636445.1_41965_G01	Bacillota	Streptococcus	0.39649900912934133	0.39499853440882393	35.113626741068
GCA_006861795.1_ASM686179v1	Bacillota	Psychrobacillus	0.3705926403061537	0.40888217360058	48.12259666374342
GCA_900167455.1_IMG_taxon_2582581318_annotated_assembly	Pseudomondota	Reyranella	0.646772341844477	0.39300226886403594	33.2431259256017
GCA_003602095.1_ASM360209v1	Pseudomondota	Rahnella	0.5219901085327511	0.3856743174515675	26.37683545211877
GCA_000963255.1_ASM96325v1	Bacillota	Streptococcus	0.39772399500565025	0.4006699932533082	40.42778367834978
GCA_017377505.1_ASM1737750v1	Bacillota	Enterococcus	0.3557621139880115	0.3957632258569416	35.83014262795433
GCA_016208405.1_ASM1620840v1	Chloroflexota	UBA12294	0.5613077378610335	0.40776717231823284	47.077840462184156
GCA_003099975.1_ASM309997v1	Pseudomondota	Buchnera	0.25348318596532043	0.40005665484608766	39.85308559078413
GCA_000566685.1_Dyadobacter_tibetensis_Y620_1	Bacteroidota	Dyadobacter	0.43446520904983643	0.387212145705494	27.817780526047898
GCA_004684865.1_ASM468486v1	Bacillota	Staphylococcus	0.33329920543810543	0.39647051373164366	36.492871366550105
GCA_902364795.1_MGYG_HGUT_00255	Bacillota	Copromonas	0.4824144586479039	0.3966063175624769	36.620119556040834
GCA_023420415.1_ASM2342041v1	Actinomycetota	Pedococcus	0.7024657808873684	0.3908878491879042	31.26191468906626
GCA_014837235.1_ASM1483723v1	Pseudomondota	Limnohabitans_A	0.615116738387508	0.37454272936057054	15.946537410854603
GCA_018599185.1_ASM1859918v1	Pseudomondota	Rhodanobacter	0.6728595273295659	0.3892540967265364	29.731088632764568
GCA_016651305.1_ASM1665130v1	Pseudomondota	Pseudomonas_E	0.5919735508147022	0.3931392511420647	33.37147832011465
GCA_934162425.1_ERR7738243_bin.68	Bacillota	Aphodocola	0.2545960979415824	0.4065574584401005	45.94433855837417
GCA_014268595.2_ASM1426859v2	Pseudomondota	Pseudomonas_E	0.5999141818042266	0.3948112756321614	34.93816526733525
GCA_024807225.1_ASM2480722v1	Bacteroidota	Chryseobacterium	0.34669859078835574	0.377460990033345	18.68094766124426
GCA_015553285.1_ASM1555328v1	Bacillota	Lachnospira	0.3762205682270532	0.3959574822780621	36.012160894544195
GCA_023337835.1_ASM2333783v1	Bacillota	Lysinibacillus	0.36750864359050206	0.40563156934457284	45.07678047586472
GCA_018224925.1_ASM1822492v1	Pseudomondota	Magnetospirillum	0.6187355868467348	0.387452696958078	28.043177049719077
GCA_024539665.1_ASM2453966v1	Actinomycetota	Specibacter	0.671337247949309	0.3777580964714127	18.95933639371367
GCA_902860045.1_LMG_3482	Pseudomondota	Achromobacter	0.6673110410909828	0.3840087503578118	24.81619908526966
GCA_000686585.1_ASM68658v1	Bacillota	Mycoplasmopsis	0.25299950594096315	0.3865495688822936	27.1969460427091
GCA_003851985.1_ASM385198v1	Pseudomondota	Pseudomonas_E	0.6195030836190727	0.3967694360836525	36.772961610382424
GCA_009840545.1_ASM984054v1	Pseudomondota	Bin55	0.49578187476232016	0.4077166974926643	47.03054555062647
GCA_003182415.1_ASM318241v1	Actinomycetota	Actinokineospora	0.7277745117943819	0.39457064107890305	34.71269069093216
GCA_022836475.1_ASM2283647v1	Bacillota	Ligilactobacillus	0.4154042404572675	0.38326425710250295	24.118608905045278
GCA_903831575.1_freshwater_MAG_____KTt_bin_2244	Bacteroidota	Ferruginibacter	0.34360415578366243	0.3735153833917069	14.9839142380294
GCA_910586355.1_MGBC139909	Bacillota	1XD42-69	0.3992174598941102	0.39754593594445464	37.500541979953994
GCA_003595525.1_ASM359552v1	Bacillota	Streptococcus	0.41954263381836593	0.4048176127345797	44.31410313230123
GCA_004353905.1_ASM435390v1	Pseudomondota	Paraburkholderia	0.6371982840779762	0.3874181407244916	28.010797858848605
GCA_009601685.2_ASM960168v2	Pseudomondota	Pseudomonas_E	0.6077717865330325	0.3961878154994436	36.22798312297863
GCA_016712225.1_ASM1671222v1	Bacteroidota	UBA3362	0.330999665083047	0.37885483549807575	19.986980861696964
GCA_001703595.1_ASM170359v1	Pseudomondota	Pseudomonas_E	0.5900519997713055	0.3925116716285184	32.78343631592173
GCA_000613045.3_BDW_PRJEB5262	Pseudomondota	Photobacterium	0.388833112387686	0.3796825720804348	20.762570039367404
GCA_022793835.1_ASM2279383v1	Bacillota	Faecousia	0.5187000493604328	0.3922373787578349	32.52642389609127
GCA_003944765.1_ASM394476v1	Bacteroidota	Hymenobacter	0.6027984104074504	0.3901684322944408	30.58782105989104
GCA_000421185.1_ASM42118v1	Actinomycetota	Ornithinimicrobium	0.7294064268757426	0.409921827869012	49.09675271326421
GCA_023380225.1_ASM2338022v1	Bacillota	Apilactobacillus	0.30980128940410034	0.36996390394402173	11.656177995548376
GCA_011761235.1_ASM1176123v1	Actinomycetota	Frigoribacterium	0.734175102381963	0.3931462431041132	33.3780297885541
GCA_017463185.1_ASM1746318v1	Pseudomondota	Enterousia	0.43446078620105494	0.3645172863666014	6.552697325505505
GCA_902497625.1_PS645	Pseudomondota	Pseudomonas_E	0.5871637612136545	0.3962173181789015	36.255627133630696
GCA_900129465.1_IMG_taxon_2636416022_annotated_assembly	Bacteroidota	Chitinophaga	0.4601636744438361	0.3800200361416611	21.078773864736434
GCA_001748085.1_ASM174808v1	Actinomycetota	Streptomyces	0.7139084306672182	0.40327727763281923	42.87080914195161
GCA_000192865.1_ASM19286v1	Pseudomondota	Marinomonas	0.4412748841026096	0.3908758858390036	31.250705031146367
GCA_000966285.1_ASM96628v1	Actinomycetota	Frankia	0.7192839240148093	0.3858288736463908	26.521654606668164
GCA_016717115.1_ASM1671711v1	Actinomycetota	UBA10649	0.6901685365051713	0.39361348602294743	33.81583640350175
GCA_015353075.1_ASM1535307v1	Pseudomondota	Rhizobium	0.5984389852220041	0.39273615194137884	32.99377436907196
GCA_008923185.1_ASM892318v1	Actinomycetota	Spirillospora	0.6964104419024288	0.3978248491715217	37.76188367371583
GCA_022496715.1_ASM2249671v1	Pseudomondota	Sphingomonas	0.6702284670539835	0.3892327860882248	29.711120564666658
GCA_007641235.1_ASM764123v1	Actinomycetota	Corynebacterium	0.6525899483047207	0.3932378580149226	33.463872959982496
GCA_001548375.1_ASM154837v1	Cyanobacteriota	Trichormus	0.40577863180209545	0.40243904350292786	42.085383762243396
GCA_900207575.1_IMG_taxon_2740891861_annotated_assembly	Pseudomondota	Cereibacter_A	0.6653183659162463	0.39105912485910643	31.42239999298272
GCA_008365375.1_ASM836537v1	Pseudomondota	Azospirillum	0.6840508379576954	0.39377354602366055	33.96581262416993
GCA_013388295.1_ASM1338829v1	Pseudomondota	Bartonella	0.3685068623852326	0.395382673508195	35.473565077178705
GCA_017643525.1_ASM1764352v1	Pseudomondota	Thalassospira	0.5474478486610403	0.3853576953891744	26.08016057965642
GCA_004331115.1_ASM433111v1	Pseudomondota	Acinetobacter	0.40959987741577125	0.3862317669927198	26.89916567217847
GCA_000974985.2_ASM97498v2	Actinomycetota	Streptomyces	0.724613987284287	0.3890274585752149	29.518728684976395
GCA_900113255.1_IMG_taxon_2687453689_annotated_assembly	Pseudomondota	Novosphingobium	0.6541355471884451	0.38674143545197764	27.376725018503066
GCA_000296215.2_ASM29621v2	Pseudomondota	Bradyrhizobium	0.6356685562862777	0.3867378904121719	27.373403316205042
GCA_000717875.1_ASM71787v1	Actinomycetota	Streptomyces	0.7094088966735255	0.39597438659534834	36.02800023984139
GCA_002700385.1_ASM270038v1	Pseudomondota	Cycloclasticus	0.43398451453049114	0.3912932005645694	31.641728929001545
GCA_001277995.1_ASM127799v1	Actinomycetota	Corynebacterium	0.5525091458761896	0.39016415396697857	30.58381226705893
GCA_017529865.1_ASM1752986v1	Bacteroidota	UBA1786	0.46726848573314256	0.38262354197003356	23.518258825921464
GCA_001434895.1_ASM143489v1	Bacillota	Secundilactobacillus	0.44241327499692884	0.36875169947617653	10.520342409177431
GCA_009863125.1_ASM986312v1	Actinomycetota	Streptomyces	0.7097059002585705	0.3910198396074741	31.385589712203227
GCA_003259895.1_ASM325989v1	Bacillota	Halanaerobium	0.3475175741284667	0.4166568281005732	55.40744793023708
GCA_904845925.1_ASM90484592v1	Pseudomondota	Psychrobacter	0.421681167530889	0.37611480088009924	17.419568424652994
GCA_910574475.1_MGBC000078	Bacillota	Merdisoma	0.43361977846160193	0.41346779219820046	52.41932128971382
GCA_001984035.1_ASM198403v1	Pseudomondota	Sphingopyxis	0.664777296567162	0.3784802099295305	19.635956703970123
GCA_003721245.1_ASM372124v1	Pseudomondota	Marinomonas	0.4503920334974942	0.38887807059993945	29.37875215214325
GCA_001020955.1_ASM102095v1	Pseudomondota	Thioalkalivibrio	0.6603124375917916	0.41489056283921416	53.752457380343685
GCA_016888945.1_ASM1688894v1	Bacteroidota	Phocaeicola	0.4569865954818793	0.3996917348559217	39.5111555599986
GCA_018140635.1_ASM1814063v1	Bacillota	Anaerobutyricum	0.38387553352099113	0.39972088430939434	39.53846859790252
GCA_009834565.1_ASM983456v1	Pseudomondota	Pseudomonas_E	0.5999171193254743	0.3916628177249384	31.988060208267257
GCA_002421685.1_ASM242168v1	Bacteroidota	Flavipsychrobacter	0.4609617014718348	0.3847714191751766	25.530819767140486
GCA_016522505.1_ASM1652250v1	Actinomycetota	Leucobacter	0.706274577565057	0.4099474180032243	49.12073066902121
GCA_019392195.1_ASM1939219v1	Pseudomondota	Marinobacter	0.5846554616755422	0.4026630160204697	42.295246011180154
GCA_014842075.1_ASM1484207v1	Pseudomondota	Sphingomonas	0.6598806410586958	0.3823035925331415	23.21846620355359
GCA_000195085.1_ASM19508v1	Pseudomondota	IMCC9063	0.3167069735437957	0.37938267683967175	20.481568198772436
GCA_015351595.1_ASM1535159v1	Bacteroidota	Flavobacterium	0.33866205391706344	0.37777392170935764	18.974164641668096
GCA_934646815.1_ERR7745924_bin.231	Actinomycetota	Collinsella	0.5997747804529602	0.38480983862941637	25.56681879576314
GCA_002574545.1_ASM257454v1	Bacillota	Gottfriedia	0.33102472198074573	0.4030710687976677	42.677591463414615
GCA_902627805.1_AH_321_M13	Pseudomondota	Pelagibacter	0.29507154576484595	0.38134227710556623	22.317713647915582
GCA_900107105.1_IMG_taxon_2599185203_annotated_assembly	Actinomycetota	Geodermatophilus	0.7430060592767253	0.4050520918995253	44.53381010985521
GCA_019334365.1_ASM1933436v1	Pseudomondota	Comamonas	0.5855160491061694	0.37862218689996086	19.768989125263317
GCA_016907835.1_ASM1690783v1	Actinomycetota	Agromyces	0.7003987198728924	0.40047995586763235	40.24971864797152
GCA_000424225.1_ASM42422v1	Actinomycetota	Bifidobacterium	0.6418364687864311	0.3784487385514236	19.606468022683885
GCA_014198105.1_ASM1419810v1	Pseudomondota	Neorhizobium	0.5882852591171291	0.3887082025321229	29.219585772599146
GCA_000767255.1_ASM76725v1	Actinomycetota	Corynebacterium	0.5849597993196988	0.3783430733135305	19.507459694778106
GCA_003386535.1_ASM338653v1	Bacillota	Paenibacillus_Z	0.5162445978686347	0.3989345173372603	38.80164274501294
GCA_900637075.1_48128_D02	Bacillota	Streptococcus	0.3712719630845324	0.3980493415045923	37.97223298980299
GCA_002009255.1_ASM200925v1	Pseudomondota	Halomonas	0.5270646332836909	0.3995265622010793	39.35638878241127
GCA_016842515.1_ASM1684251v1	Pseudomondota	Thiodiazotropha	0.5246103929305646	0.4044464947709137	43.96636560034614
GCA_014842125.1_ASM1484212v1	Pseudomondota	Pseudomonas_E	0.6022405356267371	0.39382543203704473	34.01442981871094
GCA_902523455.1_AG_895_F07	Pseudomondota	AG-422-B15	0.3301480295807089	0.3890543788142285	29.543952948932088
GCA_900070335.1_Trichococcus_pasteurii	Bacillota	Trichococcus	0.46731514256250173	0.40091508060649583	40.65743052828657
GCA_020012125.1_ASM2001212v1	Bacteroidota	Hymenobacter	0.6062951690885083	0.38382156115818095	24.64080280521557
GCA_001653515.1_ASM165351v1	Actinomycetota	Streptomyces	0.7138380194916828	0.3903061984261107	30.71690792526573
GCA_001724995.1_ASM172499v1	Pseudomondota	Rubrivivax	0.7077525516262229	0.39954639154724797	39.37496887977136
GCA_016888335.1_ASM1688833v1	Actinomycetota	Marihabitans	0.7158897905582302	0.4051755669348939	44.64950621799562
GCA_001676055.1_ASM167605v1	Pseudomondota	Morganella	0.47892671642802087	0.38773166513598983	28.304570232422464
GCA_014205295.1_ASM1420529v1	Actinomycetota	Kribbella	0.6824394897863403	0.39425925262769546	34.420919712150635
GCA_017619655.1_ASM1761965v1	Bacteroidota	Bact-11	0.6002346695391244	0.39557082080047695	35.6498590900469
GCA_010365305.1_ASM1036530v1	Bacillota	Staphylococcus	0.3726887249335	0.39870489020316524	38.586482120365815
GCA_000013605.1_ASM1360v1	Pseudomondota	Rhodoferax	0.5959603073292521	0.3826073689933953	23.503104746811402
GCA_001463745.1_ASM146374v1	Pseudomondota	Aureimonas	0.6766209131385515	0.39712933586871907	37.11018770898977
GCA_900107445.1_IMG_taxon_2636416173_annotated_assembly	Bacillota	Bacillus_A	0.3530678207975047	0.41053050189143764	49.667080272277076
GCA_920939465.1_PRJEB46694	Pseudomondota	Aggregatibacter	0.42812484158231806	0.3920305734328319	32.332647306563445
GCA_000802235.1_ASM80223v1	Actinomycetota	Sinomonas	0.6716357108146286	0.39624880108148114	36.28512661334781
GCA_023158935.1_ASM2315893v1	Pseudomondota	Acinetobacter	0.3697217914064039	0.3908763377084188	31.25112843278839
GCA_009363095.1_ASM936309v1	Bacillota	Paenibacillus	0.5304636529554537	0.4014297778645545	41.13970185908761
GCA_928721785.1_min17_bin05	Bacillota	CAG-273	0.28825571687389073	0.4117578026920516	50.817061122452344
GCA_001046645.1_S.czeLL01	Pseudomondota	Sphingobium	0.6361212443021609	0.3800886163214891	21.143033493235293
GCA_002479365.1_ASM247936v1	Pseudomondota	Pseudomonas_E	0.6285027816123561	0.40614305897127306	45.55604625608288
GCA_010993915.2_ASM1099391v2	Bacillota	Streptococcus	0.396037742012666	0.393786425373321	33.97788057480176
GCA_014873535.1_ASM1487353v1	Actinomycetota	Nonomuraea	0.7027420812593983	0.405641930794405	45.08648915435754
GCA_001509495.1_ASM150949v1	Actinomycetota	Actinoplanes	0.7113545180973527	0.3901008807823176	30.52452529303156
GCA_003813985.1_ASM381398v1	Actinomycetota	Corynebacterium	0.5853756390259852	0.3932194425959882	33.44661771244091
GCA_000493735.1_ASM49373v1	Bacillota	Carnobacterium_A	0.35172308844406447	0.4050857327725655	44.56533160789388
GCA_012720095.1_ASM1272009v1	Pseudomondota	Sneathiella	0.4848160384661899	0.38664162696646076	27.28320446757374
GCA_000825685.1_Rickettsia_hoogstraalii_Croatica	Pseudomondota	Rickettsia	0.3237839698116461	0.3996700008298796	39.49079077759717
GCA_002746975.1_ASM274697v1	Bacteroidota	UBA974	0.3955037353795449	0.38723509130853034	27.839280556092945
GCA_000007725.1_ASM772v1	Pseudomondota	Buchnera	0.25341578546490096	0.400093842060249	39.88793001045332
GCA_002299895.1_ASM229989v1	Pseudomondota	Sphingorhabdus_B	0.5495912296820545	0.3755421921196181	16.88303401608215
GCA_004135605.1_ASM413560v1	Pseudomondota	Sphingomonas	0.6823611017543334	0.3897881941246892	30.231537894833764
GCA_002858765.1_ASM285876v1	Pseudomondota	Cupriavidus	0.6478086056138607	0.3815035715789326	22.468846569459856
GCA_020524045.1_ASM2052404v1	Bacillota	Metabacillus	0.3375878683095161	0.4087254701644354	47.975765544075955
GCA_000620665.1_ASM62066v1	Pseudomondota	Sphingomicrobium	0.6519929107432407	0.38739231155685394	27.986595928772147
GCA_017220215.1_ASM1722021v1	Pseudomondota	Caballeronia	0.6387599213140457	0.3845300891919467	25.304693572854035
GCA_001583435.1_ASM158343v1	Pseudomondota	Endozoicomonas	0.48464831998393937	0.3871518455264537	27.761279258287118
GCA_024508295.1_ASM2450829v1	Actinomycetota	Aeromicrobium	0.7037423977907922	0.4018640953966137	41.54665738662703
GCA_023242945.1_ASM2324294v1	Actinomycetota	Frankia	0.7136680498015688	0.3881987120214063	28.74219316405771
GCA_900156735.1_IMG_taxon_2681813509_annotated_assembly	Bacteroidota	Chryseobacterium	0.34713291435351545	0.3808341494439376	21.841598028969543
GCA_017868775.1_ASM1786877v1	Pseudomondota	Halomonas	0.6599252707288686	0.41919102472424663	57.781990166619096
GCA_022775645.1_ASM2277564v1	Bacillota	UBA2868	0.3780978994431273	0.4033069145817267	42.89857896307791
GCA_934613215.1_ERR7745346_bin.293	Bacillota	RUG472	0.5454627537391288	0.402496873723969	42.13957067935894
GCA_014854695.1_ASM1485469v1	Actinomycetota	Rhodococcus	0.6771783002879949	0.40231272821366426	41.96702633620339
GCA_003668955.1_ASM366895v1	Myxococcota	Corallococcus	0.6926158398820762	0.39256867691569874	32.836850270009734
GCA_019974135.1_ASM1997413v1	Actinomycetota	Actinomyces	0.7126702519077013	0.3915769297177739	31.907583145554156
GCA_020309965.1_ASM2030996v1	Actinomycetota	Bifidobacterium	0.6312302199693579	0.37922871285774845	20.337303947710325
GCA_016707885.1_ASM1670788v1	Pseudomondota	Sphingorhabdus_B	0.5778058223282324	0.37981757066496225	20.889063713069618
GCA_017481745.1_ASM1748174v1	Bacteroidota	Barnesiella_A	0.46087544056776375	0.39881499877360804	38.68965385087074
GCA_011762125.1_ASM1176212v1	Pseudomondota	Sphingopyxis	0.6484453972139546	0.37761155994517565	18.822031668629563
GCA_934630515.1_ERR7747782_bin.99	Bacillota	UBA5905	0.5898755781737697	0.39666610636844496	36.67614166723291
GCA_000197735.1_ASM19773v1	Actinomycetota	Glutamicibacter	0.5927175084835047	0.389613722702671	30.068058172402687
