Assembly_ID	Phylum	Genus	BGC_Count	Genome_Size	BGC_Genome_Prop	Metallophore_Genome_Prop	NRPS_Genome_Prop	PKS_Genome_Prop	NRPS_or_PKS_Prop
GCA_013414765.1	Pseudomondota	Accumulibacter	7	5169514	0.057566146450130515	0.0	0.01756180561654345	0.009286172742737518	0.2857142857142857
GCA_000308495.1	Actinomycetota	Nocardia	35	6972740	0.1628673950269191	0.019655114058461952	0.09515498928685137	0.04403978923636906	0.6571428571428571
GCA_902593285.1	Pseudomondota	Pelagibacter	1	1041777	0.021024653068746957	0.0	0.0	0.0	0.0
GCA_000769385.1	Bacteroidota	Porphyromonas	0	2336487	0.0	0.0	0.0	0.0	NA
GCA_018913465.1	Actinomycetota	Arcanobacterium	1	1855218	0.02029411098857385	0.0	0.0	0.0	0.0
GCA_008642335.1	Actinomycetota	Streptomyces	29	8048154	0.15241594532112582	0.008812704130661516	0.04964430352600112	0.08994783151515241	0.5172413793103449
GCA_001592395.1	Bacillota	Geobacillus	5	3721489	0.03320606348695374	0.0	0.0	0.011035367832606786	0.2
GCA_022402485.1	Pseudomondota	Phenylobacterium	0	3076580	0.0	0.0	0.0	0.0	NA
GCA_019396865.1	Bacillota	Phytoplasma	0	891641	0.0	0.0	0.0	0.0	NA
GCA_024508295.1	Actinomycetota	Aeromicrobium	1	3133793	0.006667319762345502	0.0	0.0	0.0	0.0
GCA_002393945.1	Bacteroidota	Cryptobacteroides	2	2542470	0.012953151856265758	0.0	0.0	0.0	0.0
GCA_009664715.1	Actinomycetota	Mycobacterium	23	6384143	0.16733663390685327	0.009547248550040311	0.10906146682491291	0.05452869711721683	0.8260869565217391
GCA_928721945.1	Bacillota	CAG-170	2	3312008	0.015102016661795503	0.0	0.0	0.0	0.0
GCA_013371215.1	Pseudomondota	Parasphingorhabdus	3	3349176	0.02790985006461291	0.0	0.0	0.012256746136960255	0.3333333333333333
GCA_011758745.1	Actinomycetota	Amycolatopsis	12	5623989	0.05956910655408466	0.012892450536443084	0.0	0.012892450536443084	0.08333333333333333
GCA_014650755.1	Actinomycetota	Streptomyces	36	7144249	0.10853037177175656	0.009731883645152905	0.027310078358131134	0.023268365926215617	0.4166666666666667
GCA_001998865.1	Actinomycetota	Arachnia	2	3650768	0.008674339207531127	0.0	0.0	0.0	0.0
GCA_016219985.1	Bacteroidota	JJ008	0	4035181	0.0	0.0	0.0	0.0	NA
GCA_018860545.1	Bacteroidota	Winogradskyella	2	4385579	0.018327568606106515	0.0	0.011571106118485153	0.011571106118485153	0.5
GCA_016756695.1	Bacillota	Heyndrickxia	3	4418046	0.019275942350985027	0.0	0.0	0.009294833055156057	0.3333333333333333
GCA_002954685.1	Bacteroidota	Polaribacter	3	3904103	0.02682664878462479	0.0	0.0	0.010515347571516427	0.3333333333333333
GCA_944320765.1	Bacteroidota	Paraprevotella	2	2925842	0.020983703152801826	0.0	0.0	0.0	0.0
GCA_020635275.1	Bacteroidota	GCA-2746605	2	3725709	0.011421181847535596	0.0	0.0	0.0	0.0
GCA_014646235.1	Actinomycetota	Micromonospora	22	6577199	0.10756706616296693	0.0017945329007074287	0.029054009161042567	0.040933230087762285	0.5454545454545454
GCA_015057525.1	Bacillota	Wujia	5	2348111	0.052776891722750754	0.0	0.0	0.0	0.0
GCA_001725525.1	Pseudomondota	Thiobacillus	2	3052374	0.027005537329304993	0.0	0.0	0.0	0.0
GCA_003264855.1	Pseudomondota	Dyella	3	4758053	0.02433011990408682	0.0	0.011291173091178261	0.011291173091178261	0.3333333333333333
GCA_004361915.1	Bacteroidota	Sediminibacterium	2	3857482	0.0147044108047685	0.0	0.0	0.0	0.0
GCA_017592745.1	Pseudomondota	Accumulibacter	6	4882573	0.04956034451507433	0.0	0.007080283285063019	0.0	0.16666666666666666
GCA_001519065.1	Pseudomondota	Novosphingobium	8	4784091	0.05549183742533326	0.0	0.02405953398461693	0.0057833348069675095	0.375
GCA_014851865.1	Pseudomondota	Pseudomonas_E	9	5077630	0.07178664061776853	0.01198964871406542	0.01198964871406542	0.010371964873375964	0.2222222222222222
GCA_014489615.1	Actinomycetota	Streptomyces	27	8188347	0.15588469809596492	0.02708873964427741	0.08405066370538522	0.08371689670699105	0.2962962962962963
GCA_007474545.1	Bacteroidota	Chryseobacterium	4	3611169	0.04110801792992795	0.0	0.0	0.0	0.0
GCA_005696555.1	Actinomycetota	Actinomyces	2	3097489	0.02606530644660885	0.0	0.016295457384997977	0.0	0.5
GCA_018728545.1	Actinomycetota	Streptomyces	35	10004316	0.1307109851388141	0.015883644618982447	0.06287316394244244	0.06073498677970588	0.34285714285714286
GCA_900128725.1	Pseudomondota	Buchnera	0	456703	0.0	0.0	0.0	0.0	NA
GCA_022809115.1	Bacteroidota	Pedobacter	1	3290107	0.007381826791651457	0.0	0.0	0.0	0.0
GCA_900187075.1	Bacillota	Mammaliicoccus	5	2439098	0.03726746526789822	0.01451561191883229	0.0	0.0	0.0
GCA_013378015.1	Pseudomondota	Mannheimia	3	2262740	0.02103511671690075	0.0	0.0	0.0	0.0
GCA_905216135.1	Bacteroidota	Bacteroides	1	1765238	0.01152875702879725	0.0	0.0	0.0	0.0
GCA_016776605.1	Pseudomondota	GCA-2731375	4	4595971	0.026222750317615146	0.0	0.008324682640512745	0.008933694316173883	0.5
GCA_016599755.1	Actinomycetota	Corynebacterium	5	2523206	0.05244478651366555	0.004941728895698568	0.0	0.01771714239741028	0.2
GCA_001895085.1	Pseudomondota	Mariprofundus	1	2496455	0.008711552982128659	0.0	0.0	0.0	0.0
GCA_002074155.1	Bacillota	Clostridium_J	8	4803058	0.04033576109220417	0.00460040249357805	0.011290307133497034	0.0	0.125
GCA_000146585.1	Bacillota	Streptococcus	4	1912863	0.03927045481040723	0.0	0.0	0.021524280620201237	0.25
GCA_020809405.1	Bacillota	Terrisporobacter	4	4116837	0.020788775460383786	0.0	0.0	0.0	0.0
GCA_015101885.1	Pseudomondota	Telluria	10	5347093	0.06349655784928371	0.0	0.008164623282220826	0.0	0.1
GCA_000235605.1	Bacillota	Desulfosporosinus	6	5863081	0.03665069611011685	0.0	0.020628744511631342	0.0	0.3333333333333333
GCA_021365505.1	Pseudomondota	Erwinia	4	4978853	0.02150435050000472	0.0	0.008808253627893814	0.0	0.25
GCA_002865605.1	Pseudomondota	Paracoccus	4	3299166	0.036351611286003796	0.0	0.014513971106637253	0.02696105621845036	0.5
GCA_902795425.1	Bacillota	RUG191	5	2376381	0.07674274453465164	0.0	0.0676229947975514	0.0	0.8
GCA_014332695.1	Bacteroidota	Flavihumibacter	6	4608504	0.04747462517120523	0.0	0.008899417251238146	0.017799702463098654	0.3333333333333333
GCA_928722045.1	Bacillota	Dysosmobacter	2	2671303	0.020835899184779863	0.0	0.0	0.0	0.0
GCA_019355935.1	Pseudomondota	Comamonas	4	3839640	0.03874399683303643	0.0	0.0	0.0	0.0
GCA_007830335.1	Pseudomondota	Paracoccus	8	4036530	0.07161274659175083	0.013984536222943964	0.053002950554065	0.012870955994381313	0.5
GCA_902571015.1	Pseudomondota	Pelagibacter	1	1120457	0.01955362856405913	0.0	0.0	0.0	0.0
GCA_002355475.1	Pseudomondota	Pseudomonas_F	9	6242949	0.02775002646986224	0.0	0.00686086014798455	0.0	0.1111111111111111
GCA_002135355.1	Pseudomondota	Acinetobacter	6	3225533	0.05551144570525243	0.0	0.0	0.0	0.0
GCA_016712665.1	Bacteroidota	OLB11	7	3731615	0.06706372441958777	0.0	0.0	0.006528540591674114	0.14285714285714285
GCA_019163375.1	Bacteroidota	Paludibacter	2	4657121	0.013291258698238675	0.0	0.0	0.008817035245594865	0.5
GCA_016743815.1	Pseudomondota	Sphingomonas	4	4262007	0.025046650556885524	0.0	0.0	0.009646394292641941	0.25
GCA_023016005.1	Pseudomondota	Erythrobacter	5	3043176	0.03517377897302029	0.0	0.0	0.0	0.0
GCA_910575805.1	Bacillota	14-2	2	4294181	0.013687825454958698	0.0	0.0	0.0	0.0
GCA_024169165.1	Actinomycetota	Curtobacterium	9	3588765	0.06217514938983188	0.0034343290797809274	0.0	0.0187468390936715	0.2222222222222222
GCA_023242945.1	Actinomycetota	Frankia	32	6407004	0.15192732828011346	0.015132814026649585	0.03879629230760586	0.06919911396964946	0.625
GCA_000428765.1	Pseudomondota	Brevundimonas	1	2579573	0.015950701918495812	0.0	0.0	0.0	0.0
GCA_934679985.1	Bacillota	UMGS1491	1	1117181	0.019332588004987553	0.0	0.0	0.0	0.0
GCA_009665235.1	Pseudomondota	Vibrio	5	3875681	0.0414760657546377	0.015223389128259008	0.026551204807619615	0.0	0.4
GCA_014695395.1	Cyanobacteriota	Nodosilinea	7	6158524	0.037336706002931874	0.0	0.014904382933313242	0.0	0.2857142857142857
GCA_018882405.1	Pseudomondota	Polynucleobacter	3	2231214	0.027938153848084495	0.0	0.0	0.0	0.0
GCA_005938625.1	Pseudomondota	Pseudomonas_E	9	6954842	0.04436578142249673	0.006287418175711252	0.02847268133481681	0.0	0.4444444444444444
GCA_000834455.1	Pseudomondota	Yersinia	4	4372253	0.02665376408913208	0.0	0.0	0.0	0.0
GCA_000007485.1	Actinomycetota	Tropheryma	0	927303	0.0	0.0	0.0	0.0	NA
GCA_016707555.1	Bacteroidota	UBA3362	0	4062319	0.0	0.0	0.0	0.0	NA
GCA_023015925.1	Actinomycetota	Mycobacterium	17	5413063	0.1300134507948642	0.012244453833254851	0.056824758921150555	0.08148491898209942	0.6470588235294118
GCA_001984015.1	Actinomycetota	Rhodococcus	19	5665081	0.18305439939870233	0.01027346299196781	0.11008651067831157	0.061111394523749966	0.631578947368421
GCA_013408665.1	Bacillota	Sporosarcina	4	3347676	0.029813817107748778	0.005147451545490065	0.0	0.012271199482865128	0.25
GCA_900104675.1	Bacillota	Angelakisella	2	4041781	0.013174637616436913	0.0	0.0	0.0	0.0
GCA_001561995.1	Pseudomondota	Pseudovibrio	3	3745611	0.011619733068917193	0.0	0.0	0.0	0.0
GCA_900094555.1	Pseudomondota	Rhizobium	10	7252624	0.04375588752429466	0.006620776149432261	0.013251203978036087	0.01883525190331113	0.4
GCA_014201825.1	Pseudomondota	Acidocella	4	2877351	0.035855896621580056	0.0	0.0	0.0	0.0
GCA_004364125.1	Bacteroidota	Sphingobacterium	6	4781820	0.03258236403712394	0.0	0.0	0.0	0.0
GCA_000328705.1	Actinomycetota	Actinosynnema	32	9360653	0.16954052244004772	0.007280474983956782	0.10925348904611676	0.07854740475904833	0.375
GCA_021397715.1	Pseudomondota	Pantoea	6	4987549	0.03181642927217357	0.013251799631442218	0.01077463098608154	0.0	0.16666666666666666
GCA_014656395.1	Pseudomondota	Kordiimonas	2	3240364	0.012825719579652162	0.0	0.0	0.0	0.0
GCA_022631215.1	Pseudomondota	Ralstonia	7	6325797	0.02615196156310422	0.0018791308035967641	0.0	0.00696924039769218	0.14285714285714285
GCA_013407595.1	Bacillota	Lacticaseibacillus	1	2843141	0.014477298171283098	0.0	0.0	0.014477298171283098	1.0
GCA_916438945.1	Actinomycetota	Pauljensenia	0	2112884	0.0	0.0	0.0	0.0	NA
GCA_016219375.1	Pseudomondota	Aquabacterium	1	3584766	0.005811815889795875	0.0	0.0	0.0	0.0
GCA_024362325.1	Actinomycetota	Chryseoglobus	3	2653678	0.03322407616900016	0.0	0.0	0.015474748631898821	0.3333333333333333
GCA_012974865.1	Bacteroidota	Nonlabens	2	3740082	0.017523679962097086	0.0	0.0	0.010976497306743542	0.5
GCA_900640175.1	Pseudomondota	Tatlockia	7	2699820	0.08060574408664281	0.004338437377306635	0.06065996992392085	0.034757502352008654	0.5714285714285714
GCA_015061005.1	Bacteroidota	UBA3263	0	2118125	0.0	0.0	0.0	0.0	NA
GCA_000416235.1	Pseudomondota	Pseudomonas_E	5	6413457	0.03761668628946916	0.025041409024805186	0.025041409024805186	0.0	0.4
GCA_002760655.1	Pseudomondota	Telluria	7	5928765	0.039743184288802136	0.0	0.0	0.006137028537983881	0.14285714285714285
GCA_934621295.1	Actinomycetota	Collinsella	0	1868633	0.0	0.0	0.0	0.0	NA
