Assembly_ID	Order	Genus	BGC_Count	BGCome_Size	Genome_Size	BGC_Genome_Prop	Metallophore_Size	NRPS_Size	PKS_Size	NRPS_or_PKS_Size
GCA_017349295.1	Actinomycetales	Myceligenerans	6	178220	4577893	0.03893057351930244	12589	25340	86591	111931
GCA_016925615.1	Mycobacteriales	Natronosporangium	20	770857	5699854	0.13524153425684238	11770	195788	430031	430031
GCA_905182175.1	Flavobacteriales	NORP294	3	83084	3332833	0.02492894183416931	0	0	41107	41107
GCA_003008575.1	Burkholderiales	Melaminivora_A	4	114263	3754020	0.030437504328692973	0	0	0	0
GCA_000012665.1	Desulfovibrionales	Oleidesulfovibrio	7	240869	3730232	0.06457212312799847	0	59439	59439	59439
GCA_002356635.1	Rhodobacterales	QY30	3	98903	3551172	0.027850805311598538	0	42631	0	42631
GCA_009931535.1	Enterobacterales	Pectobacterium	8	199733	5208618	0.03834664012603727	14406	48566	0	48566
GCA_022763045.1	Chlamydiales	JALEGI01	1	42715	1802574	0.0236966693184302	0	42715	0	42715
GCA_013373365.1	Bacillales_D	Lentibacillus	4	126268	4035571	0.031288756907015144	0	0	81592	81592
GCA_019597925.1	Lachnospirales	Clostridium_AP	5	146109	3941835	0.03706623945446727	0	47350	0	47350
GCA_944322295.1	Coriobacteriales	Coprousia	1	29001	2143308	0.013530953087470396	0	0	0	0
GCA_002419585.1	Lachnospirales	Velocimicrobium	3	58034	3752786	0.015464244430670973	0	0	0	0
GCA_021049305.1	Burkholderiales	Ideonella	4	124468	4544016	0.027391628902715133	0	0	53156	53156
GCA_000024245.1	Sphingomonadales	Zymomonas	2	46324	2223520	0.020833633158235592	0	0	0	0
GCA_004340125.1	Oscillospirales	Harryflintia	2	33796	2932766	0.011523592403894481	0	0	0	0
GCA_002923375.1	Gemmatimonadales	HRBIN33	3	84215	2944810	0.028597770314553402	0	42862	0	42862
GCA_003201675.2	Sulfolobales	Metallosphaera	2	41179	2544115	0.016185982158825368	0	0	0	0
GCA_903835235.1	Acetobacterales	CAIMOR01	8	197907	5969546	0.03315277242188937	0	0	32686	32686
GCA_000730285.1	Nitrososphaerales	Nitrososphaera	2	42612	2954373	0.014423364957640758	0	0	0	0
GCA_000802205.2	Nitrososphaerales	Nitrosocosmicus	3	54400	3430706	0.015856794490696668	0	0	0	0
GCA_000258535.2	Paenibacillales	Paenibacillus_G	16	1023262	8819200	0.11602662373004353	120252	776947	414506	921297
GCA_009866805.1	Burkholderiales	Achromobacter_A	8	257779	5328542	0.048377023208224686	0	44002	47698	91700
GCA_020103695.1	Myxococcales	Hyalangium	43	1526107	13548078	0.11264380084023727	49033	882474	544840	1011114
GCA_010365785.1	Mycoplasmatales	TIUS-1	0	0	811521	0.0	0	0	0	0
GCA_009834025.1	Mycobacteriales	Epidermidibacterium	5	150516	4018808	0.037452896480747525	0	42556	0	42556
GCA_000010525.1	Rhizobiales	Azorhizobium	5	194792	5369772	0.03627565565167385	48043	48043	47392	95435
GCA_015689685.1	Rhodobacterales	HKCCE3408	6	193671	4443497	0.04358526628914119	0	115742	67837	115742
GCA_937425535.1	Acetobacterales	Rhodovastum	10	342346	7423543	0.04611625473173658	0	174823	89009	215924
GCA_022710485.1	Gemmatimonadales	SPDF01	1	20903	2530187	0.008261444707446525	0	0	0	0
GCA_001039495.1	Bacillales	Weizmannia	4	88765	3694837	0.024024063849095372	0	0	41185	41185
GCA_003286125.1	Enterobacterales_A	Algibacillus	9	325705	5407205	0.06023537113906353	52295	252895	89083	252895
GCA_000317145.1	Cyanobacteriales	Chamaesiphon	11	449018	6761765	0.06640544295757099	60931	242459	154315	283608
GCA_006171285.1	Enterobacterales	Leclercia	4	147252	5764469	0.025544763966984643	53790	53790	0	53790
GCA_016762775.1	Rhodobacterales	UBA10424	6	162386	4802595	0.0338121369801118	0	40753	0	40753
GCA_002000085.1	Enterobacterales_A	Pseudocolwellia	7	199489	4714829	0.04231097246580947	13762	0	0	0
GCA_003543235.1	Lachnospirales	UBA8514	1	21654	2286615	0.009469893270183218	0	0	0	0
GCA_900162725.1	Bacteroidales	Marseille-P3160	1	12163	4759508	0.0025555162424351426	0	0	0	0
GCA_009831765.1	Burkholderiales	Craterilacuibacter	4	87570	3214571	0.027241582158241334	0	0	0	0
GCA_000332155.1	Cyanobacteriales	Kamptonema	16	702566	6894060	0.10190888968184204	87460	464689	376952	521906
GCA_016743945.1	Desulfobacterales	NBML01	13	426996	6674145	0.0639776330900812	0	47869	51907	99776
GCA_004117095.1	Paenibacillales	Paenibacillus_F	18	778564	6509090	0.11961180441505648	93670	462279	325947	503428
GCA_018714895.1	Coriobacteriales	Coprovicinus	0	0	1792415	0.0	0	0	0	0
GCA_023429135.1	Bacteroidales	JAAUTT01	8	231557	7232622	0.03201563692945657	0	79585	76479	107682
GCA_018687785.1	Methanomicrobiales	Methanogenium	3	82779	2289878	0.03614996082760741	0	0	0	0
GCA_005877055.1	Actinomycetales	Citricoccus	7	168983	3561338	0.04744930135808508	12529	0	41152	41152
GCA_000008265.1	Thermoplasmatales	Picrophilus	1	16679	1545895	0.010789219190177859	0	0	0	0
GCA_018128245.1	Fusobacteriales	JABCPH02	2	83657	2076334	0.04029072393940474	0	42484	41173	83657
GCA_022879595.1	Burkholderiales	Caballeronia	8	267678	6178487	0.04332419895032554	0	86138	78596	164734
GCA_020885515.1	Cyanobacteriales	Atelocyanobacterium	3	61798	1491611	0.04143037293235301	0	0	0	0
GCA_014879315.1	Enterobacterales	Riesia	0	0	574999	0.0	0	0	0	0
GCA_907165195.1	Flavobacteriales	Parvicella	1	20837	3980026	0.00523539293461902	0	0	0	0
GCA_024204685.1	Pseudomonadales	Gilvimarinus	4	79581	3956837	0.02011227654816208	13568	0	0	0
GCA_003634015.1	Caulobacterales	Litorimonas	2	34757	2778231	0.012510478790280577	0	0	0	0
GCA_014202935.1	Xanthomonadales	Rehaibacterium	0	0	2894949	0.0	0	0	0	0
GCA_003280055.1	PCC-6307	AG-363-P08	3	61507	1781405	0.034527241138314985	0	0	0	0
GCA_006965445.1	Lactobacillales	Lactococcus	0	0	2696018	0.0	0	0	0	0
GCA_007097085.1	Peptostreptococcales	Criibacterium	5	88803	2559729	0.03469234438489387	0	53564	0	53564
GCA_018061965.1	Legionellales	GCA-2786165	6	220870	2345025	0.09418662914041429	0	185238	100916	185238
GCA_001981245.1	Rhodobacterales	Brevirhabdus	3	51914	3449822	0.015048312637579562	0	0	0	0
GCA_007004655.1	Pseudomonadales	Exilibacterium	13	466378	7174779	0.06500242028360734	12439	300859	132324	433183
GCA_000686525.1	Desulfovibrionales	Desulfonatronovibrio	3	113460	2939696	0.03859582759577861	0	0	0	0
GCA_024508355.1	Acetobacterales	KSS12	6	164970	3952454	0.04173862618008964	0	50887	41068	91955
GCA_900114455.1	Halobacteriales	Halogranum	4	69642	4566676	0.015250041824732037	15838	0	0	0
GCA_024661895.1	Lactobacillales	GCA-024661895	1	10303	3224940	0.003194788120089056	0	0	0	0
GCA_900142555.1	Peptostreptococcales	Clostridium_Y	1	21612	1835704	0.011773139896192414	0	0	0	0
GCA_022758295.1	Xanthomonadales	CFH-32150	1	41179	3509642	0.011733105541818795	0	0	0	0
GCA_004331795.1	Sphingomonadales	CFH-75059	2	65384	2258883	0.028945279591727414	0	0	41050	41050
GCA_000757865.1	PCC-6307	Prochlorococcus_B	3	61429	1929203	0.03184164652449742	0	0	0	0
GCA_024234615.1	Pseudomonadales	JAJFKB01	3	67471	3454105	0.0195335694774768	0	0	0	0
GCA_011064965.1	Chlamydiales	JAAKFS01	2	63811	1614069	0.03953424543808226	0	33156	30655	63811
GCA_018987305.1	Enterobacterales	UBA7405	4	159585	4392327	0.03633267741677703	66109	66109	0	66109
GCA_000425865.1	Lactobacillales	Lacticigenium	0	0	2134509	0.0	0	0	0	0
GCA_018408575.1	Oscillospirales	Vescimonas	1	21609	2557760	0.008448407981984237	0	0	0	0
GCA_000217995.1	Methanosarcinales	Methanosalsum	2	63107	2138444	0.029510709656179916	0	0	0	0
GCA_020630095.1	Rickettsiales	JAHDCD01	0	0	1598447	0.0	0	0	0	0
GCA_016700155.1	Ignavibacteriales	GCA-016700155	6	213400	4601368	0.046377512079016504	0	110999	152088	152088
GCA_005405885.1	Mycobacteriales	Gandjariella	25	738555	6115205	0.12077354724821163	15444	60678	327505	371609
GCA_011405515.1	Nitrospirales	Nitrospira_C	11	367452	4509223	0.08148898380053504	88577	136284	88577	136284
GCA_002869785.1	Mycobacteriales	Tsukamurella	15	503474	4922396	0.10228230317105735	57601	230560	157285	315109
GCA_002413945.1	Enterobacterales	Siccibacter	4	147205	4109714	0.03581879420319759	53742	53742	0	53742
GCA_009835145.1	Rhodobacterales	Profundibacterium	5	112254	3362452	0.03338456578711012	0	0	41140	41140
GCA_000413055.1	Treponematales	Treponema_C	2	45150	2530388	0.017843113388144427	0	0	0	0
GCA_000008645.1	Methanobacteriales	Methanothermobacter	2	53054	1751377	0.030292735373366214	0	0	0	0
GCA_023229425.1	Ignavibacteriales	UBA1563	1	21702	3206851	0.0067673864485752536	0	0	0	0
GCA_001242845.1	Enterobacterales	Westeberhardia	0	0	532684	0.0	0	0	0	0
GCA_003058365.1	Halobacteriales	Halococcoides	4	73355	2723120	0.02693785070066688	0	0	0	0
GCA_004006635.1	Fusobacteriales	Fusobacterium_C	3	105174	2678415	0.039267253207587324	22084	83090	0	83090
GCA_900113045.1	Cytophagales	Thermoflexibacter	4	93300	5504183	0.016950744551916242	0	0	41101	41101
GCA_000953015.1	Burkholderiales	Methylopumilus_A	4	94874	1754988	0.05405962889774745	0	0	0	0
GCA_017416185.1	Oscillospirales	RGIG7300	2	49137	2550607	0.019264825980639118	0	0	0	0
GCA_022845955.1	Lachnospirales	Eisenbergiella	6	142420	7291680	0.01953184999890286	0	47434	0	47434
GCA_003516085.1	Rhizobiales	Brucella	4	135909	3311860	0.04103706074532136	46083	46083	0	46083
GCA_000331975.1	Flavobacteriales	Uzinura	0	0	263431	0.0	0	0	0	0
GCA_016125455.1	Caulobacterales	MED-G105	6	179924	3604100	0.0499220332399212	0	93841	49920	93841
GCA_944321915.1	Bacteroidales	Gallipaludibacter	1	41194	2795362	0.014736552904418105	0	0	0	0
GCA_014237275.1	Desulfobacterales	SURF-3	5	129310	5093090	0.02538930197581429	0	0	0	0
GCA_009363435.1	Rhizobiales	Roseibium	7	250372	6395015	0.03915112005210308	0	126217	127499	173576
GCA_000761445.1	Xanthomonadales	Oleiagrimonas	5	155663	3379306	0.04606360004095515	0	47080	0	47080
GCA_002717515.1	Flavobacteriales	GCA-002722245	2	42787	2643743	0.01618425088974231	0	0	0	0
GCA_016097405.1	Methylococcales	Methylomarinum	3	78731	2931369	0.026858099406795937	0	0	0	0
GCA_016125495.1	Rhizobiales	RI-29	3	49751	4054688	0.01226999463337253	0	0	0	0
GCA_003925875.1	Erysipelotrichales	Intestinibaculum	1	21733	3212924	0.006764243411920108	0	0	0	0
GCA_000973105.1	Flavobacteriales	Zobellia	6	224571	5521712	0.040670538412724166	0	0	89969	89969
GCA_017168195.1	Enterobacterales_A	G2M2-11	2	24122	3888470	0.006203468202146346	0	0	0	0
GCA_000010665.1	Desulfovibrionales	Solidesulfovibrio	9	175087	5315620	0.03293820852506387	0	0	0	0
GCA_001426435.1	Actinomycetales	Angustibacter	5	137842	3839507	0.035900963326802114	0	0	0	0
GCA_010669085.1	Tissierellales	Caloranaerobacter	4	101156	2539490	0.039833194854084875	0	0	0	0
GCA_017352195.1	Tissierellales	UBA1535	4	140975	3133930	0.044983455278197026	0	69901	69901	69901
GCA_009913235.1	Cytophagales	Nibribacter	3	87652	4352178	0.02013980126731949	0	0	41113	41113
GCA_019443285.1	Sphingomonadales	Aquisediminimonas	3	97545	3406525	0.02863475242365754	0	0	41065	41065
GCA_902790325.1	Oscillospirales	UBA1425	3	56605	2873605	0.019698253587392838	0	0	0	0
GCA_003966735.1	Desulfovibrionales	Desulfovibrio_Q	1	11728	3720107	0.0031525974924914795	0	0	0	0
GCA_900240405.1	Bacillales_D	OEQK01	4	99793	3491232	0.028583892448281866	0	0	41089	41089
GCA_002019645.1	Bacillales	Litchfieldia	2	67540	5426306	0.01244677318234541	0	0	41101	41101
GCA_025059995.1	Leptospirales	SKYB61	0	0	2382527	0.0	0	0	0	0
GCA_000297055.2	Burkholderiales	Sulfuricella	4	135441	3217213	0.04209886010034151	0	0	0	0
GCA_015066565.1	Oscillospirales	SIG554	3	72569	1960455	0.037016406905539784	0	0	0	0
GCA_000709435.1	Clostridiales	Dwaynesavagella	1	21623	1654902	0.013066030496065629	0	0	0	0
GCA_019188485.1	Enterobacterales_A	Ursidibacter	1	11764	1970575	0.005969831140656915	0	0	0	0
GCA_016845175.1	Bacteroidales	JAERTD01	5	117805	3896970	0.030229896560661232	0	42046	0	42046
GCA_022448245.1	Rhodobacterales	WX04	6	168833	3707077	0.045543429499845835	0	47927	41158	89085
GCA_902761775.1	Bacteroidales	UBA1711	1	20234	2723180	0.007430283712424445	0	0	0	0
GCA_900155565.1	Tissierellales	Anaerosalibacter_A	2	41908	2498319	0.01677447915978704	0	0	0	0
GCA_000403845.2	Lachnospirales	14-2	5	238463	3996868	0.05966246571065144	0	138435	0	138435
GCA_012562765.1	Enterobacterales	GCA-012562765	0	0	519975	0.0	0	0	0	0
GCA_018402385.1	Flavobacteriales	Planktosalinus	2	61893	2776294	0.02229338823626028	0	0	41053	41053
GCA_019977775.1	Enterobacterales_A	Vibrio	16	670873	6573836	0.10205198304308169	206698	512965	239702	554009
GCA_023244895.1	UBA6257	JAHFLL01	0	0	840672	0.0	0	0	0	0
GCA_016056335.1	Pseudomonadales	Halomonas_F	6	119817	3854076	0.031088385387314624	13490	0	0	0
GCA_002481765.1	Coriobacteriales	UBA7741	0	0	2860469	0.0	0	0	0	0
GCA_021044585.1	Campylobacterales	JACXUG01	0	0	2524721	0.0	0	0	0	0
GCA_016767175.1	Tissierellales	Keratinibaculum	3	55423	2307997	0.02401346275580081	0	0	0	0
GCA_016726485.1	Tissierellales	Peptoniphilus_A	3	108314	1929566	0.056133866372023555	0	86762	0	86762
GCA_001735715.1	Flavobacteriales	GCA001735715	1	20840	2016454	0.010334974167523782	0	0	0	0
GCA_022814825.1	Rickettsiales	Ehrlichia	0	0	1516356	0.0	0	0	0	0
GCA_000427405.1	Cytophagales	Flectobacillus	5	130789	6221030	0.021023689003267947	0	0	43624	43624
GCA_900258515.1	Bacillales_D	Virgibacillus_E	5	131354	3925864	0.0334586221020392	0	0	79842	79842
GCA_020535305.1	Burkholderiales	Tepidiphilus	2	49306	2236547	0.022045590814769374	0	0	0	0
GCA_001542775.1	Actinomycetales	Microterricola	3	90196	3689726	0.024445175603825326	0	0	41254	41254
GCA_000165505.1	Fusobacteriales	Ilyobacter	2	55431	3132314	0.017696501691720563	0	44645	0	44645
GCA_002328065.1	Bacteroidales	SR-FBR-E99	2	52189	3022641	0.01726602663035405	0	0	0	0
GCA_014075275.1	Rhodobacterales	Boseongicola	2	39986	3603264	0.011097160796433456	0	0	0	0
GCA_000306785.1	Mycobacteriales	Modestobacter	10	378376	5575517	0.06786384114692862	0	148862	113560	262422
GCA_000800395.1	Deinococcales	Deinococcus	3	82579	3531443	0.02338392549447917	0	0	41062	41062
GCA_017549425.1	TANB77	UMGS1649	2	64935	1127929	0.05757011301243252	0	44320	0	44320
GCA_007993735.1	Xanthomonadales	Arenimonas	1	43414	3032542	0.014316042448876224	0	0	0	0
GCA_017524665.1	TANB77	UMGS1754	1	47425	1341727	0.035346236604018554	0	47425	0	47425
GCA_900209925.1	Lachnospirales	Anaerobutyricum	3	126585	3515670	0.036005939123979216	0	67740	0	67740
GCA_002714185.1	Flavobacteriales	SP256	0	0	1523834	0.0	0	0	0	0
GCA_004346645.1	Burkholderiales	Gulbenkiania	2	53681	2870308	0.01870217412208028	0	0	0	0
GCA_018128545.1	Peptostreptococcales	Sinanaerobacter	4	96837	4772889	0.020288969636628885	0	29075	0	29075
GCA_016464625.1	Cytophagales	Penaeicola	4	104230	3020847	0.03450356803903011	0	0	41098	41098
GCA_016908875.1	Bacillales	Bacillus_BX	5	106330	3531559	0.03010851581412062	15485	0	41071	41071
GCA_003610535.1	Bacteroidales	Mangrovibacterium	3	83786	5800440	0.014444766259111378	0	0	0	0
GCA_900498155.1	Treponematales	UBA2256	0	0	2943264	0.0	0	0	0	0
GCA_900207585.1	Bacillales	Bacillus_BF	3	86502	4511824	0.01917229040849111	0	0	41095	41095
GCA_001425865.1	Burkholderiales	LMDS01	9	278302	5274600	0.05276267394683957	0	0	0	0
GCA_003933745.1	Mycobacteriales	Glycomyces	10	233634	5240684	0.04458082189271477	24637	0	41038	41038
GCA_017161425.1	Caulobacterales	Marinicauda	4	73931	3424851	0.02158663252795523	0	0	0	0
GCA_008015505.1	Sphingobacteriales	SSFR01	5	130249	2341987	0.05561474081623852	0	46315	0	46315
GCA_002368355.1	Cyanobacteriales	Waterburya	9	430692	5002520	0.08609500811590959	0	341003	200870	382166
GCA_902790765.1	Peptostreptococcales	RUG11894	1	23893	2106844	0.011340659298932432	0	0	0	0
GCA_004153445.1	Burkholderiales	Pusillimonas_B	3	79780	4148464	0.01923121425182911	0	0	47641	47641
GCA_022558965.1	Acetobacterales	Acidiphilium	6	215005	4422440	0.048616826910031566	0	0	0	0
GCA_024579835.1	Clostridiales	JG1575	1	21374	3425042	0.006240507415675486	0	0	0	0
GCA_000287335.1	Enterobacterales	GCF-000287335	0	0	1441139	0.0	0	0	0	0
GCA_900104695.1	Paenibacillales	Paenibacillus_AI	4	82623	5830986	0.014169644722179062	0	0	0	0
GCA_014218215.1	Mycobacteriales	Klenkia	6	136938	4594226	0.029806544127345933	0	0	41029	41029
GCA_024349745.1	Enterobacterales	Hamiltonella	3	57649	2258324	0.0255273379727621	11854	0	0	0
GCA_002005485.1	Acetobacterales	Gluconobacter	2	49067	3369297	0.014562978567932717	0	0	0	0
GCA_020637695.1	Rhizobiales	JAMLJD01	5	96265	3383761	0.02844911327957264	0	0	0	0
GCA_018432235.1	Peptostreptococcales	M1-B18	3	52919	4786322	0.011056297507773191	0	0	0	0
GCA_022869805.1	Halobacteriales	JALIQP01	4	62900	5058678	0.012434078626866544	12100	0	0	0
GCA_900155635.1	Coriobacteriales	Olsenella_G	0	0	1748607	0.0	0	0	0	0
GCA_000349975.1	Campylobacterales	Helicobacter_C	1	29587	2240130	0.013207715623646843	0	0	0	0
GCA_017624235.1	Lachnospirales	JAAYNV01	3	61435	2328530	0.026383598235796835	0	0	0	0
GCA_010537155.1	Erysipelotrichales	Amedibacterium	1	20261	2996298	0.006762010988226138	0	0	0	0
GCA_015476335.1	Rickettsiales	ESH-2018B	1	32520	1047039	0.031059014993710835	0	0	32520	32520
