Sample	AAI	Prop_Genes_Found	Mean_Syntenic_Correlation
GCA_016612605.1_ASM1661260v1	39.42857142857143	0.109375	0.99342621040585
GCA_013364235.1_ASM1336423v1	40.614285714285714	0.21875	0.9770629584515731
GCA_001279625.1_ASM127962v1	34.9	0.125	0.9592424527829662
GCA_020496275.1_ASM2049627v1	37.3125	0.125	0.9523635541720195
GCA_014203555.1_ASM1420355v1	34.042857142857144	0.109375	0.9994932664975634
GCA_020741675.1_ASM2074167v1	32.857142857142854	0.109375	0.9999794414433834
GCA_002080455.1_ASM208045v1	35.266666666666666	0.140625	0.9802788614286817
GCA_002777535.1_ASM277753v1	43.839999999999996	0.15625	0.9522440707814193
GCA_001722325.1_ASM172232v1	31.914285714285715	0.109375	0.9945045097773627
GCA_005049235.1_ASM504923v1	39.4	0.1875	0.9222136116112065
GCA_011602315.1_ASM1160231v1	57.207692307692305	0.203125	0.9971201828715182
GCA_020400595.1_ASM2040059v1	65.71428571428571	0.21875	0.9030427632517507
GCA_000749605.1_ASM74960v1	35.46666666666667	0.234375	0.9972705824636771
GCA_003935055.1_ASM393505v1	39.7	0.09375	0.9919963787200299
GCA_023072595.1_ASM2307259v1	41.457142857142856	0.109375	0.9998124372692132
GCA_010548275.1_ASM1054827v1	40.45	0.09375	0.9909985633106715
GCA_015910535.1_ASM1591053v1	33.61666666666667	0.09375	0.9973861788956055
GCA_900142575.1_IMG_taxon_2667527448_annotated_assembly	35.857142857142854	0.109375	0.9921570796540772
GCA_900111245.1_IMG_taxon_2675903055_annotated_assembly	32.0	0.09375	0.9306863751242587
GCA_008014485.1_ASM801448v1	35.17142857142857	0.109375	0.9956758088792312
GCA_000237305.1_ASM23730v1	41.042857142857144	0.109375	0.9132346979833668
GCA_900215615.1_IMG_taxon_2738541359_annotated_assembly	39.6875	0.125	0.8648836309875636
GCA_018070605.1_ASM1807060v1	40.04	0.15625	0.9930889325875984
GCA_014650195.1_ASM1465019v1	40.95384615384615	0.203125	0.9996882799535287
GCA_003265665.1_ASM326566v1	32.0	0.09375	0.9306863751242587
GCA_020819595.1_ASM2081959v1	39.83	0.15625	0.931739278036931
GCA_002154575.1_ASM215457v1	40.86363636363636	0.171875	0.7519029789154367
GCA_000982955.1_ASM98295v1	38.72857142857143	0.109375	0.9902222435823095
GCA_020884795.1_ASM2088479v1	74.621875	0.5	0.978094492289875
GCA_000404005.1_Streptomyces_sp._FXJ7.023	53.63846153846154	0.203125	0.9021234254935889
GCA_009862885.1_ASM986288v1	41.214285714285715	0.109375	0.9132406934682591
GCA_002904335.1_ASM290433v1	88.25483870967741	0.484375	0.7669576252887067
GCA_020034615.1_ASM2003461v1	42.0	0.125	0.9325640233705517
GCA_003994375.1_ASM399437v1	46.518181818181816	0.171875	0.9766544137555134
GCA_023630175.1_ASM2363017v1	34.3	0.109375	0.8903717458698188
GCA_018332675.1_ASM1833267v1	72.415625	0.5	0.9401343256565404
GCA_900105945.1_IMG_taxon_2634166899_annotated_assembly	92.12131147540984	0.953125	0.999368961183216
GCA_000384275.1_ASM38427v1	72.3970588235294	0.53125	0.9850559394187799
GCA_001418335.1_ASM141833v1	46.63333333333333	0.09375	0.9199046420385154
GCA_023864535.1_ASM2386453v1	35.17142857142857	0.109375	0.9958409493581595
GCA_008762295.1_ASM876229v1	35.17142857142857	0.109375	0.9956916419794755
GCA_002704055.1_ASM270405v1	35.18571428571428	0.109375	0.9956916419794752
GCA_000388135.1_Whole_genome_assembly	85.32558139534883	0.671875	0.8976581732811756
GCA_002140155.1_ASM214015v1	57.25833333333333	0.1875	0.9961482482427748
GCA_014650595.1_ASM1465059v1	41.575	0.125	0.9842708809360519
GCA_023865085.1_ASM2386508v1	34.27142857142857	0.21875	0.9968031640141266
GCA_023845025.1_ASM2384502v1	72.39375	0.5	0.9311539871457297
GCA_000244975.1_ASM24497v1	33.65	0.09375	0.9974779126182516
GCA_002954775.1_ASM295477v1	39.285714285714285	0.109375	0.9997713367962209
GCA_003984785.1_ASM398478v1	43.78823529411765	0.265625	0.9958568880414612
GCA_021600165.1_ASM2160016v1	37.74166666666667	0.1875	0.9866864038359406
GCA_001280095.1_ASM128009v1	51.88333333333333	0.1875	0.9998642433000708
GCA_001196635.1_5505_8_3	36.88666666666667	0.234375	0.9980333930426132
GCA_000719855.1_ASM71985v1	34.7125	0.125	0.9683397109864899
GCA_000749745.1_ASM74974v1	35.46666666666667	0.234375	0.9972705824636771
GCA_023864695.1_ASM2386469v1	35.17142857142857	0.109375	0.9958487518284276
GCA_001317985.1_5227_5_2	44.336363636363636	0.171875	0.9998288781478865
GCA_021352475.1_ASM2135247v1	35.17142857142857	0.109375	0.9962840791991495
GCA_003524885.1_ASM352488v1	42.8	0.265625	0.9987146153361891
GCA_000720635.1_ASM72063v1	39.725	0.125	0.9402382849195912
GCA_001640615.1_ASM164061v1	35.17142857142857	0.109375	0.9956678840531437
GCA_003399035.1_ASM339903v1	37.263636363636365	0.171875	0.9980428449866812
GCA_023864815.1_ASM2386481v1	35.17142857142857	0.109375	0.9958721255498042
GCA_014673495.1_ASM1467349v1	48.128571428571426	0.109375	0.9743795762271135
GCA_002551345.1_ASM255134v1	39.55714285714286	0.109375	0.99342621040585
GCA_000091305.1_ASM9130v1	37.733333333333334	0.09375	0.9903485240870096
GCA_002007685.1_ASM200768v1	36.58888888888889	0.140625	0.9811922974460324
GCA_900709245.2_PRJEB31649_3	35.46	0.234375	0.9972475749166635
GCA_001514035.1_ASM151403v1	62.51923076923077	0.40625	0.8625075399451767
GCA_014873145.1_ASM1487314v1	42.050000000000004	0.15625	0.9956089640079141
GCA_018070485.1_ASM1807048v1	54.276923076923076	0.203125	0.9973670020603164
GCA_008369905.1_ASM836990v1	49.97391304347826	0.359375	0.9478077843992623
GCA_003696265.1_ASM369626v1	35.142857142857146	0.109375	0.8109955457915372
GCA_003049355.1_ASM304935v1	35.46	0.234375	0.997345589210264
GCA_012163215.1_ASM1216321v1	35.44	0.234375	0.9972659873597947
GCA_900078675.2_PRJEB13236	35.7375	0.25	0.7497104878694072
GCA_000804185.1_ASM80418v1	35.17142857142857	0.109375	0.9956281773365139
GCA_001970135.1_ASM197013v1	35.142857142857146	0.109375	0.9934390427654105
GCA_022698305.1_ASM2269830v1	40.96666666666667	0.09375	0.9936846605259206
GCA_009765355.1_ASM976535v1	34.77142857142857	0.109375	0.8189506986557852
GCA_003387475.1_ASM338747v1	37.88333333333333	0.09375	0.9954305162331128
GCA_003945505.1_ASM394550v1	42.34285714285714	0.109375	0.971534353275745
GCA_005862235.1_ASM586223v1	52.154545454545456	0.171875	0.9246720027091379
GCA_022696125.1_ASM2269612v1	67.01428571428572	0.328125	0.6486777312160327
GCA_012277335.1_ASM1227733v1	44.47	0.15625	0.9990966852549061
GCA_001207945.1_5227_7_9	36.88666666666667	0.234375	0.9980475255244362
GCA_900091585.1_IMG_taxon_2619619644_annotated_assembly	54.02142857142857	0.21875	0.9959712793230191
GCA_023515955.1_ASM2351595v1	38.388888888888886	0.140625	0.9999822832738055
GCA_020010925.1_ASM2001092v1	39.725	0.1875	0.9734896208232162
GCA_900454265.1_49642_B01	31.4	0.09375	0.9921279279061654
GCA_900099965.1_IMG_taxon_2675903065_annotated_assembly	41.77142857142857	0.109375	0.990696704303824
GCA_001570645.1_ASM157064v1	37.766666666666666	0.1875	0.9877954444136359
GCA_017813245.1_ASM1781324v1	29.75	0.09375	0.9177532840252465
GCA_001294345.1_ASM129434v1	53.135714285714286	0.21875	0.9989099597925593
GCA_010548245.1_ASM1054824v1	39.75833333333333	0.1875	0.9904700627663386
GCA_000720235.1_ASM72023v1	35.1	0.125	0.9685768486682889
GCA_003397725.1_ASM339772v1	35.46	0.234375	0.9973618075372623
GCA_023391235.1_ASM2339123v1	41.07142857142857	0.109375	0.9922339126892163
GCA_022179485.1_ASM2217948v1	33.25714285714285	0.109375	0.9580059972557284
GCA_021725495.1_ASM2172549v1	58.35454545454545	0.171875	0.9304516041229701
GCA_002939505.1_ASM293950v1	36.56	0.234375	0.9972705824636771
GCA_000720725.1_ASM72072v1	38.73	0.15625	0.9896380862914977
GCA_018070125.1_ASM1807012v1	42.1875	0.125	0.9324828892399231
GCA_000816025.1_ASM81602v1	42.8625	0.125	0.9049479438808787
GCA_004364395.1_ASM436439v1	68.75	0.34375	0.974026187525472
GCA_023864595.1_ASM2386459v1	35.17142857142857	0.109375	0.9958253275992897
GCA_900105265.1_IMG_taxon_2675903008_annotated_assembly	67.1875	0.25	0.9415126596022643
GCA_001905365.1_ASM190536v1	44.74545454545455	0.171875	0.9992645021898561
GCA_021264725.1_ASM2126472v1	62.29090909090909	0.171875	0.9246860452539913
GCA_004125275.1_ASM412527v1	46.518181818181816	0.171875	0.9766544137555133
GCA_014649235.1_ASM1464923v1	69.48571428571428	0.21875	0.9043187662802366
GCA_018035285.1_ASM1803528v1	60.4875	0.125	0.9981204360033097
GCA_024341705.1_ASM2434170v1	53.525	0.25	0.9685921158923428
GCA_002188355.1_ASM218835v1	42.95384615384615	0.203125	0.929076787569436
GCA_018070535.1_ASM1807053v1	42.525	0.125	0.9335638520369675
GCA_000719505.1_ASM71950v1	52.08571428571429	0.21875	0.8622399834879383
GCA_011766325.1_ASM1176632v1	39.6375	0.125	0.9984662304916115
GCA_003392415.1_ASM339241v1	36.6	0.234375	0.9975989574537527
GCA_004125265.1_ASM412526v1	40.371428571428574	0.109375	0.9971034913086424
GCA_001553435.1_ASM155343v1	37.75833333333333	0.1875	0.9866504223782658
GCA_000722185.1_ASM72218v1	43.98571428571429	0.109375	0.9972740225426789
GCA_000299175.2_ASM29917v2	44.0	0.125	0.9955985305954539
GCA_014656275.1_ASM1465627v1	45.211111111111116	0.140625	0.9998379634487558
GCA_900120685.1_14722_6_22	35.18571428571428	0.109375	0.9956361296768916
GCA_009908195.1_ASM990819v1	51.39230769230769	0.203125	0.9986316553306476
GCA_015478325.1_ASM1547832v1	35.07692307692308	0.203125	0.9661820330825993
GCA_018070055.1_ASM1807005v1	42.1	0.125	0.9325121124420924
GCA_003392855.1_ASM339285v1	34.27142857142857	0.21875	0.9968056500081909
GCA_000963515.1_ASM96351v1	41.15	0.125	0.9113868855183321
GCA_014650115.1_ASM1465011v1	56.27333333333333	0.234375	0.964237920088928
GCA_020873855.1_ASM2087385v1	42.1125	0.125	0.9325001430046075
GCA_900460115.1_53878_B01	38.00833333333333	0.1875	0.9967993954996981
GCA_014649975.1_ASM1464997v1	43.48571428571429	0.109375	0.9986160253419952
GCA_010669165.1_ASM1066916v1	40.1	0.09375	0.9979776024981274
GCA_000717655.1_ASM71765v1	70.88571428571429	0.21875	0.8820264191967165
GCA_000803805.1_ASM80380v1	35.15714285714286	0.109375	0.9954518445441181
GCA_015711595.1_ASM1571159v1	42.0875	0.125	0.9142846915257634
GCA_001191715.1_5505_8_8	36.906666666666666	0.234375	0.9979462707052598
GCA_011801125.1_ASM1180112v1	35.68	0.234375	0.9770406232892523
GCA_002703945.1_ASM270394v1	35.18571428571428	0.109375	0.9956758088792312
GCA_003546285.1_ASM354628v1	42.29090909090909	0.171875	0.9994343849017572
GCA_006489195.2_ASM648919v2	58.21666666666667	0.1875	0.9965951138824484
GCA_002573675.1_ASM257367v1	53.666666666666664	0.234375	0.8892984883351327
GCA_001394175.1_6540_1_21	35.70666666666667	0.234375	0.9973057557485341
GCA_021261405.1_ASM2126140v1	32.28888888888889	0.140625	0.9063619168594865
GCA_023865015.1_ASM2386501v1	35.46	0.234375	0.9972935098155581
GCA_900089585.1_IMG_taxon_2622736535_annotated_assembly	53.61333333333333	0.234375	0.887541003773137
GCA_003984925.1_ASM398492v1	42.1375	0.125	0.9324597862946424
GCA_002708565.1_ASM270856v1	35.45333333333333	0.234375	0.9972613890506321
GCA_000374985.1_ASM37498v1	55.72727272727273	0.171875	0.9962957297457082
GCA_002891865.1_ASM289186v1	42.528571428571425	0.109375	0.9997841542054462
GCA_003663795.1_ASM366379v1	41.34166666666667	0.1875	0.9431435385142269
GCA_001184735.1_ASM118473v1	35.46666666666667	0.234375	0.9972659873597947
GCA_900169865.1_IonXpress_029	36.82	0.234375	0.9977219395094669
GCA_002803195.1_ASM280319v1	44.21	0.15625	0.7953597594331112
GCA_000429185.2_ASM42918v2	53.516666666666666	0.1875	0.9268225478180898
GCA_001705785.1_ASM170578v1	37.775	0.1875	0.9866103115300764
GCA_000749825.1_ASM74982v1	35.46666666666667	0.234375	0.9972705824636771
GCA_022827705.1_ASM2282770v1	40.92857142857143	0.109375	0.9134471093398401
GCA_017872985.1_ASM1787298v1	53.87692307692308	0.203125	0.9959753081511613
GCA_021026275.1_ASM2102627v1	35.142857142857146	0.109375	0.9938159564612588
GCA_018614155.1_ASM1861415v1	70.22666666666666	0.234375	0.9444717783707111
GCA_016905445.1_ASM1690544v1	40.7	0.09375	0.9942909004542644
GCA_023865195.1_ASM2386519v1	35.46	0.234375	0.997298085634741
GCA_002026285.1_ASM202628v1	35.46666666666667	0.234375	0.9972917568416864
GCA_000737195.2_ASM73719v2	57.02142857142857	0.21875	0.9989303697932792
GCA_020026305.1_ASM2002630v1	43.32222222222222	0.140625	0.9619268238776427
GCA_019933235.1_ASM1993323v1	46.825	0.1875	0.9445997730200257
GCA_018614185.1_ASM1861418v1	32.333333333333336	0.09375	0.9988126551203307
GCA_017876235.1_ASM1787623v1	36.72857142857143	0.109375	0.9991966341656549
GCA_019890635.1_ASM1989063v1	53.95333333333333	0.234375	0.9839907444822495
GCA_000568915.1_ASM56891v1	57.55384615384615	0.203125	0.9963245336143202
GCA_020881015.1_ASM2088101v1	42.75	0.125	0.9344333266359263
GCA_000787775.1_ASM78777v1	36.225	0.125	0.9685231558442372
GCA_000145235.1_ASM14523v1	49.8625	0.25	0.9944916131703375
GCA_014156695.1_ASM1415669v1	40.68888888888889	0.140625	0.9840643247083998
GCA_002802945.1_ASM280294v1	38.041666666666664	0.1875	0.9968092545069864
GCA_000958545.1_ASM95854v1	44.32857142857143	0.21875	0.9594796729729814
GCA_000568255.1_ASM56825v1	44.02857142857143	0.109375	0.9054353891274811
GCA_020740535.1_ASM2074053v1	37.233333333333334	0.09375	0.999895505554053
GCA_003112535.1_ASM311253v1	54.356249999999996	0.25	0.9184931441097461
GCA_003573595.1_ASM357359v1	51.075	0.125	0.9975592544242123
GCA_004795715.1_ASM479571v1	42.15	0.125	0.9324952716894436
GCA_006088715.1_ASM608871v1	39.8	0.09375	0.9920794344821686
GCA_003395645.1_ASM339564v1	37.153333333333336	0.234375	0.9980061540857174
GCA_008064995.1_ASM806499v1	48.114285714285714	0.109375	0.9743790268538574
GCA_900091445.1_IMG_taxon_2623620567_annotated_assembly	54.278571428571425	0.21875	0.9601022074474077
GCA_008761715.1_ASM876171v1	35.53333333333333	0.234375	0.9972659873597948
GCA_020341595.1_ASM2034159v1	39.0875	0.125	0.9925855159779092
GCA_014203735.1_ASM1420373v1	39.714285714285715	0.21875	0.9736724557646635
GCA_014217585.1_ASM1421758v1	36.5	0.125	0.981212305667799
GCA_005864065.1_ASM586406v1	38.371428571428574	0.109375	0.9996643463899741
GCA_014203355.1_ASM1420335v1	76.1078947368421	0.59375	0.9979020095592014
GCA_017948485.1_ASM1794848v1	69.535	0.3125	0.9717501553711609
GCA_017969075.1_ASM1796907v1	46.07	0.15625	0.9859049555853691
GCA_000524035.1_ASM52403v1	68.6375	0.125	0.9311140590994581
GCA_023864795.1_ASM2386479v1	35.46	0.234375	0.9973708586922301
GCA_001398035.1_6174_1_6	35.45333333333333	0.234375	0.9972819353381216
GCA_016862795.1_ASM1686279v1	41.416666666666664	0.09375	0.9973362368525416
GCA_900111175.1_IMG_taxon_2616644847_annotated_assembly	41.01538461538462	0.203125	0.949392052443869
GCA_002703685.1_ASM270368v1	35.46666666666667	0.234375	0.9973142417230122
GCA_021228125.1_ASM2122812v1	42.166666666666664	0.09375	0.9945379679573294
GCA_014874055.1_ASM1487405v1	39.714285714285715	0.21875	0.9736724557646634
GCA_019038635.1_ASM1903863v1	48.71764705882353	0.265625	0.989039207148405
GCA_001011035.1_ASM101103v1	42.68571428571428	0.109375	0.9714946718918321
GCA_018326205.1_ASM1832620v1	43.46666666666667	0.140625	0.9971775904841925
GCA_014161415.1_ASM1416141v1	38.457142857142856	0.109375	0.9997321092703586
GCA_019456635.1_ASM1945663v1	37.8	0.1875	0.9866348041671101
GCA_000317595.1_Sipom9103v1.0	50.90909090909091	0.171875	0.944570330148536
GCA_002156005.1_ASM215600v1	85.45555555555556	0.28125	0.9162608887251984
GCA_003751945.1_ASM375194v1	45.36666666666667	0.09375	0.9940209816240375
GCA_001742805.1_ASM174280v1	99.77903225806452	0.96875	0.9999761164775413
GCA_023865115.1_ASM2386511v1	35.46	0.234375	0.9973209163354693
GCA_003721415.1_ASM372141v1	32.77777777777778	0.140625	0.9916638929883105
GCA_020995455.1_ASM2099545v1	49.918749999999996	0.25	0.9943972588835266
GCA_000721255.1_ASM72125v1	42.35	0.125	0.9963447426397496
GCA_014650095.1_ASM1465009v1	61.31666666666667	0.1875	0.9595746382346955
GCA_022747965.1_ASM2274796v1	36.55	0.125	0.9813334903547084
GCA_001514305.1_ASM151430v1	53.48235294117647	0.265625	0.9783809922889033
GCA_001626145.1_ASM162614v1	47.284615384615385	0.203125	0.9992330490714919
GCA_013387285.1_ASM1338728v1	42.72857142857143	0.109375	0.989628398272984
GCA_023864715.1_ASM2386471v1	35.17142857142857	0.109375	0.9957626169628631
GCA_009872515.1_ASM987251v1	51.800000000000004	0.1875	0.9996642545338835
GCA_003595545.1_ASM359554v1	64.73076923076923	0.203125	0.9197720628233326
GCA_000454025.1_ASM45402v1	99.77903225806452	0.96875	0.999976116477541
GCA_009663875.1_ASM966387v1	35.46	0.234375	0.9973232138131505
GCA_001318685.1_5319_2_10	36.96	0.234375	0.9980393780554196
GCA_004121465.1_ASM412146v1	35.46	0.234375	0.9972705824636771
GCA_014649835.1_ASM1464983v1	42.2875	0.125	0.9332074820310594
GCA_001270365.1_ASM127036v1	35.486666666666665	0.234375	0.9973661032053364
GCA_023864385.1_ASM2386438v1	35.17142857142857	0.109375	0.9958487518284276
GCA_009184865.1_ASM918486v1	54.70666666666666	0.234375	0.8537372163130028
GCA_001197435.1_5227_7_8	36.88666666666667	0.234375	0.9979890085256128
GCA_001746425.1_ASM174642v1	69.63809523809523	0.328125	0.962758972755898
GCA_002688545.1_ASM268854v1	53.526666666666664	0.234375	0.88669481203096
GCA_900091565.1_IMG_taxon_2622736534_annotated_assembly	53.238461538461536	0.203125	0.9962965771009002
GCA_018614355.1_ASM1861435v1	32.333333333333336	0.09375	0.9988126551203308
GCA_002703785.1_ASM270378v1	35.18571428571428	0.109375	0.9956758088792312
GCA_014680085.1_ASM1468008v1	54.24285714285714	0.21875	0.9951674155642438
GCA_001318705.1_5319_2_8	36.88666666666667	0.234375	0.9980203810575878
GCA_000158815.1_ASM15881v1	47.94285714285714	0.109375	0.9134166905652453
GCA_000215815.2_ASM21581v2	37.794444444444444	0.28125	0.9214055239448998
GCA_001216745.1_7520_7_46	35.628571428571426	0.21875	0.9983635428677522
GCA_001414545.1_ASM141454v1	44.4	0.125	0.9985631542618811
GCA_023864775.1_ASM2386477v1	35.46	0.234375	0.9973708586922301
GCA_016860525.1_ASM1686052v1	55.25333333333333	0.234375	0.9742171803489864
GCA_000749765.1_ASM74976v1	35.18571428571428	0.109375	0.9957074529815231
GCA_001298575.1_Actinobacteria.strain_OK074_v1.0	41.61666666666667	0.09375	0.9858902203987131
GCA_000717925.1_ASM71792v1	34.975	0.125	0.9594122569213948
GCA_001191955.1_5319_2_9	36.88666666666667	0.234375	0.9980391198045331
GCA_023864265.1_ASM2386426v1	35.46	0.234375	0.9973618075372622
GCA_000092385.1_ASM9238v1	44.61666666666667	0.09375	0.9973152116821755
GCA_023498005.1_ASM2349800v1	43.95	0.09375	0.9405580414311019
GCA_003664255.1_ASM366425v1	54.50714285714286	0.21875	0.9509298470438985
GCA_000700945.1_ASM70094v1	99.78548387096774	0.96875	0.9999756533292671
GCA_900110955.1_IMG_taxon_2667527444_annotated_assembly	40.46	0.15625	0.9510185409748686
GCA_001267885.1_ASM126788v1	39.725	0.125	0.9905750811965083
GCA_001632865.1_ASM163286v1	39.6625	0.125	0.9905721619501777
GCA_001211765.1_5319_2_6	36.88666666666667	0.234375	0.9980234060260148
GCA_002028385.1_ASM202838v1	35.37777777777778	0.140625	0.980307461007419
GCA_001660045.1_ASM166004v1	68.56666666666666	0.28125	0.9730600941698876
GCA_900109405.1_IMG_taxon_2675903023_annotated_assembly	37.666666666666664	0.1875	0.9897239094169599
GCA_002258905.1_ASM225890v1	53.945	0.3125	0.9929143144494765
GCA_020515735.1_ASM2051573v1	68.8578947368421	0.296875	0.9242672120044659
GCA_005047355.1_ASM504735v1	69.46666666666667	0.1875	0.8906719548074281
GCA_010548505.1_ASM1054850v1	39.15714285714286	0.109375	0.9996612025633275
GCA_005490965.1_ASM549096v1	42.05	0.125	0.9325494352851806
GCA_001195665.1_5227_8_6	35.46	0.234375	0.9972962600545225
GCA_900659625.1_LMG29178_FinalContigs.fasta.gz	68.6	0.53125	0.9235754029726005
GCA_000744225.1_ASM74422v1	55.50714285714286	0.21875	0.6331125898860905
GCA_003814735.1_ASM381473v1	40.725	0.125	0.9202019289724546
GCA_024448165.1_ASM2444816v1	61.86296296296296	0.421875	0.9554405280008633
GCA_001345215.1_6180_2_7	36.89333333333333	0.234375	0.9977402928124373
GCA_000716435.1_ASM71643v1	42.6375	0.125	0.941841763170772
GCA_000250675.3_ASM25067v3	35.56	0.234375	0.9761396813286995
GCA_017876405.1_ASM1787640v1	39.166666666666664	0.234375	0.9903491695161721
GCA_002551435.1_ASM255143v1	39.528571428571425	0.109375	0.99342621040585
GCA_001640645.1_ASM164064v1	35.17142857142857	0.109375	0.9956758088792312
GCA_003408515.1_ASM340851v1	53.99230769230769	0.203125	0.9959781978568868
GCA_022213265.1_ASM2221326v1	51.43888888888889	0.28125	0.9766011440886293
GCA_017968935.1_ASM1796893v1	37.766666666666666	0.09375	0.9904736581226101
GCA_008728085.1_ASM872808v1	38.51428571428571	0.109375	0.9994947904247833
GCA_010548725.1_ASM1054872v1	51.758823529411764	0.265625	0.9951528424249414
GCA_016612665.1_ASM1661266v1	40.15714285714286	0.109375	0.99899005240448
GCA_001418655.1_ASM141865v1	42.583333333333336	0.1875	0.9668974558853842
GCA_000484695.1_ASM48469v1	37.03	0.15625	0.9988699665947496
GCA_900091495.1_IMG_taxon_2622736613_annotated_assembly	54.97142857142857	0.21875	0.9951509010098493
GCA_000721115.1_ASM72111v1	58.9	0.171875	0.9943148420668034
GCA_011170145.1_ASM1117014v1	37.983333333333334	0.1875	0.9968081764776858
GCA_000749665.1_ASM74966v1	35.2	0.109375	0.9957468835786789
GCA_003395835.1_ASM339583v1	34.27142857142857	0.21875	0.9967636141298819
GCA_002703735.1_ASM270373v1	35.46666666666667	0.234375	0.9973678860346308
GCA_024752535.1_ASM2475253v1	41.7125	0.125	0.9742363743915683
GCA_000803985.1_ASM80398v1	35.128571428571426	0.109375	0.9955643613409524
GCA_023701695.1_ASM2370169v1	44.75	0.125	0.9884189249720664
GCA_001318085.1_5227_7_10	36.88666666666667	0.234375	0.9980154153350128
GCA_020177475.1_ASM2017747v1	39.44285714285714	0.109375	0.9939429383416838
GCA_001047315.1_ASM104731v1	68.75263157894737	0.296875	0.9526468857039001
GCA_001013905.1_sleC34	64.065625	0.5	0.9834584846914791
GCA_900090255.1_IMG_taxon_2619619011_annotated_assembly	49.95625	0.25	0.9944045296592472
GCA_003696215.1_ASM369621v1	41.50833333333333	0.1875	0.9971113412691297
GCA_009865505.1_ASM986550v1	48.738461538461536	0.203125	0.9980448375112909
GCA_008704575.1_ASM870457v1	40.627272727272725	0.171875	0.752380620225018
GCA_001318665.1_5319_2_11	36.88666666666667	0.234375	0.9980277467851164
GCA_014203475.1_ASM1420347v1	40.96666666666667	0.09375	0.9936846605259205
GCA_004794665.1_ASM479466v1	48.27142857142857	0.109375	0.9743899562084626
GCA_001748165.1_ASM174816v1	62.45454545454545	0.171875	0.8877060213805366
GCA_014648615.1_ASM1464861v1	40.15	0.09375	0.9936057318845288
GCA_023864545.1_ASM2386454v1	35.46	0.234375	0.9973117937443541
GCA_000718705.1_ASM71870v1	34.9875	0.125	0.9685716920747344
GCA_001294605.1_ASM129460v1	39.611111111111114	0.140625	0.9151636795893621
GCA_001652995.1_ASM165299v1	53.93846153846154	0.203125	0.9959753081511613
GCA_003395435.1_ASM339543v1	34.27142857142857	0.21875	0.9968000757990074
GCA_020215905.1_ASM2021590v1	31.942857142857143	0.109375	0.9981543244487936
GCA_000719625.1_ASM71962v1	34.9875	0.125	0.9685716920747344
