assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_000012945.1_ASM1294v1	NA	74	72	100.00	2.70	66	Yes
GCA_000013025.1_ASM1302v1	NA	74	73	100.00	1.35	65	Yes
GCA_000013205.1_ASM1320v1	NA	73	70	98.65	4.05	63	Yes
GCA_000013225.1_ASM1322v1	NA	72	70	97.30	2.70	64	Yes
GCA_000013325.1_ASM1332v1	NA	73	72	98.65	1.35	64	Yes
GCA_000013345.1_ASM1334v1	NA	74	69	100.00	9.46	56	Yes
GCA_000013365.1_ASM1336v1	NA	73	73	98.65	0.00	56	Yes
GCA_000013385.1_ASM1338v1	NA	73	70	98.65	4.05	59	Yes
GCA_000013605.1_ASM1360v1	NA	73	69	98.65	5.41	65	Yes
GCA_000013645.1_ASM1364v1	NA	73	68	98.65	17.57	60	Yes
GCA_000013685.1_ASM1368v1	NA	73	73	98.65	0.00	58	Yes
GCA_000013765.1_ASM1376v1	NA	74	74	100.00	0.00	71	Yes
GCA_000013985.1_ASM1398v1	NA	74	71	100.00	4.05	61	Yes
GCA_000014065.1_ASM1406v1	NA	74	73	100.00	1.35	63	Yes
GCA_000014125.1_ASM1412v1	NA	73	70	98.65	5.41	68	Yes
GCA_000014205.1_ASM1420v1	NA	73	72	98.65	1.35	70	Yes
GCA_000014225.1_ASM1422v1	NA	73	70	98.65	4.05	68	Yes
GCA_000014345.1_ASM1434v1	NA	69	69	93.24	0.00	62	Yes
GCA_000014425.1_ASM1442v1	NA	72	72	97.30	0.00	68	Yes
GCA_000014565.1_ASM1456v1	NA	72	67	97.30	9.46	60	Yes
GCA_000014585.1_ASM1458v1	NA	73	71	98.65	2.70	64	Yes
GCA_000014685.1_ASM1468v1	NA	73	71	98.65	2.70	69	Yes
GCA_000014705.1_ASM1470v1	NA	73	68	98.65	6.76	66	Yes
GCA_000014745.1_ASM1474v1	NA	73	72	98.65	1.35	64	Yes
GCA_000014765.1_ASM1476v1	NA	72	69	97.30	5.41	64	Yes
GCA_000014885.1_ASM1488v1	NA	73	73	98.65	0.00	70	Yes
GCA_000015165.1_ASM1516v1	NA	73	68	98.65	6.76	56	Yes
GCA_000015185.1_ASM1518v1	NA	73	71	98.65	5.41	69	Yes
GCA_000015245.1_ASM1524v1	NA	73	73	98.65	0.00	70	Yes
GCA_000015265.1_ASM1526v1	NA	73	72	98.65	1.35	61	Yes
GCA_000015285.1_ASM1528v1	NA	74	68	100.00	8.11	66	Yes
GCA_000015305.1_ASM1530v1	NA	74	73	100.00	1.35	64	Yes
GCA_000015325.1_ASM1532v1	NA	74	73	100.00	1.35	67	Yes
GCA_000015365.1_ASM1536v1	NA	74	73	100.00	5.41	70	Yes
GCA_000015445.1_ASM1544v1	NA	74	60	100.00	18.92	48	Yes
GCA_000015505.1_ASM1550v1	NA	73	66	98.65	9.46	60	Yes
GCA_000015545.1_ASM1554v1	NA	74	72	100.00	5.41	66	Yes
GCA_000015565.1_ASM1556v1	NA	74	74	100.00	0.00	69	Yes
GCA_000015585.1_ASM1558v1	NA	74	72	100.00	2.70	69	Yes
GCA_000015645.1_ASM1564v1	NA	71	70	95.95	1.35	62	Yes
GCA_000015665.1_ASM1566v1	NA	71	70	95.95	1.35	61	Yes
GCA_000015685.1_ASM1568v1	NA	73	72	98.65	1.35	65	Yes
GCA_000015705.1_ASM1570v1	NA	73	72	98.65	1.35	66	Yes
GCA_000015865.1_ASM1586v1	NA	73	73	98.65	0.00	69	Yes
GCA_000015965.1_ASM1596v1	NA	71	70	95.95	1.35	62	Yes
GCA_000016425.1_ASM1642v1	NA	73	70	98.65	5.41	63	Yes
GCA_000016545.1_ASM1654v1	NA	74	72	100.00	2.70	69	Yes
GCA_000017105.1_ASM1710v1	NA	73	72	98.65	1.35	68	Yes
GCA_000017205.1_ASM1720v1	NA	72	71	97.30	1.35	70	Yes
GCA_000017265.1_ASM1726v1	NA	73	70	98.65	5.41	61	Yes
GCA_000017305.1_ASM1730v1	NA	74	71	100.00	4.05	63	Yes
GCA_000017405.1_ASM1740v1	NA	73	69	98.65	6.76	58	Yes
GCA_000017505.1_ASM1750v1	NA	73	70	98.65	4.05	58	Yes
GCA_000017565.1_ASM1756v1	NA	73	72	98.65	1.35	63	Yes
GCA_000017645.1_ASM1764v1	NA	74	73	100.00	1.35	61	Yes
GCA_000017705.1_ASM1770v1	NA	73	69	98.65	5.41	66	Yes
GCA_000017845.1_ASM1784v1	NA	72	68	97.30	5.41	65	Yes
GCA_000018025.1_ASM1802v1	NA	73	70	98.65	4.05	68	Yes
GCA_000018065.1_ASM1806v1	NA	71	70	95.95	1.35	63	Yes
GCA_000018205.1_ASM1820v1	NA	68	68	91.89	0.00	60	Yes
GCA_000018285.1_ASM1828v1	NA	73	73	98.65	0.00	71	Yes
GCA_000018345.1_ASM1834v1	NA	72	70	97.30	2.70	62	Yes
GCA_000018545.1_ASM1854v1	NA	73	71	98.65	2.70	60	Yes
GCA_000018765.1_ASM1876v1	NA	73	72	98.65	1.35	70	Yes
GCA_000019045.1_ASM1904v1	NA	72	71	97.30	1.35	67	Yes
GCA_000019065.1_ASM1906v1	NA	69	68	93.24	1.35	65	Yes
GCA_000019125.1_ASM1912v1	NA	72	71	97.30	1.35	68	Yes
GCA_000019185.1_ASM1918v1	NA	73	73	98.65	0.00	71	Yes
GCA_000019225.1_ASM1922v1	NA	74	74	100.00	0.00	71	Yes
GCA_000019525.1_ASM1952v1	NA	73	73	98.65	0.00	70	Yes
GCA_000019585.2_ASM1958v2	NA	74	73	100.00	1.35	68	Yes
GCA_000019905.1_ASM1990v1	NA	74	74	100.00	0.00	72	Yes
GCA_000019945.1_ASM1994v1	NA	74	71	100.00	4.05	58	Yes
GCA_000020025.1_ASM2002v1	NA	73	69	98.65	6.76	63	Yes
GCA_000020045.1_ASM2004v1	NA	74	69	100.00	6.76	63	Yes
GCA_000020125.1_ASM2012v1	NA	73	70	98.65	4.05	62	Yes
GCA_000020285.1_ASM2028v1	NA	73	72	98.65	1.35	69	Yes
GCA_000020305.1_ASM2030v1	NA	70	69	94.59	1.35	62	Yes
GCA_000020445.1_ASM2044v1	NA	73	70	98.65	4.05	53	Yes
GCA_000020805.1_ASM2080v1	NA	73	71	98.65	2.70	60	Yes
GCA_000021085.1_ASM2108v1	NA	64	63	86.49	1.35	59	Yes
GCA_000021365.1_ASM2136v1	NA	73	73	98.65	0.00	59	Yes
GCA_000021765.1_ASM2176v1	NA	74	73	100.00	1.35	67	Yes
GCA_000021865.1_ASM2186v1	NA	74	74	100.00	0.00	64	Yes
GCA_000022025.1_ASM2202v1	NA	73	70	98.65	4.05	59	Yes
GCA_000022065.1_ASM2206v1	NA	73	73	98.65	0.00	68	Yes
GCA_000022085.1_ASM2208v1	NA	74	72	100.00	4.05	62	Yes
GCA_000022325.1_ASM2232v1	NA	74	73	100.00	1.35	69	Yes
GCA_000022725.1_ASM2272v1	NA	73	73	98.65	0.00	62	Yes
GCA_000023045.1_ASM2304v1	NA	74	74	100.00	0.00	72	Yes
GCA_000023185.1_ASM2318v1	NA	73	71	98.65	2.70	59	Yes
GCA_000023405.1_ASM2340v1	NA	74	74	100.00	0.00	59	Yes
GCA_000023565.1_ASM2356v1	NA	74	74	100.00	0.00	72	Yes
GCA_000023705.1_ASM2370v1	NA	73	72	98.65	1.35	68	Yes
GCA_000023865.1_ASM2386v1	NA	72	70	97.30	2.70	59	Yes
GCA_000024105.1_ASM2410v1	NA	68	68	91.89	0.00	62	Yes
GCA_000024225.1_ASM2422v1	NA	74	72	100.00	2.70	68	Yes
GCA_000024245.1_ASM2424v1	NA	72	72	97.30	0.00	62	Yes
GCA_000024285.1_ASM2428v1	NA	74	74	100.00	0.00	71	Yes
GCA_000024345.1_ASM2434v1	NA	74	69	100.00	6.76	57	Yes
GCA_000024365.1_ASM2436v1	NA	74	71	100.00	4.05	62	Yes
GCA_000024445.1_ASM2444v1	NA	72	69	97.30	4.05	61	Yes
GCA_000024505.1_ASM2450v1	NA	70	70	94.59	0.00	60	Yes
GCA_000024865.1_ASM2486v1	NA	72	68	97.30	8.11	60	Yes
GCA_000024965.1_ASM2496v1	NA	74	74	100.00	0.00	66	Yes
GCA_000025345.1_ASM2534v1	NA	74	73	100.00	1.35	63	Yes
GCA_000025545.1_ASM2554v1	NA	74	73	100.00	1.35	70	Yes
GCA_000025645.1_ASM2564v1	NA	72	72	97.30	0.00	68	Yes
GCA_000025705.1_ASM2570v1	NA	70	69	94.59	1.35	66	Yes
GCA_000026105.1_ASM2610v1	NA	72	70	97.30	2.70	67	Yes
GCA_000026145.1_ASM2614v1	NA	73	72	98.65	1.35	59	Yes
GCA_000026185.1_ASM2618v1	NA	72	72	97.30	0.00	70	Yes
GCA_000026205.1_ASM2620v1	NA	58	57	78.38	1.35	53	Yes
GCA_000027065.2_ASM2706v1	NA	67	67	90.54	0.00	65	Yes
GCA_000027085.1_ASM2708v1	NA	70	70	94.59	0.00	68	Yes
GCA_000027165.1_ASM2716v1	NA	73	71	98.65	2.70	68	Yes
GCA_000027225.1_ASM2722v1	NA	74	74	100.00	0.00	72	Yes
GCA_000043285.1_ASM4328v1	NA	69	69	93.24	0.00	66	Yes
GCA_000046845.1_ASM4684v1	NA	72	72	97.30	0.00	70	Yes
GCA_000055785.1_ASM5578v1	NA	74	74	100.00	0.00	71	Yes
GCA_000058485.1_ASM5848v1	NA	73	70	98.65	5.41	54	Yes
GCA_000067045.1_ASM6704v1	NA	73	73	98.65	0.00	64	Yes
GCA_000067165.1_ASM6716v1	NA	73	65	98.65	14.86	57	Yes
GCA_000069785.1_ASM6978v1	NA	74	71	100.00	5.41	64	Yes
GCA_000083545.1_ASM8354v1	NA	74	72	100.00	4.05	57	Yes
GCA_000087965.1_ASM8796v1	NA	73	73	98.65	0.00	68	Yes
GCA_000090965.1_ASM9096v1	NA	58	57	78.38	1.35	55	Yes
GCA_000091305.1_ASM9130v1	NA	73	66	98.65	12.16	58	Yes
GCA_000091325.1_ASM9132v1	NA	73	71	98.65	2.70	69	Yes
GCA_000091465.1_ASM9146v1	NA	72	67	97.30	6.76	66	Yes
GCA_000092045.1_ASM9204v1	NA	73	72	98.65	1.35	61	Yes
GCA_000092225.1_ASM9222v1	NA	74	72	100.00	2.70	68	Yes
GCA_000092285.1_ASM9228v1	NA	73	73	98.65	0.00	66	Yes
GCA_000092385.1_ASM9238v1	NA	72	66	97.30	9.46	55	Yes
GCA_000092505.1_ASM9250v1	NA	72	70	97.30	2.70	66	Yes
GCA_000092865.1_ASM9286v1	NA	74	71	100.00	4.05	61	Yes
GCA_000092885.1_ASM9288v1	NA	72	71	97.30	1.35	64	Yes
GCA_000092925.1_ASM9292v1	NA	73	73	98.65	0.00	62	Yes
GCA_000093025.1_ASM9302v1	NA	73	73	98.65	0.00	68	Yes
GCA_000143145.1_ASM14314v1	NA	72	71	97.30	1.35	57	Yes
GCA_000143225.1_ASM14322v1	NA	74	73	100.00	1.35	68	Yes
GCA_000143685.1_ASM14368v1	NA	73	72	98.65	1.35	71	Yes
GCA_000143885.2_ASM14388v2	NA	74	72	100.00	2.70	63	Yes
GCA_000144605.1_ASM14460v1	NA	74	74	100.00	0.00	63	Yes
GCA_000144625.1_ASM14462v1	NA	72	67	97.30	6.76	63	Yes
GCA_000145035.1_ASM14503v1	NA	74	69	100.00	6.76	65	Yes
GCA_000145215.1_ASM14521v1	NA	74	74	100.00	0.00	70	Yes
GCA_000145255.1_ASM14525v1	NA	71	71	95.95	0.00	67	Yes
GCA_000145845.2_ASM14584v2	NA	73	72	98.65	1.35	68	Yes
GCA_000146165.2_ASM14616v2	NA	73	71	98.65	2.70	69	Yes
GCA_000146585.1_ASM14658v1	NA	74	72	100.00	2.70	70	Yes
GCA_000147695.3_ASM14769v3	NA	71	70	95.95	1.35	67	Yes
GCA_000147835.3_ASM14783v3	NA	74	74	100.00	0.00	65	Yes
GCA_000148585.3_ASM14858v3	NA	74	74	100.00	0.00	72	Yes
GCA_000148645.1_ASM14864v1	NA	73	73	98.65	0.00	71	Yes
GCA_000148725.1_ASM14872v1	NA	73	71	98.65	2.70	60	Yes
GCA_000152245.2_ASM15224v2	NA	70	69	94.59	1.35	63	Yes
GCA_000152625.1_ASM15262v1	NA	74	72	100.00	2.70	62	Yes
GCA_000152725.1_ASM15272v1	NA	74	72	100.00	5.41	61	Yes
GCA_000152745.1_ASM15274v1	NA	72	72	97.30	0.00	65	Yes
GCA_000152785.1_ASM15278v1	NA	73	72	98.65	1.35	62	Yes
GCA_000152845.1_ASM15284v1	NA	74	71	100.00	4.05	61	Yes
GCA_000152865.1_ASM15286v1	NA	73	73	98.65	0.00	64	Yes
GCA_000152885.1_ASM15288v1	NA	68	67	91.89	4.05	64	Yes
GCA_000153025.1_ASM15302v1	NA	68	67	91.89	1.35	63	Yes
GCA_000153045.1_ASM15304v1	NA	73	65	98.65	12.16	57	Yes
GCA_000153145.1_ASM15314v1	NA	73	73	98.65	0.00	60	Yes
GCA_000153285.1_ASM15328v1	NA	72	71	97.30	1.35	66	Yes
GCA_000153325.1_ASM15332v1	NA	72	71	97.30	1.35	67	Yes
GCA_000153405.2_ASM15340v2	NA	74	74	100.00	0.00	71	Yes
GCA_000153425.1_ASM15342v1	NA	73	69	98.65	5.41	63	Yes
GCA_000153445.1_ASM15344v1	NA	73	73	98.65	0.00	68	Yes
GCA_000153545.1_ASM15354v1	NA	73	73	98.65	0.00	63	Yes
GCA_000153745.1_ASM15374v1	NA	73	68	98.65	6.76	59	Yes
GCA_000153765.1_ASM15376v1	NA	72	72	97.30	0.00	68	Yes
GCA_000153805.1_ASM15380v1	NA	71	69	95.95	2.70	62	Yes
GCA_000153825.1_ASM15382v1	NA	73	72	98.65	1.35	65	Yes
GCA_000154705.2_ASM15470v2	NA	73	73	98.65	0.00	62	Yes
GCA_000155635.1_ASM15563v1	NA	73	72	98.65	1.35	63	Yes
GCA_000155775.1_ASM15577v1	NA	67	67	90.54	0.00	66	Yes
GCA_000155895.1_ASM15589v1	NA	72	72	97.30	0.00	65	Yes
GCA_000155955.1_ASM15595v1	NA	74	72	100.00	2.70	69	Yes
GCA_000155975.1_ASM15597v1	NA	69	69	93.24	0.00	67	Yes
GCA_000156155.1_ASM15615v1	NA	74	74	100.00	0.00	68	Yes
GCA_000156255.1_ASM15625v1	NA	73	72	98.65	1.35	59	Yes
GCA_000156295.1_ASM15629v1	NA	73	70	98.65	4.05	64	Yes
GCA_000156335.1_ASM15633v1	NA	74	71	100.00	4.05	60	Yes
GCA_000156355.1_ASM15635v1	NA	62	62	83.78	0.00	59	Yes
GCA_000158095.2_ASM15809v2	NA	72	70	97.30	2.70	59	Yes
GCA_000158135.1_ASM15813v1	NA	74	73	100.00	1.35	64	Yes
GCA_000158175.1_ASM15817v1	NA	72	72	97.30	0.00	68	Yes
GCA_000158475.2_Oxal_for_HOxBLS_2_V2	NA	72	71	97.30	1.35	67	Yes
GCA_000159015.1_ASM15901v1	NA	73	73	98.65	0.00	67	Yes
GCA_000159455.2_ASM15945v2	NA	73	72	98.65	1.35	69	Yes
GCA_000159695.1_ASM15969v1	NA	70	70	94.59	0.00	65	Yes
GCA_000160055.1_ASM16005v1	NA	73	71	98.65	2.70	68	Yes
GCA_000160135.1_ASM16013v1	NA	73	66	98.65	9.46	57	Yes
GCA_000160615.1_ASM16061v1	NA	72	72	97.30	0.00	60	Yes
GCA_000160695.1_ASM16069v1	NA	73	72	98.65	1.35	70	Yes
GCA_000160775.2_ASM16077v2	NA	74	72	100.00	2.70	64	Yes
GCA_000161775.1_ASM16177v1	NA	74	69	100.00	6.76	59	Yes
GCA_000161795.2_ASM16179v2	NA	73	72	98.65	1.35	66	Yes
GCA_000162475.2_Gran_ele_ATCC_700633_V2	NA	67	67	90.54	0.00	64	Yes
GCA_000165125.2_Vcar_1.0	NA	73	72	98.65	1.35	70	Yes
GCA_000165465.1_ASM16546v1	NA	73	72	98.65	1.35	69	Yes
GCA_000165485.1_ASM16548v1	NA	74	66	100.00	10.81	55	Yes
GCA_000165735.1_ASM16573v1	NA	73	72	98.65	1.35	69	Yes
GCA_000165835.1_ASM16583v1	NA	73	72	98.65	1.35	68	Yes
GCA_000166135.1_ASM16613v1	NA	74	68	100.00	10.81	56	Yes
GCA_000166295.1_ASM16629v1	NA	73	70	98.65	4.05	66	Yes
GCA_000166335.1_ASM16633v1	NA	74	73	100.00	1.35	71	Yes
GCA_000166355.1_ASM16635v1	NA	74	74	100.00	0.00	71	Yes
GCA_000166415.1_ASM16641v1	NA	72	70	97.30	2.70	68	Yes
GCA_000166515.1_WH6_v1	NA	69	68	93.24	1.35	67	Yes
GCA_000166695.1_ASM16669v1	NA	74	74	100.00	0.00	71	Yes
GCA_000166775.1_ASM16677v1	NA	74	74	100.00	0.00	71	Yes
GCA_000168975.1_ASM16897v1	NA	73	71	98.65	2.70	57	Yes
GCA_000168995.1_ASM16899v1	NA	72	72	97.30	0.00	64	Yes
GCA_000169115.1_ASM16911v1	NA	72	71	97.30	1.35	68	Yes
GCA_000169255.2_ASM16925v2	NA	71	71	95.95	0.00	69	Yes
GCA_000169375.1_ASM16937v1	NA	72	69	97.30	4.05	63	Yes
GCA_000169435.1_ASM16943v1	NA	74	72	100.00	2.70	64	Yes
GCA_000171815.1_ASM17181v1	NA	52	51	70.27	1.35	44	Yes
GCA_000172795.2_ASM17279v2	NA	73	71	98.65	2.70	60	Yes
GCA_000173375.1_ASM17337v1	NA	73	72	98.65	1.35	60	Yes
GCA_000175795.2_ASM17579v2	NA	74	73	100.00	1.35	67	Yes
GCA_000175935.2_ASM17593v2	NA	74	72	100.00	2.70	70	Yes
GCA_000176035.2_ASM17603v2	NA	73	70	98.65	4.05	58	Yes
GCA_000176235.1_ASM17623v1	NA	73	70	98.65	4.05	68	Yes
GCA_000176855.2_ASM17685v2	NA	74	73	100.00	1.35	68	Yes
GCA_000177195.2_ASM17719v2	NA	73	71	98.65	2.70	65	Yes
GCA_000177375.1_ASM17737v1	NA	68	68	91.89	0.00	66	Yes
GCA_000177535.2_ASM17753v2	NA	73	72	98.65	1.35	61	Yes
GCA_000177615.2_ASM17761v2	NA	74	69	100.00	6.76	55	Yes
GCA_000178395.2_ASM17839v2	NA	73	73	98.65	0.00	70	Yes
GCA_000178995.1_ASM17899v1	NA	73	73	98.65	0.00	60	Yes
GCA_000179235.2_ASM17923v2	NA	73	72	98.65	1.35	68	Yes
GCA_000179395.2_ASM17939v2	NA	74	73	100.00	1.35	66	Yes
GCA_000179635.2_ASM17963v2	NA	74	73	100.00	1.35	68	Yes
GCA_000181515.1_ASM18151v1	NA	74	74	100.00	0.00	65	Yes
GCA_000182745.1_ASM18274v1	NA	72	72	97.30	0.00	63	Yes
GCA_000183445.2_ASM18344v1	NA	72	70	97.30	2.70	65	Yes
GCA_000183505.2_ASM18350v1	NA	73	72	98.65	1.35	67	Yes
GCA_000183665.1_ASM18366v1	NA	71	70	95.95	1.35	62	Yes
GCA_000184435.1_ASM18443v1	NA	72	70	97.30	2.70	62	Yes
GCA_000184745.1_ASM18474v1	NA	74	72	100.00	2.70	66	Yes
GCA_000185965.1_ASM18596v1	NA	74	72	100.00	2.70	68	Yes
GCA_000185985.2_ASM18598v2	NA	70	70	94.59	0.00	67	Yes
GCA_000186705.2_ASM18670v1	NA	74	72	100.00	2.70	62	Yes
GCA_000187445.1_ASM18744v1	NA	74	73	100.00	1.35	71	Yes
GCA_000187465.1_ASM18746v1	NA	73	72	98.65	1.35	69	Yes
GCA_000187585.1_ASM18758v1	NA	74	73	100.00	1.35	71	Yes
GCA_000187975.3_ASM18797v3	NA	73	73	98.65	0.00	72	Yes
GCA_000188015.3_ASM18801v3	NA	74	74	100.00	0.00	72	Yes
GCA_000188155.3_ASM18815v3	NA	73	68	98.65	6.76	58	Yes
GCA_000189275.2_ASM18927v1	NA	73	73	98.65	0.00	71	Yes
GCA_000189395.2_ASM18939v1	NA	74	74	100.00	0.00	73	Yes
GCA_000189535.1_ASM18953v1	NA	72	70	97.30	4.05	59	Yes
GCA_000190755.3_ASM19075v3	NA	71	68	95.95	4.05	65	Yes
GCA_000192245.1_ASM19224v1	NA	73	71	98.65	2.70	69	Yes
GCA_000192435.2_ASM19243v1	NA	74	72	100.00	2.70	64	Yes
GCA_000192575.1_NovNit_2.0	NA	73	70	98.65	4.05	63	Yes
GCA_000192635.1_ASM19263v1	NA	72	72	97.30	0.00	60	Yes
GCA_000192865.1_ASM19286v1	NA	73	73	98.65	0.00	71	Yes
GCA_000193205.1_ASM19320v1	NA	70	69	94.59	1.35	67	Yes
GCA_000195085.1_ASM19508v1	NA	73	72	98.65	1.35	64	Yes
GCA_000195105.1_ASM19510v1	NA	74	71	100.00	4.05	68	Yes
GCA_000195555.1_ASM19555v1	NA	72	71	97.30	1.35	69	Yes
GCA_000195575.1_ASM19557v1	NA	74	73	100.00	1.35	70	Yes
GCA_000195795.1_ASM19579v1	NA	74	71	100.00	4.05	69	Yes
GCA_000195855.1_ASM19585v1	NA	74	74	100.00	0.00	62	Yes
GCA_000196155.1_ASM19615v1	NA	74	72	100.00	2.70	70	Yes
GCA_000196235.1_ASM19623v1	NA	73	70	98.65	9.46	59	Yes
GCA_000196255.1_ASM19625v1	NA	74	70	100.00	6.76	67	Yes
GCA_000196295.1_ASM19629v1	NA	74	74	100.00	0.00	71	Yes
GCA_000196355.1_ASM19635v1	NA	72	69	97.30	4.05	62	Yes
GCA_000196435.1_ASM19643v1	NA	73	71	98.65	4.05	61	Yes
GCA_000196475.1_ASM19647v1	NA	74	73	100.00	1.35	71	Yes
GCA_000196495.1_ASM19649v1	NA	74	73	100.00	1.35	71	Yes
GCA_000196615.1_ASM19661v1	NA	71	71	95.95	0.00	69	Yes
GCA_000196675.2_ASM19667v2	NA	74	69	100.00	9.46	61	Yes
GCA_000196795.1_ASM19679v1	NA	74	73	100.00	1.35	71	Yes
GCA_000196875.2_ASM19687v2	NA	74	74	100.00	0.00	72	Yes
GCA_000197735.1_ASM19773v1	NA	74	74	100.00	0.00	66	Yes
GCA_000200475.1_ASM20047v1	NA	74	74	100.00	0.00	71	Yes
GCA_000202635.1_ASM20263v1	NA	74	73	100.00	1.35	62	Yes
GCA_000203935.1_ASM20393v1	NA	73	71	98.65	2.70	69	Yes
GCA_000203975.3_ASM20397v3	NA	74	73	100.00	1.35	65	Yes
GCA_000204155.1_ASM20415v1	NA	73	68	98.65	6.76	60	Yes
GCA_000204295.1_ASM20429v1	NA	74	73	100.00	1.35	71	Yes
GCA_000204565.1_ASM20456v1	NA	72	68	97.30	5.41	66	Yes
GCA_000204645.1_ASM20464v1	NA	74	72	100.00	2.70	65	Yes
GCA_000209675.1_ASM20967v1	NA	74	73	100.00	1.35	70	Yes
GCA_000209755.1_ASM20975v1	NA	74	71	100.00	4.05	69	Yes
GCA_000209815.1_ASM20981v1	NA	72	68	97.30	5.41	63	Yes
GCA_000210875.1_ASM21087v1	NA	74	73	100.00	1.35	70	Yes
GCA_000210895.1_ASM21089v1	NA	74	73	100.00	1.35	71	Yes
GCA_000211495.1_ASM21149v1	NA	74	70	100.00	5.41	68	Yes
GCA_000212335.1_ASM21233v1	NA	73	73	98.65	0.00	71	Yes
GCA_000212695.1_ASM21269v1	NA	74	71	100.00	4.05	61	Yes
GCA_000212815.1_ASM21281v1	NA	73	72	98.65	1.35	70	Yes
GCA_000212855.1_ASM21285v1	NA	73	72	98.65	1.35	70	Yes
GCA_000213655.1_ASM21365v1	NA	74	70	100.00	5.41	66	Yes
GCA_000213805.1_ASM21380v1	NA	72	72	97.30	0.00	71	Yes
GCA_000214095.3_ASM21409v3	NA	74	72	100.00	2.70	69	Yes
GCA_000214155.1_ASM21415v1	NA	74	74	100.00	0.00	66	Yes
GCA_000214215.1_ASM21421v1	NA	73	73	98.65	0.00	71	Yes
GCA_000214475.2_ASM21447v1	NA	69	67	93.24	2.70	59	Yes
GCA_000214665.1_ASM21466v1	NA	72	67	97.30	9.46	63	Yes
GCA_000215105.1_ASM21510v1	NA	74	73	100.00	1.35	66	Yes
GCA_000215665.1_ASM21566v1	NA	74	73	100.00	1.35	66	Yes
GCA_000215705.1_ASM21570v1	NA	74	72	100.00	4.05	66	Yes
GCA_000217635.1_ASM21763v1	NA	57	57	77.03	0.00	52	Yes
GCA_000217915.2_ASM21791v1	NA	71	70	95.95	1.35	68	Yes
GCA_000217935.2_Rhein_1.0	NA	73	73	98.65	0.00	71	Yes
GCA_000217955.4_PfluHK442.0	NA	73	73	98.65	0.00	69	Yes
GCA_000218405.2_Lach_bact_3_1_57FAA_CT1_V1	NA	73	69	98.65	5.41	63	Yes
GCA_000218545.1_ASM21854v1	NA	74	71	100.00	5.41	62	Yes
GCA_000218705.1_HNLC1	NA	71	69	95.95	2.70	60	Yes
