sample	gene-cluster-id	aggregate-bitscore	aai-to-query	mean-sequence-to-query-ratio	proportion-query-genes-found	syntenic-correlation	number-background-genes	copy-counts	KEY-PROTEIN_AAC01711.1 - PID	KEY-PROTEIN_AAC01711.1 - SQR	KEY-PROTEIN_AAC01710.1 - PID	KEY-PROTEIN_AAC01710.1 - SQR	KEY-PROTEIN_AAC01714.1 - PID	KEY-PROTEIN_AAC01714.1 - SQR	KEY-PROTEIN_AAC01712.2 - PID	KEY-PROTEIN_AAC01712.2 - SQR	KEY-PROTEIN_AAC01713.1 - PID	KEY-PROTEIN_AAC01713.1 - SQR	AAS07760.1 - PID	AAS07760.1 - SQR	AAC01725.1 - PID	AAC01725.1 - SQR	AAG52989.1 - PID	AAG52989.1 - SQR	AAG52988.1 - PID	AAG52988.1 - SQR	AAS07743.1 - PID	AAS07743.1 - SQR	AAC01718.1 - PID	AAC01718.1 - SQR	AAC01730.1 - PID	AAC01730.1 - SQR	AAC01733.1 - PID	AAC01733.1 - SQR	AAC01733.1 - PID	AAC01733.1 - SQR	AAC01737.2 - PID	AAC01737.2 - SQR	AAS07748.1 - PID	AAS07748.1 - SQR	AAC01729.1 - PID	AAC01729.1 - SQR	AAS07758.1 - PID	AAS07758.1 - SQR	AAC01728.1 - PID	AAC01728.1 - SQR	AAG52990.1 - PID	AAG52990.1 - SQR	AAC01709.1 - PID	AAC01709.1 - SQR	AAS07746.1 - PID	AAS07746.1 - SQR	AAS07740.1 - PID	AAS07740.1 - SQR	AAS07747.1 - PID	AAS07747.1 - SQR	AAC01740.2 - PID	AAC01740.2 - SQR	AAC01720.1 - PID	AAC01720.1 - SQR	AAC01731.1 - PID	AAC01731.1 - SQR	AAS07754.1 - PID	AAS07754.1 - SQR	AAG52987.1 - PID	AAG52987.1 - SQR	KEY-PROTEIN_AAC01717.1 - PID	KEY-PROTEIN_AAC01717.1 - SQR	AAS07750.1 - PID	AAS07750.1 - SQR	AAS07744.1 - PID	AAS07744.1 - SQR	AAC01706.1 - PID	AAC01706.1 - SQR	AAC01706.1 - PID	AAC01706.1 - SQR	AAS07751.1 - PID	AAS07751.1 - SQR	AAC01734.1 - PID	AAC01734.1 - SQR	AAS07745.1 - PID	AAS07745.1 - SQR	AAC01735.3 - PID	AAC01735.3 - SQR	AAC01724.1 - PID	AAC01724.1 - SQR	AAC01739.2 - PID	AAC01739.2 - SQR	AAS07742.1 - PID	AAS07742.1 - SQR	AAC01738.1 - PID	AAC01738.1 - SQR	AAC01719.1 - PID	AAC01719.1 - SQR	AAC01715.1 - PID	AAC01715.1 - SQR	AAG52991.1 - PID	AAG52991.1 - SQR	AAC01707.1 - PID	AAC01707.1 - SQR	AAC01723.1 - PID	AAC01723.1 - SQR	AAS07741.1 - PID	AAS07741.1 - SQR	AAC01726.1 - PID	AAC01726.1 - SQR	AAC01722.2 - PID	AAC01722.2 - SQR	AAC01721.1 - PID	AAC01721.1 - SQR	AAS07757.1 - PID	AAS07757.1 - SQR	AAS07755.1 - PID	AAS07755.1 - SQR	AAS07755.1 - PID	AAS07755.1 - SQR	AAS07738.1 - PID	AAS07738.1 - SQR	AAS07749.1 - PID	AAS07749.1 - SQR	AAC01727.1 - PID	AAC01727.1 - SQR	AAS07762.1 - PID	AAS07762.1 - SQR	AAS07759.1 - PID	AAS07759.1 - SQR	AAS07739.1 - PID	AAS07739.1 - SQR	AAC01708.1 - PID	AAC01708.1 - SQR	AAS07753.1 - PID	AAS07753.1 - SQR	AAC01716.1 - PID	AAC01716.1 - SQR	AAS07761.1 - PID	AAS07761.1 - SQR
GCA_011602315.1_ASM1160231v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_011602315.1_ASM1160231v1_fai-gene-cluster-2.gbk	4278.0	53.6	0.5531456632679219	0.046875	0.9999191532594403	1	1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	43.8	1.4867588932806324	68.8	0.06272439281942978	0.0	0.0	0.0	0.0	48.2	0.1099537037037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_011602315.1_ASM1160231v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_011602315.1_ASM1160231v1_fai-gene-cluster-1.gbk	5753.4	55.60909090909091	1.0069297035145286	0.171875	0.9964616016037718	3	0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0	0.0	0.0	28.8	0.25934530095036956	46.5	1.453852915323762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.2	1.0399201596806387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.5	1.0	0.0	0.0	59.8	1.053072625698324	0.0	0.0	67.6	0.9857549857549858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.6	1.088235294117647	0.0	0.0	0.0	0.0	57.0	0.9806949806949807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.5	1.3319148936170213	65.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.8	0.8834355828220859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_020400595.1_ASM2040059v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_020400595.1_ASM2040059v1_fai-gene-cluster-2.gbk	3716.0	44.300000000000004	0.4299198126955496	0.046875	0.9959174535611639	0	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	42.6	0.7296442687747036	40.2	0.15607180570221754	50.1	0.40404336360972753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_020400595.1_ASM2040059v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_020400595.1_ASM2040059v1_fai-gene-cluster-1.gbk	7364.0	67.12307692307692	0.9551474339564014	0.203125	0.889774950350406	8	0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0	0.0	0.0	35.4	0.10813093980992608	64.4	0.6319953120421916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.2	1.1377245508982037	0.0	0.0	0.0	0.0	63.6	1.072562358276644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.6	0.9974226804123711	0.0	0.0	68.5	1.0195530726256983	0.0	0.0	73.1	1.0284900284900285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.5	1.2281368821292775	61.2	1.023076923076923	65.8	0.9961389961389961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.5	1.2595744680851064	79.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.6	0.9141104294478528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_000749605.1_ASM74960v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_000749605.1_ASM74960v1_fai-gene-cluster-1.gbk	3408.4	35.18571428571428	0.7104848639719067	0.109375	0.9956916419794752	8	1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36.3	0.3612648221343874	30.1	0.14910242872228088	44.6	0.6170524465279813	40.1	1.1979580260918887	30.3	0.7471064814814815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.2	1.0496277915632755	0.0	0.0	0.0	0.0	35.7	0.8512820512820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_000749605.1_ASM74960v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_000749605.1_ASM74960v1_fai-gene-cluster-2.gbk	1564.0	34.86666666666667	0.9597766796763786	0.140625	0.999456807749495	4	0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.0	0.0	28.1	0.10623020063357973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	0.909297052154195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8	1.342042755344418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	1.1446700507614214	0.0	0.0	32.8	0.9871794871794872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.9	1.0263157894736843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.7	1.0914634146341464	0.0	0.0	0.0	0.0	0.0	0.0	47.6	1.0107913669064748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.1	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_003935055.1_ASM393505v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_003935055.1_ASM393505v1_fai-gene-cluster-1.gbk	7755.7	39.7	0.8788858212052839	0.09375	0.9919963787200299	3	6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	49.4	1.0434782608695652	27.5	0.10116156282998943	46.5	1.275417521242309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.4	1.0521091811414391	0.0	0.0	0.0	0.0	0.0	0.0	29.4	0.8358974358974359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.9652509652509652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_023072595.1_ASM2307259v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_023072595.1_ASM2307259v1_fai-gene-cluster-1.gbk	7179.6	41.457142857142856	1.012482899294475	0.109375	0.9998124372692132	3	2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	48.6	2.089723320158103	52.5	0.37148891235480463	38.2	0.8625842367418693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.9	0.8641025641025641	0.0	0.0	38.9	1.012853470437018	35.1	0.9097938144329897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.9768339768339769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_010548275.1_ASM1054827v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_010548275.1_ASM1054827v1_fai-gene-cluster-1.gbk	5919.0	40.45	0.7520209378979998	0.09375	0.9909985633106715	3	2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	44.8	0.4316205533596838	40.9	0.498416050686378	50.1	0.5648989159097568	42.0	1.0340328984685196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.4	1.0719602977667493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.5	0.9111969111969112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_015910535.1_ASM1591053v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_015910535.1_ASM1591053v1_fai-gene-cluster-1.gbk	1809.9	33.61666666666667	0.7618498444825786	0.09375	0.9973861788956055	13	1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	28.0	1.0375494071146245	34.8	0.10791974656810982	34.9	0.31673014942865513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.2	1.0883838383838385	0.0	0.0	0.0	0.0	0.0	0.0	40.8	1.0591259640102828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.9613899613899614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_900142575.1_IMG_taxon_2667527448_annotated_assembly	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_900142575.1_IMG_taxon_2667527448_annotated_assembly_fai-gene-cluster-1.gbk	510.9	30.025	0.5727031209274229	0.0625	0.9890897076628653	8	1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	28.0	0.08320158102766799	0.0	0.0	0.0	0.0	28.5	0.24049914917753829	0.0	0.0	0.0	0.0	32.7	0.975095785440613	30.9	0.9920159680638723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_900142575.1_IMG_taxon_2667527448_annotated_assembly	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_900142575.1_IMG_taxon_2667527448_annotated_assembly_fai-gene-cluster-2.gbk	2089.0	40.9	0.8461468652751096	0.0625	0.9995187724329857	1	0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0.0	0.0	49.3	0.35691657866948256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.3	0.9693486590038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.4	1.022332506203474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.6	1.0359897172236503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_900111245.1_IMG_taxon_2675903055_annotated_assembly	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_900111245.1_IMG_taxon_2675903055_annotated_assembly_fai-gene-cluster-1.gbk	920.0	32.0	0.4186589144781188	0.09375	0.9306863751242587	14	1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26.1	0.08379446640316206	31.5	0.11362196409714889	34.6	0.10049809551714034	28.2	0.2342597844583097	0.0	0.0	0.0	0.0	33.7	0.946360153256705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.9	1.0334190231362468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_008014485.1_ASM801448v1	/home/salamzade/Multicellularity_and_BGC_Abundances/Actino/Search_for_MIBiG_BGCs/Coarse_Search_for_Rifamycin/fai_Results/GC_Segment_Processing/GeneCluster_Genbanks/GCA_008014485.1_ASM801448v1_fai-gene-cluster-1.gbk	3407.4	35.17142857142857	0.7107339214195431	0.109375	0.9956758088792312	8	1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	36.3	0.3612648221343874	30.1	0.14910242872228088	44.5	0.6176384412540287	40.1	1.1979580260918887	30.3	0.7482638888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.2	1.0496277915632755	0.0	0.0	0.0	0.0	35.7	0.8512820512820513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
