DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
GCA_002865625|CDS_7138|9|170	16.29073003902417
GCA_000836295|CDS_5012|42|147	6.647817481888637
GCA_002865625|CDS_1344|55|151	14.669586226650809
GCA_000442125|CDS_2312|108|257	17.586700235918745
GCA_000467715|CDS_1247|51|211	19.767003889607842
GCA_001557505|CDS_5625|218|391	19.338187314462736
GCA_003988795|CDS_9639|61|208	19.79860287567955
GCA_002865625|CDS_7936|281|426	14.747146969020106
GCA_900536445|CDS_1328|46|230	12.75448733218585
GCA_900073065|CDS_14609|114|290	16.99139982823808
GCA_900073065|CDS_2800|50|227	12.025949097207121
GCA_900073065|CDS_5027|51|165	15.3829996588791
GCA_900073065|CDS_5319|81|191	10.818156412055226
GCA_002105025|CDS_10460|38|181	14.772113295386326
GCA_002865625|CDS_7387|40|119	12.761953896871203
GCA_003988945|CDS_8865|9|134	14.12726117252733
GCA_003313425|CDS_12127|47|253	14.165579296318468
GCA_900073065|CDS_18677|43|184	17.249491605148652
GCA_002865625|CDS_11078|6|154	18.30277065724028
GCA_900073065|CDS_15327|36|120	13.19586056766465
GCA_002162545|CDS_6993|52|213	16.86646109162978
GCA_003988795|CDS_4593|49|186	18.612610173661267
GCA_002865625|CDS_8411|51|185	18.213248577854436
GCA_003988795|CDS_8503|53|191	13.057991946977685
GCA_000365145|CDS_2593|48|197	17.85078088734462
GCA_002865625|CDS_12658|50|187	19.913640169325248
GCA_900536445|CDS_3643|104|233	13.790484985457368
GCA_900073065|CDS_6664|46|189	16.4672456210075
GCA_000442125|CDS_5719|14|175	28.642065152999546
GCA_000738655|CDS_6690|64|212	14.714442690992225
GCA_002865625|CDS_6975|50|133	12.341988603342887
GCA_002865625|CDS_15813|51|186	17.32605800136591
GCA_001642045|CDS_9319|120|304	16.481486060122112
GCA_003988795|CDS_9634|83|216	15.034798298974087
GCA_900536445|CDS_11610|48|136	13.488116639021124
GCA_002865625|CDS_13716|3|97	-2.0
GCA_900073065|CDS_4982|53|207	20.441291429466833
GCA_001447215|CDS_9337|83|171	15.468521082957745
GCA_000738655|CDS_1006|50|215	21.769551078621724
GCA_002865625|CDS_6318|47|125	14.017276612331454
GCA_001692735|CDS_3340|48|146	16.931814138253838
GCA_002865625|CDS_5403|42|184	18.25570701687732
GCA_002319055|CDS_3081|57|206	16.97881070093006
GCA_000365145|CDS_860|54|202	15.97061622231479
GCA_000836435|CDS_3439|48|229	13.9100948885606
GCA_000836435|CDS_8116|63|201	10.360513510731412
GCA_000365145|CDS_2570|86|219	20.262807357295262
GCA_000836435|CDS_2211|54|168	15.427128397799518
GCA_003868215|CDS_451|77|219	11.164943898279883
GCA_001481775|CDS_7512|49|187	14.785156151952302
GCA_000365145|CDS_5469|51|205	17.962573502059374
GCA_003988795|CDS_8231|149|299	13.070581074285705
GCA_002319055|CDS_8747|61|228	12.761953896871203
GCA_000464535|CDS_5072|51|201	14.119758224104519
GCA_000836435|CDS_1159|1|64	5.7121982700697735
GCA_002865625|CDS_13117|92|296	17.86327943284359
GCA_002865625|CDS_7576|53|134	15.772113295386324
GCA_000365145|CDS_5088|75|253	16.97061622231479
GCA_003073855|CDS_16219|7|137	15.216096420727265
GCA_003012165|CDS_142|75|221	18.204815410317575
GCA_003671545|CDS_11215|101|267	19.127843727251705
GCA_000812075|CDS_6355|70|206	17.137272471682024
GCA_002865625|CDS_8192|74|218	16.92081875395237
GCA_000732205|CDS_8523|67|225	16.899629454882433
GCA_001662655|CDS_9220|75|234	15.450996737974211
GCA_002162485|CDS_5859|45|183	14.785156151952302
GCA_002162545|CDS_6866|45|183	17.549750891680635
GCA_001563115|CDS_1061|64|215	16.982966660701216
GCA_000467715|CDS_8196|63|197	14.303643611266667
GCA_001600455|CDS_7500|124|215	6.131355561605173
GCA_000963775|CDS_7867|49|135	18.18111458540599
GCA_003012165|CDS_523|44|126	16.779891911959943
GCA_900073065|CDS_4935|45|179	17.48412615628832
GCA_004335205|CDS_4148|56|201	15.178486471595225
GCA_003868215|CDS_3687|93|178	10.872895201635192
GCA_900465125|CDS_2632|174|264	10.175223537524452
GCA_001599595|CDS_11910|42|215	17.431798275933005
GCA_003988795|CDS_1130|60|194	11.600326278518962
GCA_000464535|CDS_880|68|198	13.920818753952373
GCA_002105095|CDS_2097|57|191	12.59176003468815
GCA_900073065|CDS_1925|57|191	11.742321425130815
GCA_002368545|CDS_7408|570|699	17.69680394257951
GCA_000365145|CDS_2065|45|211	16.782516055786093
GCA_003016335|CDS_3712|10|92	18.51004152057516
GCA_002368545|CDS_8400|130|216	13.164943898279882
GCA_002368545|CDS_4771|137|227	19.71444269099222
GCA_002368545|CDS_6327|109|196	15.386158178123928
GCA_002368545|CDS_4805|131|219	16.202040356262803
GCA_001636725|CDS_4921|231|355	12.360513510731414
GCA_001566295|CDS_8341|53|202	17.122628654130224
GCA_900290415|CDS_3855|8|51	13.238824186844267
GCA_002865625|CDS_15488|35|118	15.303643611266665
GCA_001599915|CDS_1760|44|237	16.943095148663527
GCA_000338955|CDS_7184|14|74	7.96657624451305
GCA_001599915|CDS_8583|44|218	19.906578314837763
GCA_001600455|CDS_357|304|494	18.413412695328244
GCA_003073855|CDS_4028|43|100	7.045275209020936
GCA_000442125|CDS_6160|54|190	15.429457060118102
GCA_001566295|CDS_9450|47|217	19.35753547975788
GCA_002368545|CDS_4198|52|156	15.669586226650807
GCA_004155245|CDS_5190|60|238	18.68402965454308
GCA_004155245|CDS_5297|60|238	21.314258261397736
GCA_001557505|CDS_7697|80|243	19.892790030352128
GCA_000349385|CDS_11344|72|235	14.124938736608298
GCA_027596945|CDS_11678|35|130	6.217527375833713
GCA_027596075|CDS_5468|387|524	4.954677021213342
GCA_027596135|CDS_238|23|156	8.735182176990463
GCA_900618795|CDS_3453|138|279	14.605548319173783
GCA_000365145|CDS_3107|100|265	16.649751981665837
GCA_003184365|CDS_8885|44|118	9.041914151478915
GCA_900073065|CDS_4093|4|165	20.636388020107855
GCA_002162485|CDS_6179|53|219	19.549750891680638
GCA_001600455|CDS_4942|82|279	23.588380294036767
GCA_001600455|CDS_2813|50|203	18.264401100301818
GCA_002798055|CDS_7069|50|154	23.212539525481585
GCA_000392275|CDS_1856|4|137	19.08354605145007
GCA_002927785|CDS_9851|48|217	20.978810700930058
GCA_000146915|CDS_7646|74|247	26.841637507904746
GCA_004335205|CDS_9066|57|234	26.04866248120408
GCA_000836295|CDS_3341|26|115	16.08354605145007
GCA_001662655|CDS_6097|83|178	26.497572880015564
GCA_002865625|CDS_14275|68|176	20.920818753952375
GCA_900073065|CDS_14713|66|181	25.281498311132726
GCA_000467715|CDS_6094|61|234	25.358525889495898
GCA_002240705|CDS_13117|67|151	14.214670164989231
GCA_000146915|CDS_9061|67|213	16.899629454882433
GCA_001642045|CDS_5973|46|211	17.51999305704285
GCA_003073855|CDS_12947|46|222	19.739928612014925
GCA_002865625|CDS_16324|66|179	15.006123085058787
GCA_001563115|CDS_4439|90|249	16.86012091359876
GCA_003868215|CDS_697|56|229	11.642065152999544
GCA_003073855|CDS_8911|158|286	17.41793663708829
GCA_000516985|CDS_1393|61|226	18.974694134735227
GCA_001566295|CDS_11676|87|231	16.60032627851896
GCA_003073855|CDS_5907|1|140	18.563837352959244
GCA_001557505|CDS_9920|87|257	23.1765257708297
GCA_002368545|CDS_4904|147|312	15.101274818410506
GCA_000182925|CDS_7497|50|185	19.20411998265592
GCA_900618795|CDS_6453|43|197	16.94692155651658
GCA_000516985|CDS_8166|49|188	17.537602002101043
GCA_003988945|CDS_1576|363|503	17.262012673666568
GCA_002104995|CDS_6727|49|159	8.280668713016272
GCA_002705745|CDS_7237|59|197	11.91721462968355
GCA_001510565|CDS_405|53|256	13.351639989019066
GCA_001510565|CDS_2369|58|149	13.380906669373257
GCA_002105025|CDS_8119|57|222	19.707743928643524
GCA_000349385|CDS_996|4|123	15.899629454882435
GCA_001692735|CDS_9814|62|225	15.94692155651658
GCA_002865625|CDS_16545|34|177	18.950781977329818
GCA_900536445|CDS_3850|57|224	23.067019178076798
GCA_001557505|CDS_8108|432|570	15.364516253185085
GCA_001563115|CDS_12884|398|538	12.036684488613888
GCA_002865625|CDS_11628|264|409	19.677780705266077
GCA_002865625|CDS_13718|40|177	19.489454989793387
GCA_002865625|CDS_8879|72|216	18.812479279163536
GCA_001692735|CDS_12933|257|410	18.11918640771921
GCA_001692735|CDS_7232|308|447	16.259637310505756
GCA_001692735|CDS_8390|15|162	18.047207556955907
GCA_001642045|CDS_12390|65|206	10.962573502059374
GCA_003313425|CDS_7383|137|279	16.078313524516396
GCA_000836295|CDS_3914|1|88	8.289036881004723
GCA_002865625|CDS_8627|117|271	11.115771230367395
GCA_002865625|CDS_15622|63|153	16.943095148663527
GCA_002865625|CDS_8917|41|122	12.950781977329818
GCA_900073065|CDS_4315|315|503	11.744727494896692
GCA_900290415|CDS_2340|395|554	12.88941028970075
GCA_001557505|CDS_2690|260|405	19.073657553374343
GCA_002865625|CDS_15172|61|195	16.032920265855502
GCA_001692735|CDS_12404|1|147	19.207608310501744
GCA_002081935|CDS_4515|165|306	17.804100347590765
GCA_002865625|CDS_15423|375|437	8.524328811675568
GCA_002865625|CDS_15027|12|94	15.269217724333611
GCA_002865625|CDS_16017|25|63	8.10902040301031
GCA_003264845|CDS_6253|101|213	9.518557371497694
GCA_000812075|CDS_6445|248|397	20.198596289982643
GCA_001692735|CDS_9370|276|427	18.11975822410452
GCA_002865625|CDS_15423|462|583	-2.0
GCA_000271625|CDS_6030|191|279	-2.0
GCA_000827335|CDS_12567|248|341	-2.0
GCA_000827425|CDS_14839|188|249	-2.0
GCA_000827425|CDS_14827|235|296	-2.0
GCA_000827425|CDS_18655|171|242	-2.0
GCA_000766925|CDS_4474|204|268	4.886056647693163
GCA_000766925|CDS_4640|188|277	-2.0
GCA_000766925|CDS_7186|189|277	-2.0
GCA_003313425|CDS_5663|45|193	19.182434630440216
GCA_000146915|CDS_7818|45|190	21.872895201635192
GCA_003313425|CDS_1231|45|190	20.987162775294824
GCA_001557505|CDS_4331|227|385	16.872895201635192
GCA_000812075|CDS_4740|243|393	17.25649023527157
GCA_000732205|CDS_1951|51|195	19.673664139071246
GCA_001566295|CDS_8859|271|415	20.263603497723356
GCA_000963775|CDS_14517|148|305	10.118045028660399
GCA_003012165|CDS_2180|190|340	11.086186147616283
GCA_001662655|CDS_3845|53|265	16.059981844992336
GCA_002865625|CDS_9509|46|189	18.512861624522813
GCA_002865625|CDS_15241|38|188	18.30102999566398
GCA_003313425|CDS_7811|283|463	15.094204119632131
GCA_000464535|CDS_7762|45|222	14.554395796726402
GCA_001692915|CDS_9121|40|128	20.064996848546343
GCA_001692915|CDS_12399|34|117	14.287350298372788
GCA_001642045|CDS_2358|39|94	-2.0
GCA_001692915|CDS_8361|4|104	7.701146923590292
GCA_000464535|CDS_4734|75|247	21.826813731587723
GCA_000467715|CDS_11465|74|245	17.163675884293248
GCA_000836435|CDS_5958|76|215	18.416801226031378
GCA_900465125|CDS_6053|91|241	14.262012673666568
GCA_000338955|CDS_8285|39|122	16.869666231504993
GCA_001600455|CDS_6902|64|198	17.48412615628832
GCA_000836295|CDS_5016|977|1118	19.27164621797877
GCA_002865625|CDS_16040|55|143	20.93554201077308
GCA_003012165|CDS_6331|51|207	20.99139982823808
GCA_001692915|CDS_7858|55|180	19.192464971931145
GCA_002865625|CDS_14075|53|226	19.628932137728263
GCA_001557505|CDS_11882|81|261	24.3829996588791
GCA_002865625|CDS_7112|39|164	16.987162775294827
GCA_001557505|CDS_9582|64|244	16.204815410317575
GCA_900536445|CDS_203|42|197	13.779891911959943
GCA_000516985|CDS_532|46|222	22.221848749616356
GCA_002798055|CDS_6849|1|79	-2.0
GCA_000516985|CDS_533|46|226	22.7594507517174
GCA_001692735|CDS_12376|44|205	16.114073660198567
GCA_900290415|CDS_3830|45|219	14.441291429466833
GCA_001692735|CDS_906|20|90	7.6925039620867866
GCA_900465125|CDS_2595|1|71	5.328827157284916
GCA_003988795|CDS_2064|48|218	19.79588001734407
GCA_900073065|CDS_5028|48|182	16.869666231504993
GCA_001956345|CDS_3697|59|215	18.643974142806876
GCA_000836295|CDS_6392|67|233	24.55909091793478
GCA_002927785|CDS_7071|72|161	13.991399828238082
GCA_001692915|CDS_4070|37|174	20.94692155651658
GCA_000467715|CDS_5979|70|214	22.183758700008216
GCA_000365145|CDS_2181|78|271	16.96657624451305
GCA_000963775|CDS_14624|53|245	17.815308569182402
GCA_003313425|CDS_13006|88|244	18.93554201077308
GCA_003313425|CDS_11229|165|306	18.09799710864927
GCA_002105095|CDS_7785|5|137	6.924453038607469
GCA_003313425|CDS_10672|56|232	20.614393726401683
GCA_900073065|CDS_7006|58|232	25.939302159646385
GCA_001956345|CDS_2195|62|209	18.62893213772826
GCA_002105025|CDS_2826|40|116	14.195179321278834
GCA_900290415|CDS_4447|56|226	35.070581074285705
GCA_900290415|CDS_10676|60|224	39.21253952548158
GCA_002105025|CDS_6010|42|242	23.999999999999996
GCA_002865625|CDS_15356|51|247	25.51999305704285
GCA_900073065|CDS_15397|48|245	26.83863199776502
GCA_900073065|CDS_1042|47|242	24.351639989019066
GCA_000963775|CDS_11074|92|271	14.35359627377693
GCA_001566295|CDS_7503|59|223	20.317854923626165
GCA_001566295|CDS_12255|44|130	23.211831628858832
GCA_001566295|CDS_10930|43|205	22.244125144327505
GCA_001566295|CDS_12288|53|218	17.084072788302883
GCA_002927785|CDS_134|44|191	24.812479279163533
GCA_001642045|CDS_11692|43|171	21.36754270781527
GCA_001447215|CDS_2400|50|220	19.503070351926784
GCA_002105025|CDS_14192|4|96	6.413412695328244
GCA_002104985|CDS_14346|69|154	4.7121982700697735
GCA_002104985|CDS_9901|67|197	4.3334820194451185
GCA_027604365|CDS_4935|67|197	4.872895201635192
GCA_002104985|CDS_16861|45|133	6.108462542327435
GCA_027604365|CDS_4890|69|154	5.866461091629782
GCA_027604365|CDS_5152|69|154	5.536107011014092
GCA_002081935|CDS_3627|72|234	23.573488738635422
GCA_002105095|CDS_5672|2|93	11.86327943284359
GCA_003313425|CDS_11419|116|181	12.414539270491497
GCA_001563115|CDS_1407|89|236	22.291579099865285
GCA_003012165|CDS_6475|26|172	17.45099673797421
GCA_002865625|CDS_5570|61|102	7.630784142589857
GCA_001557505|CDS_3168|151|303	24.739928612014925
GCA_002865625|CDS_12744|116|271	16.213958789757445
GCA_900073065|CDS_10650|119|277	18.03621217265444
GCA_000836435|CDS_8582|127|283	22.913640169325248
GCA_002368545|CDS_3517|164|351	19.0395292224657
GCA_003313425|CDS_6237|243|364	13.11633856484638
GCA_000338955|CDS_8125|49|219	22.29242982390206
GCA_000261425|CDS_5054|59|191	18.82390874094432
GCA_000836295|CDS_7147|70|200	26.548213564475706
GCA_002865625|CDS_11085|51|188	20.958607314841775
GCA_001481775|CDS_10188|60|195	22.899629454882433
GCA_001557505|CDS_7772|44|179	23.345823458122037
GCA_001692735|CDS_13535|57|191	19.070070439915412
GCA_900073065|CDS_13026|52|187	24.089375595110795
GCA_001642045|CDS_4108|60|195	22.899629454882433
GCA_003184365|CDS_8983|55|189	22.32057210338788
GCA_003049485|CDS_9586|95|276	5.2716462179787715
GCA_003988795|CDS_6331|437|577	16.649751981665837
GCA_001692735|CDS_12577|32|196	17.82102305270683
GCA_000836295|CDS_7504|102|264	16.681936665037238
GCA_002105025|CDS_8197|99|247	22.27818938478745
GCA_002865625|CDS_12719|49|203	16.081445469449722
GCA_002865625|CDS_15179|71|223	20.906578314837763
GCA_000963775|CDS_1495|59|229	21.995678626217355
GCA_003988795|CDS_6743|70|236	22.197910742118264
GCA_003313425|CDS_626|86|242	17.476253533188434
GCA_003988795|CDS_642|17|177	16.414539270491495
GCA_000738655|CDS_10212|47|209	18.86646109162978
GCA_000464535|CDS_6465|430|555	18.308918507877028
GCA_003073855|CDS_10640|12|142	16.628932137728263
GCA_001563115|CDS_2594|42|174	22.50307035192678
GCA_000516985|CDS_6124|49|183	19.090443970758823
GCA_002865625|CDS_12901|1|135	15.88941028970075
GCA_900073065|CDS_10196|42|176	16.17783192063198
GCA_001557505|CDS_380|49|183	17.19314197048118
GCA_002105025|CDS_2816|167|256	14.283996656365199
GCA_004155245|CDS_9187|44|177	20.424812155072335
GCA_900073065|CDS_9665|120|285	15.34969247686806
GCA_001642045|CDS_3537|260|413	13.75448733218585
GCA_900618795|CDS_7331|45|238	18.673664139071246
GCA_000738655|CDS_8642|231|336	12.603800652904262
GCA_002927785|CDS_4176|67|179	16.140861702705465
GCA_002865625|CDS_343|71|156	12.022733787572706
GCA_900536445|CDS_6930|48|195	26.004364805402446
GCA_000442125|CDS_7052|97|248	19.87942606879415
GCA_000464535|CDS_523|48|219	18.906578314837763
GCA_002865625|CDS_5132|130|290	18.88941028970075
GCA_001600455|CDS_7768|110|274	20.89279003035213
GCA_900290415|CDS_8408|5|123	13.009661145212396
GCA_003385255|CDS_1350|41|241	15.448550002027124
GCA_001557505|CDS_9375|42|241	21.95860731484177
GCA_001563115|CDS_8770|43|233	28.85387196432176
GCA_000354255|CDS_7160|34|136	22.94692155651658
GCA_003073855|CDS_16318|71|245	22.53760200210104
GCA_000516985|CDS_11317|51|235	16.9100948885606
GCA_000516985|CDS_1948|79|336	19.269217724333608
GCA_000516985|CDS_11613|48|155	16.651695136951837
GCA_002368545|CDS_1515|44|214	15.586700235918748
GCA_000812075|CDS_4568|179|314	16.42021640338319
GCA_000836295|CDS_3879|131|266	12.946921556516578
GCA_000836295|CDS_7395|43|192	25.083019952679614
GCA_001956345|CDS_6343|43|196	18.555955204081922
GCA_000467715|CDS_5918|60|224	17.67571754470231
GCA_000963775|CDS_10297|56|172	16.377785977033703
GCA_001563115|CDS_13582|46|221	20.478861916295962
GCA_002865625|CDS_10161|43|180	25.252588192113574
GCA_001447215|CDS_12832|54|247	16.943095148663527
GCA_003049485|CDS_6740|70|244	20.054039296422427
GCA_000516985|CDS_169|50|225	13.585026652029182
GCA_000963775|CDS_13568|47|211	17.99139982823808
GCA_001600455|CDS_5613|720|893	22.255707016877324
GCA_001692735|CDS_13312|52|162	13.692503962086786
GCA_001447215|CDS_11917|51|214	21.501689446210396
GCA_001692915|CDS_7744|2|156	18.669586226650807
GCA_003073855|CDS_15004|48|229	18.235823867609668
GCA_000464535|CDS_6531|91|248	16.882728704344235
GCA_002865625|CDS_14082|46|132	13.373659632624957
GCA_002105025|CDS_12549|44|136	9.630784142589857
GCA_900073065|CDS_18887|58|224	23.522878745280334
GCA_003016335|CDS_4881|54|116	9.61798295742513
GCA_001692915|CDS_4915|44|91	5.844663962534938
GCA_001692915|CDS_2369|42|128	16.380906669373257
GCA_003313425|CDS_6126|65|242	18.279014255846256
GCA_900073065|CDS_17702|69|229	23.89619627904404
GCA_001642045|CDS_14063|39|130	15.275724130399208
GCA_003868215|CDS_5273|830|1007	15.804100347590765
GCA_000516985|CDS_7786|52|229	21.769551078621724
GCA_001566295|CDS_13012|1|53	-2.0
GCA_001600455|CDS_6714|49|203	15.468521082957745
GCA_001566295|CDS_12502|56|147	15.469800301796916
GCA_001566295|CDS_11211|85|153	12.145086977692143
GCA_000354255|CDS_7905|51|130	11.105683937315561
GCA_002162485|CDS_7771|81|233	15.490797477668897
GCA_003795315|CDS_1206|56|147	16.30277065724028
GCA_003795315|CDS_8255|67|164	13.583359492661717
GCA_003671545|CDS_13026|54|146	15.163675884293246
GCA_003795315|CDS_6859|58|220	13.804100347590765
GCA_001447215|CDS_2767|53|198	13.603800652904262
GCA_001642045|CDS_4715|51|132	14.173925197299173
GCA_003264845|CDS_10312|87|183	3.906578314837765
GCA_000516985|CDS_6711|59|244	18.33818731446274
GCA_000516985|CDS_2583|59|236	16.982966660701216
GCA_000516985|CDS_11069|59|236	19.86327943284359
GCA_002127715|CDS_2317|50|141	17.18575240426808
GCA_002127715|CDS_10872|50|147	15.772113295386324
GCA_002127715|CDS_11523|53|155	12.211831628858832
GCA_000516985|CDS_3158|50|230	13.91721462968355
GCA_003073855|CDS_6660|46|139	13.060980223551333
GCA_001692735|CDS_4105|1|108	17.533132379645888
